% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
7701 +2.220695064e+04 +2.220695064e+04 +2.158584064e+04 +2.158584064e+04 -8.3549e-01 +3.9384e+00 +2.8030e-01 -3.7353e+00 -5.3987e-01 -2.0512e+00 +1.4238e+00 -7.7936e-01 +1.0944e+00 -3.1387e-01 +9.3501e-01 +2.7513e+00 +3.7338e+00 +1.4539e+00 +2.5245e+00 -2.0013e+00 +1.1850e+00 +2.0570e+00 +4.1724e-01 -2.0179e-01
7821 +1.483681915e+04 +1.483681915e+04 +1.421570915e+04 +1.421570915e+04 -8.3183e-01 +3.9782e+00 +2.1078e-01 -3.7397e+00 -5.7937e-01 -2.0794e+00 +1.4469e+00 -7.4432e-01 +1.1550e+00 -2.8982e-01 +9.6877e-01 +2.7722e+00 +3.7554e+00 +1.4417e+00 +2.3949e+00 -1.9994e+00 +1.1124e+00 +2.0649e+00 +5.5295e-01 -2.2444e-01
8503 +9.852035649e+03 +9.852035649e+03 +9.230925649e+03 +9.230925649e+03 -8.9180e-01 +4.0195e+00 +2.1914e-01 -3.7590e+00 -4.7914e-01 -2.0899e+00 +1.4175e+00 -7.2141e-01 +1.0913e+00 -2.9029e-01 +9.1603e-01 +2.7643e+00 +3.7766e+00 +1.4843e+00 +2.5186e+00 -2.0356e+00 +1.1810e+00 +2.0636e+00 +4.6213e-01 -1.9912e-01
8611 +6.191624126e+03 +6.191624126e+03 +5.570514126e+03 +5.570514126e+03 -8.7859e-01 +3.9815e+00 +2.0309e-01 -3.8113e+00 -5.0622e-01 -2.0769e+00 +1.3969e+00 -7.3270e-01 +1.1355e+00 -2.9106e-01 +9.2640e-01 +2.7556e+00 +3.7922e+00 +1.4140e+00 +2.4993e+00 -2.0401e+00 +1.1706e+00 +2.0642e+00 +4.8631e-01 -2.1459e-01
9503 +3.507018100e+03 +3.507018100e+03 +2.885908100e+03 +2.885908100e+03 -9.0802e-01 +3.9901e+00 +1.8223e-01 -3.8073e+00 -4.6982e-01 -2.0817e+00 +1.4030e+00 -7.5630e-01 +1.1546e+00 -2.9657e-01 +9.4207e-01 +2.7564e+00 +3.7360e+00 +1.4169e+00 +2.5121e+00 -2.0197e+00 +1.1684e+00 +2.0483e+00 +4.1165e-01 -1.9300e-01
9718 +2.208953135e+03 +2.208953135e+03 +1.587843135e+03 +1.587843135e+03 -9.1354e-01 +3.9802e+00 +1.5103e-01 -3.8119e+00 -4.6363e-01 -2.1087e+00 +1.3881e+00 -7.2850e-01 +1.1312e+00 -2.9592e-01 +8.9027e-01 +2.7565e+00 +3.7633e+00 +1.4193e+00 +2.5400e+00 -2.0170e+00 +1.1625e+00 +2.0339e+00 +3.8096e-01 -1.6803e-01
10407 +1.450144794e+03 +1.450144794e+03 +8.290347939e+02 +8.290347939e+02 -8.4233e-01 +4.0080e+00 +2.1321e-01 -3.7585e+00 -4.9466e-01 -2.0871e+00 +1.4416e+00 -7.4235e-01 +1.1190e+00 -3.1191e-01 +8.9601e-01 +2.7640e+00 +3.7562e+00 +1.4221e+00 +2.4831e+00 -2.0175e+00 +1.1278e+00 +2.0772e+00 +5.0045e-01 -1.9105e-01
10632 +9.890784838e+02 +9.890784838e+02 +3.679684838e+02 +3.679684838e+02 -8.7617e-01 +3.9958e+00 +1.9413e-01 -3.7864e+00 -4.6089e-01 -2.0864e+00 +1.4040e+00 -7.4210e-01 +1.1225e+00 -2.9734e-01 +9.0590e-01 +2.7617e+00 +3.7609e+00 +1.4177e+00 +2.5211e+00 -2.0253e+00 +1.1451e+00 +2.0631e+00 +4.4013e-01 -1.7889e-01
11213 +5.013257690e+02 +5.013257690e+02 -1.197842310e+02 -1.197842310e+02 -8.7267e-01 +4.0022e+00 +1.9275e-01 -3.7638e+00 -4.8137e-01 -2.0920e+00 +1.4104e+00 -7.3519e-01 +1.1383e+00 -3.0545e-01 +9.0961e-01 +2.7605e+00 +3.7678e+00 +1.4273e+00 +2.5182e+00 -2.0300e+00 +1.1404e+00 +2.0834e+00 +4.4772e-01 -1.8225e-01
11804 +3.791236047e+02 +3.791236047e+02 -2.419863953e+02 -2.419863953e+02 -8.5681e-01 +3.9996e+00 +1.9929e-01 -3.7469e+00 -4.9237e-01 -2.0762e+00 +1.4138e+00 -7.3919e-01 +1.1324e+00 -3.1385e-01 +9.0756e-01 +2.7585e+00 +3.7688e+00 +1.4293e+00 +2.5016e+00 -2.0272e+00 +1.1349e+00 +2.0840e+00 +4.6134e-01 -1.9510e-01
12407 +2.208195310e+02 +2.208195310e+02 -4.002904690e+02 -4.002904690e+02 -8.5811e-01 +3.9966e+00 +1.9522e-01 -3.7547e+00 -4.9059e-01 -2.0781e+00 +1.4234e+00 -7.3654e-01 +1.1279e+00 -3.0923e-01 +9.0217e-01 +2.7601e+00 +3.7621e+00 +1.4325e+00 +2.4952e+00 -2.0323e+00 +1.1335e+00 +2.0745e+00 +4.7131e-01 -1.9269e-01
12901 +1.316261487e+02 +1.316261487e+02 -4.894838513e+02 -4.894838513e+02 -8.5811e-01 +3.9966e+00 +1.9648e-01 -3.7556e+00 -4.9397e-01 -2.0808e+00 +1.4350e+00 -7.3654e-01 +1.1279e+00 -3.1156e-01 +9.0741e-01 +2.7624e+00 +3.7646e+00 +1.4339e+00 +2.4952e+00 -2.0298e+00 +1.1294e+00 +2.0745e+00 +4.6988e-01 -1.9405e-01
13406 +9.388274903e+01 +9.388274903e+01 -5.272272510e+02 -5.272272510e+02 -8.5975e-01 +3.9957e+00 +1.9333e-01 -3.7559e+00 -4.9247e-01 -2.0802e+00 +1.4196e+00 -7.3616e-01 +1.1352e+00 -3.1195e-01 +9.0904e-01 +2.7614e+00 +3.7642e+00 +1.4279e+00 +2.5034e+00 -2.0312e+00 +1.1385e+00 +2.0747e+00 +4.5737e-01 -1.8904e-01
13422 +4.809246556e+01 +4.809246556e+01 -5.730175344e+02 -5.730175344e+02 -8.5832e-01 +3.9967e+00 +1.9478e-01 -3.7529e+00 -4.9165e-01 -2.0778e+00 +1.4315e+00 -7.3439e-01 +1.1331e+00 -3.1319e-01 +9.1048e-01 +2.7624e+00 +3.7610e+00 +1.4284e+00 +2.4995e+00 -2.0306e+00 +1.1311e+00 +2.0793e+00 +4.6491e-01 -1.9002e-01
14401 +3.439856035e+01 +3.439856035e+01 -5.867114396e+02 -5.867114396e+02 -8.5775e-01 +4.0000e+00 +1.9667e-01 -3.7510e+00 -4.9612e-01 -2.0808e+00 +1.4323e+00 -7.3309e-01 +1.1318e+00 -3.1165e-01 +9.0694e-01 +2.7602e+00 +3.7611e+00 +1.4300e+00 +2.4995e+00 -2.0319e+00 +1.1322e+00 +2.0806e+00 +4.7056e-01 -1.9288e-01
15026 +2.504983465e+01 +2.504983465e+01 -5.960601653e+02 -5.960601653e+02 -8.5769e-01 +4.0001e+00 +1.9527e-01 -3.7542e+00 -4.9422e-01 -2.0818e+00 +1.4300e+00 -7.3412e-01 +1.1294e+00 -3.1185e-01 +9.0850e-01 +2.7592e+00 +3.7619e+00 +1.4271e+00 +2.4990e+00 -2.0317e+00 +1.1285e+00 +2.0824e+00 +4.6563e-01 -1.9376e-01
15403 +1.542246367e+01 +1.542246367e+01 -6.056875363e+02 -6.056875363e+02 -8.6026e-01 +3.9996e+00 +1.9404e-01 -3.7553e+00 -4.8987e-01 -2.0818e+00 +1.4276e+00 -7.3419e-01 +1.1324e+00 -3.1208e-01 +9.0955e-01 +2.7583e+00 +3.7614e+00 +1.4289e+00 +2.5012e+00 -2.0308e+00 +1.1310e+00 +2.0774e+00 +4.6230e-01 -1.9332e-01
16002 +9.169083983e+00 +9.169083983e+00 -6.119409160e+02 -6.119409160e+02 -8.5860e-01 +3.9984e+00 +1.9359e-01 -3.7545e+00 -4.9399e-01 -2.0816e+00 +1.4281e+00 -7.3516e-01 +1.1311e+00 -3.1297e-01 +9.1184e-01 +2.7581e+00 +3.7619e+00 +1.4282e+00 +2.5013e+00 -2.0316e+00 +1.1316e+00 +2.0795e+00 +4.6429e-01 -1.9258e-01
16709 +4.944740981e+00 +4.944740981e+00 -6.161652590e+02 -6.161652590e+02 -8.5867e-01 +3.9989e+00 +1.9421e-01 -3.7540e+00 -4.9351e-01 -2.0810e+00 +1.4272e+00 -7.3427e-01 +1.1311e+00 -3.1160e-01 +9.1119e-01 +2.7582e+00 +3.7618e+00 +1.4264e+00 +2.5007e+00 -2.0316e+00 +1.1313e+00 +2.0799e+00 +4.6420e-01 -1.9258e-01
16807 +3.838622794e+00 +3.838622794e+00 -6.172713772e+02 -6.172713772e+02 -8.5950e-01 +3.9988e+00 +1.9364e-01 -3.7548e+00 -4.9284e-01 -2.0805e+00 +1.4268e+00 -7.3355e-01 +1.1319e+00 -3.1187e-01 +9.1148e-01 +2.7583e+00 +3.7613e+00 +1.4279e+00 +2.5017e+00 -2.0311e+00 +1.1324e+00 +2.0784e+00 +4.6196e-01 -1.9261e-01
17611 +2.386215945e+00 +2.386215945e+00 -6.187237841e+02 -6.187237841e+02 -8.5744e-01 +3.9994e+00 +1.9515e-01 -3.7535e+00 -4.9365e-01 -2.0813e+00 +1.4294e+00 -7.3425e-01 +1.1313e+00 -3.1243e-01 +9.1063e-01 +2.7586e+00 +3.7607e+00 +1.4275e+00 +2.5008e+00 -2.0321e+00 +1.1304e+00 +2.0789e+00 +4.6462e-01 -1.9285e-01
18405 +1.544047599e+00 +1.544047599e+00 -6.195659524e+02 -6.195659524e+02 -8.5816e-01 +3.9984e+00 +1.9552e-01 -3.7527e+00 -4.9444e-01 -2.0812e+00 +1.4291e+00 -7.3397e-01 +1.1312e+00 -3.1185e-01 +9.1046e-01 +2.7581e+00 +3.7606e+00 +1.4277e+00 +2.5007e+00 -2.0313e+00 +1.1305e+00 +2.0793e+00 +4.6532e-01 -1.9296e-01
18913 +7.144593069e-01 +7.144593069e-01 -6.203955407e+02 -6.203955407e+02 -8.5718e-01 +3.9990e+00 +1.9562e-01 -3.7519e+00 -4.9465e-01 -2.0810e+00 +1.4304e+00 -7.3385e-01 +1.1307e+00 -3.1203e-01 +9.1063e-01 +2.7585e+00 +3.7605e+00 +1.4280e+00 +2.5002e+00 -2.0318e+00 +1.1302e+00 +2.0799e+00 +4.6615e-01 -1.9340e-01
19613 +5.719900117e-01 +5.719900117e-01 -6.205380100e+02 -6.205380100e+02 -8.5975e-01 +3.9988e+00 +1.9379e-01 -3.7555e+00 -4.9238e-01 -2.0811e+00 +1.4268e+00 -7.3414e-01 +1.1319e+00 -3.1135e-01 +9.1076e-01 +2.7579e+00 +3.7610e+00 +1.4267e+00 +2.5021e+00 -2.0316e+00 +1.1322e+00 +2.0778e+00 +4.6227e-01 -1.9273e-01
20250 +3.142967769e-01 +3.142967769e-01 -6.207957032e+02 -6.207957032e+02 -8.5923e-01 +3.9990e+00 +1.9426e-01 -3.7551e+00 -4.9287e-01 -2.0811e+00 +1.4278e+00 -7.3379e-01 +1.1316e+00 -3.1150e-01 +9.1027e-01 +2.7582e+00 +3.7612e+00 +1.4272e+00 +2.5017e+00 -2.0314e+00 +1.1317e+00 +2.0780e+00 +4.6320e-01 -1.9240e-01
21014 +2.114969434e-01 +2.114969434e-01 -6.208985031e+02 -6.208985031e+02 -8.5929e-01 +3.9989e+00 +1.9433e-01 -3.7547e+00 -4.9327e-01 -2.0811e+00 +1.4280e+00 -7.3382e-01 +1.1316e+00 -3.1148e-01 +9.1031e-01 +2.7581e+00 +3.7612e+00 +1.4274e+00 +2.5014e+00 -2.0314e+00 +1.1318e+00 +2.0782e+00 +4.6353e-01 -1.9247e-01
21708 +1.064951982e-01 +1.064951982e-01 -6.210035048e+02 -6.210035048e+02 -8.5807e-01 +3.9993e+00 +1.9515e-01 -3.7530e+00 -4.9416e-01 -2.0809e+00 +1.4293e+00 -7.3410e-01 +1.1310e+00 -3.1173e-01 +9.1040e-01 +2.7583e+00 +3.7610e+00 +1.4277e+00 +2.5004e+00 -2.0313e+00 +1.1308e+00 +2.0792e+00 +4.6507e-01 -1.9291e-01
22901 +6.930760418e-02 +6.930760418e-02 -6.210406924e+02 -6.210406924e+02 -8.5944e-01 +3.9990e+00 +1.9421e-01 -3.7548e+00 -4.9302e-01 -2.0813e+00 +1.4277e+00 -7.3395e-01 +1.1314e+00 -3.1148e-01 +9.1038e-01 +2.7581e+00 +3.7613e+00 +1.4271e+00 +2.5015e+00 -2.0314e+00 +1.1318e+00 +2.0782e+00 +4.6319e-01 -1.9270e-01
23302 +5.669464718e-02 +5.669464718e-02 -6.210533054e+02 -6.210533054e+02 -8.5891e-01 +3.9991e+00 +1.9449e-01 -3.7542e+00 -4.9333e-01 -2.0810e+00 +1.4282e+00 -7.3396e-01 +1.1314e+00 -3.1169e-01 +9.1047e-01 +2.7582e+00 +3.7612e+00 +1.4273e+00 +2.5012e+00 -2.0314e+00 +1.1315e+00 +2.0785e+00 +4.6382e-01 -1.9282e-01
25304 +3.530951240e-02 +3.530951240e-02 -6.210746905e+02 -6.210746905e+02 -8.5857e-01 +3.9992e+00 +1.9491e-01 -3.7537e+00 -4.9368e-01 -2.0811e+00 +1.4288e+00 -7.3389e-01 +1.1312e+00 -3.1171e-01 +9.1044e-01 +2.7583e+00 +3.7610e+00 +1.4274e+00 +2.5009e+00 -2.0314e+00 +1.1311e+00 +2.0788e+00 +4.6445e-01 -1.9291e-01
27005 +2.415879644e-02 +2.415879644e-02 -6.210858412e+02 -6.210858412e+02 -8.5893e-01 +3.9991e+00 +1.9459e-01 -3.7543e+00 -4.9335e-01 -2.0812e+00 +1.4282e+00 -7.3393e-01 +1.1313e+00 -3.1154e-01 +9.1048e-01 +2.7582e+00 +3.7612e+00 +1.4273e+00 +2.5012e+00 -2.0314e+00 +1.1315e+00 +2.0786e+00 +4.6378e-01 -1.9275e-01
30003 +1.517656159e-02 +1.517656159e-02 -6.210948234e+02 -6.210948234e+02 -8.5885e-01 +3.9991e+00 +1.9468e-01 -3.7541e+00 -4.9345e-01 -2.0811e+00 +1.4284e+00 -7.3394e-01 +1.1313e+00 -3.1163e-01 +9.1043e-01 +2.7582e+00 +3.7612e+00 +1.4274e+00 +2.5011e+00 -2.0314e+00 +1.1314e+00 +2.0786e+00 +4.6398e-01 -1.9281e-01
39918 +9.998962332e-03 +9.998962332e-03 -6.211000010e+02 -6.211000010e+02 -8.5939e-01 +3.9990e+00 +1.9428e-01 -3.7549e+00 -4.9306e-01 -2.0812e+00 +1.4277e+00 -7.3391e-01 +1.1315e+00 -3.1148e-01 +9.1048e-01 +2.7581e+00 +3.7613e+00 +1.4271e+00 +2.5016e+00 -2.0313e+00 +1.1319e+00 +2.0782e+00 +4.6317e-01 -1.9266e-01
48121 +6.263524182e-03 +6.263524182e-03 -6.211037365e+02 -6.211037365e+02 -8.6999e-01 +3.9967e+00 +1.8667e-01 -3.7699e+00 -4.8513e-01 -2.0839e+00 +1.4133e+00 -7.3390e-01 +1.1364e+00 -3.0898e-01 +9.1092e-01 +2.7563e+00 +3.7637e+00 +1.4228e+00 +2.5111e+00 -2.0307e+00 +1.1405e+00 +2.0699e+00 +4.4680e-01 -1.8977e-01
50726 +3.965189757e-03 +3.965189757e-03 -6.211060348e+02 -6.211060348e+02 -8.7315e-01 +3.9960e+00 +1.8440e-01 -3.7743e+00 -4.8279e-01 -2.0846e+00 +1.4090e+00 -7.3392e-01 +1.1378e+00 -3.0824e-01 +9.1107e-01 +2.7557e+00 +3.7644e+00 +1.4215e+00 +2.5139e+00 -2.0305e+00 +1.1431e+00 +2.0675e+00 +4.4193e-01 -1.8892e-01
57809 +2.502822397e-03 +2.502822397e-03 -6.211074972e+02 -6.211074972e+02 -8.7691e-01 +3.9951e+00 +1.8173e-01 -3.7796e+00 -4.7999e-01 -2.0855e+00 +1.4040e+00 -7.3396e-01 +1.1395e+00 -3.0739e-01 +9.1124e-01 +2.7550e+00 +3.7652e+00 +1.4200e+00 +2.5172e+00 -2.0303e+00 +1.1462e+00 +2.0646e+00 +4.3611e-01 -1.8791e-01
63440 +1.572374115e-03 +1.572374115e-03 -6.211084276e+02 -6.211084276e+02 -8.8029e-01 +3.9943e+00 +1.7933e-01 -3.7844e+00 -4.7748e-01 -2.0863e+00 +1.3994e+00 -7.3400e-01 +1.1410e+00 -3.0661e-01 +9.1140e-01 +2.7544e+00 +3.7660e+00 +1.4186e+00 +2.5202e+00 -2.0300e+00 +1.1489e+00 +2.0619e+00 +4.3091e-01 -1.8701e-01
66461 +9.790355763e-04 +9.790355763e-04 -6.211090210e+02 -6.211090210e+02 -8.8253e-01 +3.9937e+00 +1.7777e-01 -3.7875e+00 -4.7583e-01 -2.0868e+00 +1.3964e+00 -7.3404e-01 +1.1419e+00 -3.0610e-01 +9.1151e-01 +2.7540e+00 +3.7665e+00 +1.4176e+00 +2.5222e+00 -2.0298e+00 +1.1508e+00 +2.0602e+00 +4.2746e-01 -1.8642e-01
73740 +6.294140453e-04 +6.294140453e-04 -6.211093706e+02 -6.211093706e+02 -8.8425e-01 +3.9933e+00 +1.7655e-01 -3.7900e+00 -4.7455e-01 -2.0872e+00 +1.3941e+00 -7.3408e-01 +1.1427e+00 -3.0571e-01 +9.1160e-01 +2.7537e+00 +3.7669e+00 +1.4169e+00 +2.5237e+00 -2.0297e+00 +1.1522e+00 +2.0589e+00 +4.2480e-01 -1.8597e-01
76510 +3.947236977e-04 +3.947236977e-04 -6.211096053e+02 -6.211096053e+02 -8.8634e-01 +3.9928e+00 +1.7509e-01 -3.7929e+00 -4.7300e-01 -2.0876e+00 +1.3914e+00 -7.3413e-01 +1.1435e+00 -3.0524e-01 +9.1170e-01 +2.7533e+00 +3.7674e+00 +1.4160e+00 +2.5255e+00 -2.0295e+00 +1.1538e+00 +2.0572e+00 +4.2158e-01 -1.8542e-01
80158 +2.470953126e-04 +2.470953126e-04 -6.211097529e+02 -6.211097529e+02 -8.8731e-01 +3.9925e+00 +1.7442e-01 -3.7942e+00 -4.7229e-01 -2.0878e+00 +1.3901e+00 -7.3417e-01 +1.1439e+00 -3.0503e-01 +9.1175e-01 +2.7531e+00 +3.7676e+00 +1.4156e+00 +2.5264e+00 -2.0294e+00 +1.1546e+00 +2.0565e+00 +4.2008e-01 -1.8517e-01
83144 +1.524564015e-04 +1.524564015e-04 -6.211098475e+02 -6.211098475e+02 -8.8850e-01 +3.9922e+00 +1.7360e-01 -3.7959e+00 -4.7141e-01 -2.0881e+00 +1.3885e+00 -7.3421e-01 +1.1444e+00 -3.0477e-01 +9.1181e-01 +2.7528e+00 +3.7679e+00 +1.4151e+00 +2.5274e+00 -2.0293e+00 +1.1556e+00 +2.0556e+00 +4.1825e-01 -1.8487e-01
86803 +9.998790108e-05 +9.998790108e-05 -6.211099000e+02 -6.211099000e+02 -8.8923e-01 +3.9920e+00 +1.7310e-01 -3.7969e+00 -4.7086e-01 -2.0882e+00 +1.3876e+00 -7.3424e-01 +1.1446e+00 -3.0460e-01 +9.1185e-01 +2.7526e+00 +3.7681e+00 +1.4148e+00 +2.5280e+00 -2.0292e+00 +1.1562e+00 +2.0550e+00 +4.1711e-01 -1.8468e-01
