% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
61679 +1.513705437e+00 +1.513705437e+00 +7.286370544e+01 +7.286370544e+01 +8.0199e-01 +4.9378e+00 -5.5488e+00 -2.2870e+00 -3.9000e+00 -2.9954e+00 -2.1593e+00 +4.6338e+00 -4.3643e-01 +2.6499e+00 -1.1992e+00 -1.6289e+00 +1.9382e+00 +2.6652e+00 +3.2419e+00 -2.2191e+00 -4.4570e+00 +3.2846e+00 -6.0790e+00 -3.0406e+00
62858 +9.875200917e-01 +9.875200917e-01 +7.233752009e+01 +7.233752009e+01 +7.9075e-01 +4.9671e+00 -5.5157e+00 -2.2806e+00 -3.9054e+00 -2.9396e+00 -2.1719e+00 +4.6222e+00 -3.7756e-01 +2.6416e+00 -1.2234e+00 -1.6092e+00 +1.9698e+00 +2.6588e+00 +3.2382e+00 -2.2709e+00 -4.4557e+00 +3.3439e+00 -6.0402e+00 -3.0128e+00
129091 +6.185121210e-01 +6.185121210e-01 +7.196851212e+01 +7.196851212e+01 +3.2161e-01 +3.6063e+00 +4.6586e+00 -5.9818e-02 +4.1089e+00 +7.1257e-01 -3.0207e+00 -1.2832e+00 +2.2133e+00 -6.7346e-01 +4.6882e-01 +1.5331e-02 -4.8956e+00 +3.7812e+00 -3.8894e-01 +4.8565e+00 -3.5370e+00 -2.8541e-01 +5.2192e+00 -1.9463e+00
129712 +3.979546790e-01 +3.979546790e-01 +7.174795468e+01 +7.174795468e+01 +3.2222e-01 +3.5958e+00 +4.6753e+00 -1.0635e-01 +4.0811e+00 +6.8684e-01 -2.9878e+00 -1.2915e+00 +2.2267e+00 -6.5295e-01 +4.4717e-01 +4.0434e-02 -4.8957e+00 +3.7604e+00 -3.6568e-01 +4.8777e+00 -3.5401e+00 -2.9765e-01 +5.2314e+00 -1.9559e+00
132121 +2.509809671e-01 +2.509809671e-01 +7.160098097e+01 +7.160098097e+01 +3.2406e-01 +3.5897e+00 +4.6633e+00 -9.6752e-02 +4.0819e+00 +6.8446e-01 -2.9789e+00 -1.2915e+00 +2.2198e+00 -6.4525e-01 +4.4337e-01 +4.9015e-02 -4.9008e+00 +3.7597e+00 -3.5728e-01 +4.8778e+00 -3.5298e+00 -2.8875e-01 +5.2341e+00 -1.9644e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.234618656e+01 +8.234618656e+01 -2.728738134e+02 -2.728738134e+02 +4.0211e-02 +3.9154e-01 +2.3948e+00 +3.3254e+00 -2.6781e+00 -2.5133e+00 -2.6510e+00 -3.3109e+00 -3.6218e-01 +1.1881e+00 +3.5486e+00 +1.8377e+00 +6.4281e-01 -4.4138e-01 +1.4225e+00 -2.9078e+00 +2.9651e+00 +1.8627e+00 -2.9421e+00 +1.3771e+00
7 +4.413169716e+01 +4.413169716e+01 -3.110883028e+02 -3.110883028e+02 +1.6463e+00 +2.8087e+00 +1.2474e+00 +4.5470e+00 -3.8600e+00 -1.7478e+00 -4.8468e+00 -5.6903e+00 -1.5922e+00 +3.2938e+00 +4.1664e+00 -5.7827e-01 +1.1815e+00 +5.9222e-01 +1.5681e+00 -2.8054e+00 +8.4897e-01 +4.1564e-01 -4.4679e+00 -5.1685e-01
69 +3.933494913e+01 +3.933494913e+01 -3.158850509e+02 -3.158850509e+02 -2.5845e+00 +4.1874e+00 -9.3671e-01 +4.7040e+00 -4.5539e+00 -2.4426e+00 -2.3307e+00 -4.4226e+00 -3.4762e+00 -1.1694e+00 +1.8584e+00 +3.2962e+00 +2.2020e+00 +5.7069e-01 -2.2998e+00 -3.9755e+00 +6.5707e-01 -1.7718e+00 -4.0397e+00 +2.4760e+00
2133 +2.371044798e+01 +2.371044798e+01 -3.315095520e+02 -3.315095520e+02 +3.1404e+00 -2.7852e+00 -1.6375e+00 +4.7567e+00 -4.0295e+00 -3.4661e+00 +2.9080e+00 +5.3512e+00 +8.7499e-01 -3.1517e+00 -6.4590e-01 +2.7816e+00 +2.4620e+00 +5.0185e+00 -1.5510e+00 -9.4770e-01 -1.9624e+00 -2.8043e+00 -1.6704e+00 +1.6791e+00
2477 +1.225627113e+01 +1.225627113e+01 -3.429637289e+02 -3.429637289e+02 +3.0597e+00 -2.3982e+00 -2.2777e+00 +3.7931e+00 -3.7777e+00 -2.5649e+00 +2.7549e+00 +6.3396e+00 -5.9970e-01 -3.1625e+00 -2.3159e+00 +1.4431e+00 +3.0771e+00 +5.2195e+00 -1.4566e+00 -6.4151e-01 -3.5827e+00 -2.4158e+00 +3.2677e-01 +3.3337e+00
2813 +9.712088255e+00 +9.712088255e+00 -3.455079117e+02 -3.455079117e+02 +3.1501e+00 -2.0097e+00 -2.5012e+00 +3.1206e+00 -3.4772e+00 -2.9215e+00 +3.2728e+00 +5.6935e+00 -2.2788e-01 -3.6173e+00 -2.3246e+00 +1.6587e+00 +3.3905e+00 +5.0310e+00 -1.1644e+00 -7.7806e-01 -4.0023e+00 -2.3522e+00 +3.5508e-01 +2.4671e+00
2992 +6.035443031e+00 +6.035443031e+00 -3.491845570e+02 -3.491845570e+02 +2.8890e+00 -2.2701e+00 -1.9843e+00 +3.5043e+00 -3.8191e+00 -2.7372e+00 +2.6672e+00 +5.6960e+00 -2.4730e-01 -3.6765e+00 -2.2356e+00 +1.1401e+00 +3.2002e+00 +5.1848e+00 -1.1151e+00 -8.6519e-01 -3.8689e+00 -2.1193e+00 +1.1790e-01 +3.1417e+00
3237 +2.980351242e+00 +2.980351242e+00 -3.522396488e+02 -3.522396488e+02 +2.8868e+00 -2.7131e+00 -2.0077e+00 +3.5702e+00 -3.8547e+00 -2.7892e+00 +3.0586e+00 +5.1764e+00 +1.8755e-02 -3.6994e+00 -2.4113e+00 +1.2541e+00 +3.0460e+00 +4.9262e+00 -6.0497e-01 -4.9768e-01 -3.7562e+00 -1.8797e+00 -2.8252e-02 +2.9932e+00
3242 +2.371133598e+00 +2.371133598e+00 -3.528488664e+02 -3.528488664e+02 +2.8455e+00 -2.7714e+00 -2.0794e+00 +3.5502e+00 -3.8700e+00 -2.8334e+00 +2.9172e+00 +5.2063e+00 -8.3469e-02 -3.5395e+00 -2.3978e+00 +1.0908e+00 +3.0232e+00 +5.0928e+00 -6.1200e-01 -4.5072e-01 -3.7188e+00 -1.9258e+00 -1.0941e-02 +3.0543e+00
3691 +1.316359554e+00 +1.316359554e+00 -3.539036404e+02 -3.539036404e+02 +2.8086e+00 -2.6344e+00 -2.0325e+00 +3.5068e+00 -3.8184e+00 -2.7556e+00 +2.9482e+00 +5.3455e+00 -3.3789e-02 -3.6072e+00 -2.5279e+00 +1.1150e+00 +2.9857e+00 +4.9027e+00 -6.3231e-01 -3.7674e-01 -3.8208e+00 -1.8876e+00 +5.1732e-02 +3.1760e+00
3812 +8.972900458e-01 +8.972900458e-01 -3.543227100e+02 -3.543227100e+02 +2.8404e+00 -2.7322e+00 -2.0736e+00 +3.5268e+00 -3.7967e+00 -2.7509e+00 +2.9377e+00 +5.3552e+00 -2.0315e-02 -3.5591e+00 -2.4199e+00 +1.1342e+00 +2.9894e+00 +4.9806e+00 -7.1128e-01 -3.2587e-01 -3.7557e+00 -1.8895e+00 +4.1520e-02 +3.2046e+00
4158 +6.276123270e-01 +6.276123270e-01 -3.545923877e+02 -3.545923877e+02 +2.7689e+00 -2.7561e+00 -2.0883e+00 +3.4393e+00 -3.7875e+00 -2.7668e+00 +2.9655e+00 +5.2908e+00 -1.3440e-02 -3.5737e+00 -2.4503e+00 +1.1154e+00 +2.9649e+00 +5.0004e+00 -7.1725e-01 -3.0879e-01 -3.7689e+00 -1.9192e+00 +1.1681e-02 +3.1905e+00
4723 +3.859153634e-01 +3.859153634e-01 -3.548340846e+02 -3.548340846e+02 +2.7761e+00 -2.7511e+00 -2.0752e+00 +3.4824e+00 -3.8296e+00 -2.7483e+00 +2.9655e+00 +5.3020e+00 -1.5345e-02 -3.6017e+00 -2.4519e+00 +1.1342e+00 +2.9415e+00 +4.9803e+00 -7.0383e-01 -3.3992e-01 -3.7448e+00 -1.9255e+00 -1.0518e-02 +3.2082e+00
748479 +2.490150596e-01 +2.490150596e-01 -3.549709849e+02 -3.549709849e+02 -3.6706e+00 -2.5079e-01 +3.0145e+00 -3.3850e-01 -3.3902e+00 -4.0259e-01 -5.0191e+00 +8.7714e-01 -7.6187e-01 -2.9313e+00 -1.1738e+00 +4.9742e-01 -3.4531e-02 -5.8823e-02 +3.4553e+00 -1.7225e+00 -4.1034e+00 -3.1203e+00 -3.1666e+00 -2.0657e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.788502120e+01 +9.788502120e+01 +1.970550212e+02 +1.970550212e+02 +1.0102e+00 +3.9012e+00 -2.4379e+00 +8.5959e-01 +3.7938e+00 +1.1350e+00 -1.2646e+00 -2.1500e+00 -3.8719e+00 -2.5776e+00 -2.1562e+00 -1.9910e+00 +2.2493e-01 +3.1502e+00 +2.3175e+00 -3.3270e+00 +7.6577e-01 -3.4994e+00 +1.9999e+00 +3.9676e-01
3 +5.436768175e+01 +5.436768175e+01 +1.535376817e+02 +1.535376817e+02 -2.2365e-01 +4.2847e+00 -9.9975e-01 +1.1301e+00 +1.1686e+00 -4.3977e+00 +8.9321e-01 -3.7843e+00 -6.0740e+00 -2.1211e+00 -1.9817e+00 -3.9297e+00 -1.2575e+00 +2.8068e+00 +5.9565e+00 -7.3923e+00 -2.2106e+00 -2.8635e+00 -2.8437e-01 +5.1350e+00
59 +3.870072523e+01 +3.870072523e+01 +1.378707252e+02 +1.378707252e+02 -1.4401e+00 +7.7026e+00 +5.5693e+00 -6.5492e-01 +1.2414e+00 +4.2583e-01 -4.6910e+00 -1.6998e+00 -3.4758e+00 +6.8234e-01 -4.0268e-02 -6.5357e-01 +1.8291e+00 +4.8672e+00 +1.4791e+00 -3.6295e+00 +3.1097e+00 -5.8107e-01 -5.6580e+00 +3.1003e+00
2557 +2.404023024e+01 +2.404023024e+01 +1.232102302e+02 +1.232102302e+02 -4.2588e+00 +6.2764e+00 +5.1914e+00 -2.5152e+00 -3.9792e+00 -5.5504e+00 -7.4600e+00 +6.9791e+00 -1.7809e+00 +5.2083e+00 -4.3479e+00 -4.8370e+00 +3.5102e+00 +2.2886e+00 +5.5587e+00 -5.2909e+00 +1.2039e-01 +3.6761e+00 +1.9980e+00 +2.5738e+00
3101 +1.530840821e+01 +1.530840821e+01 +1.144784082e+02 +1.144784082e+02 -4.9447e+00 +6.4584e+00 +5.1503e+00 -3.8848e+00 -3.9568e+00 -5.4268e+00 -7.3608e+00 +7.0034e+00 -2.2893e+00 +5.1644e+00 -4.5960e+00 -4.8228e+00 +4.0384e+00 +2.6780e+00 +5.5781e+00 -4.5784e+00 +1.0055e+00 +3.0719e+00 +2.4196e+00 +3.2201e+00
3747 +9.991993857e+00 +9.991993857e+00 +1.091619939e+02 +1.091619939e+02 -4.7137e+00 +6.2274e+00 +4.8889e+00 -3.4817e+00 -4.1019e+00 -5.5371e+00 -7.3383e+00 +6.4507e+00 -2.1604e+00 +5.6482e+00 -4.6185e+00 -4.4260e+00 +4.1399e+00 +2.7246e+00 +5.7975e+00 -4.4550e+00 +6.3343e-01 +2.6084e+00 +2.5238e+00 +3.0427e+00
16746 +6.237097917e+00 +6.237097917e+00 +1.054070979e+02 +1.054070979e+02 +2.2970e+00 -1.6491e+00 -4.8602e+00 -3.9457e+00 -5.4993e+00 +4.8778e+00 -2.3649e+00 +3.2440e+00 -5.9277e+00 -1.5805e+00 -1.4468e+00 +4.4072e+00 +4.1973e+00 -4.6905e+00 -5.0058e+00 -1.1099e+00 -2.3619e+00 +7.0333e+00 -4.4310e+00 -1.7618e+00
17921 +3.976025076e+00 +3.976025076e+00 +1.031460251e+02 +1.031460251e+02 +2.2187e+00 -1.5566e+00 -4.8726e+00 -4.0771e+00 -5.5049e+00 +4.9979e+00 -2.3578e+00 +3.2457e+00 -6.0660e+00 -1.6915e+00 -1.5045e+00 +4.4298e+00 +4.0195e+00 -4.6049e+00 -4.9918e+00 -1.2478e+00 -2.3029e+00 +6.9958e+00 -4.4607e+00 -1.6320e+00
49344 +2.506676992e+00 +2.506676992e+00 +1.016766770e+02 +1.016766770e+02 -4.0915e+00 +1.5115e-01 -1.2981e+00 -2.4656e+00 -5.6557e+00 -8.5844e-01 +4.4290e+00 +1.1750e+00 -3.4774e+00 +4.3749e+00 -2.0450e+00 -3.9283e+00 -3.5053e+00 +5.0553e+00 -6.0213e+00 +2.0400e+00 +3.1539e-01 -4.4780e+00 +1.3298e+00 +2.0457e+00
50197 +1.583462881e+00 +1.583462881e+00 +1.007534629e+02 +1.007534629e+02 -4.0584e+00 +1.5389e-01 -1.2844e+00 -2.4805e+00 -5.5337e+00 -9.1300e-01 +4.4517e+00 +1.1116e+00 -3.4353e+00 +4.4383e+00 -2.0549e+00 -3.8164e+00 -3.5231e+00 +5.0510e+00 -5.9358e+00 +1.9981e+00 +2.7522e-01 -4.4947e+00 +1.3426e+00 +2.0414e+00
88356 +9.685318060e-01 +9.685318060e-01 +1.001385318e+02 +1.001385318e+02 -1.6628e+00 +4.8371e-01 +5.3991e+00 -2.0592e+00 -1.7142e+00 +5.1608e-01 +4.4758e+00 -3.1492e+00 +4.0854e+00 -3.2813e+00 -4.8730e+00 -1.1621e+00 +4.2607e+00 -2.3747e-01 +5.0059e+00 -6.0628e-01 +1.4531e+00 -3.7153e+00 -4.9358e+00 -2.2215e+00
88629 +5.784710789e-01 +5.784710789e-01 +9.974847108e+01 +9.974847108e+01 -1.6611e+00 +4.7978e-01 +5.3701e+00 -2.0679e+00 -1.7166e+00 +5.2753e-01 +4.5147e+00 -3.1839e+00 +4.1058e+00 -3.2978e+00 -4.8770e+00 -1.1651e+00 +4.3005e+00 -1.9723e-01 +4.9686e+00 -6.2625e-01 +1.4721e+00 -3.7184e+00 -4.9827e+00 -2.2115e+00
89338 +3.963492695e-01 +3.963492695e-01 +9.956634927e+01 +9.956634927e+01 -1.6861e+00 +4.6386e-01 +5.3842e+00 -2.0773e+00 -1.7424e+00 +5.2331e-01 +4.5144e+00 -3.2307e+00 +4.1057e+00 -3.3355e+00 -4.8863e+00 -1.1446e+00 +4.3195e+00 -1.5880e-01 +4.9505e+00 -6.1568e-01 +1.4664e+00 -3.7221e+00 -4.9908e+00 -2.2220e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.317128535e+01 +8.317128535e+01 -4.347387147e+02 -4.347387147e+02 -3.8389e+00 +1.7899e+00 +1.9871e+00 +2.1353e+00 +1.1969e+00 +2.9597e+00 +2.4944e+00 +2.7122e+00 +3.4161e+00 +5.7231e-01 +2.4297e-01 +1.4486e+00 +2.5532e+00 -4.9265e-01 +5.3948e-01 +1.8359e+00 +1.2908e+00 +3.3360e+00 -3.2346e+00 -3.5654e+00
3 +6.115957464e+01 +6.115957464e+01 -4.567504254e+02 -4.567504254e+02 -1.5888e+00 +3.8437e+00 +3.7318e-01 +6.5804e-01 +1.4469e+00 +1.2578e+00 +3.4428e-01 +2.0017e+00 +4.2639e+00 -4.3113e+00 +2.3252e+00 +2.9057e+00 +2.3500e+00 +6.0718e-01 -2.4446e+00 +1.1576e+00 +4.8177e-01 +5.3572e+00 -7.4670e-01 -3.7780e+00
84 +3.917750702e+01 +3.917750702e+01 -4.787324930e+02 -4.787324930e+02 -2.5836e+00 +4.2164e+00 +1.4184e-01 +8.0460e-01 +2.2827e+00 +2.9445e+00 +1.8694e+00 -1.4091e+00 +4.0697e+00 +3.0278e+00 +7.3663e+00 +1.7267e+00 +4.3220e+00 -1.0447e+00 -1.3518e+00 +5.4255e+00 +2.0863e+00 +1.7083e+00 -5.2729e-01 -5.5840e+00
1559 +1.874353773e+01 +1.874353773e+01 -4.991664623e+02 -4.991664623e+02 -1.3329e+00 -5.6115e-01 +2.7734e+00 -3.9956e+00 +7.2304e+00 +4.6646e+00 +3.0441e+00 +1.7252e+00 +2.2206e+00 -1.8935e+00 +2.7577e+00 +1.4898e-01 +3.3137e+00 -3.1132e+00 -2.8106e+00 -2.5211e+00 -1.5359e+00 +4.2005e+00 -7.1643e-01 -3.9239e-01
1831 +1.485970949e+01 +1.485970949e+01 -5.030502905e+02 -5.030502905e+02 -1.3278e+00 -3.5963e-01 +2.9114e+00 -3.2299e+00 +6.8979e+00 +4.6948e+00 +2.7001e+00 +1.2023e+00 +2.4260e+00 -1.6204e+00 +2.5258e+00 +6.3712e-01 +4.4305e+00 -2.6707e+00 -3.0359e+00 -2.0833e+00 -2.0050e+00 +3.4396e+00 -1.2644e+00 -1.1994e+00
1971 +9.869284714e+00 +9.869284714e+00 -5.080407153e+02 -5.080407153e+02 -1.0546e+00 +1.0444e-01 +2.8316e+00 -2.8122e+00 +6.7194e+00 +4.5535e+00 +2.3630e+00 +1.6182e+00 +1.9654e+00 -1.9353e+00 +2.5369e+00 +4.6724e-01 +4.3101e+00 -2.7825e+00 -3.2950e+00 -1.9748e+00 -2.2610e+00 +3.4909e+00 -1.3965e+00 -1.1321e+00
2238 +6.260110045e+00 +6.260110045e+00 -5.116498900e+02 -5.116498900e+02 -9.0730e-01 +6.2825e-02 +2.9233e+00 -2.7237e+00 +6.7912e+00 +4.5651e+00 +2.6248e+00 +1.5525e+00 +2.1147e+00 -1.9964e+00 +2.5917e+00 +4.1610e-01 +4.4271e+00 -2.8005e+00 -3.4536e+00 -2.0126e+00 -2.3464e+00 +3.2372e+00 -1.4649e+00 -1.1321e+00
2618 +3.914370989e+00 +3.914370989e+00 -5.139956290e+02 -5.139956290e+02 -1.1097e+00 -4.8712e-02 +2.8069e+00 -2.6544e+00 +6.8252e+00 +4.5977e+00 +2.5156e+00 +1.4425e+00 +2.1778e+00 -1.8641e+00 +2.7665e+00 +4.1990e-01 +4.4148e+00 -3.0226e+00 -3.5340e+00 -2.0492e+00 -2.2076e+00 +3.1210e+00 -1.4763e+00 -1.1791e+00
4325 +2.500547379e+00 +2.500547379e+00 -5.154094526e+02 -5.154094526e+02 -9.4924e-01 -1.9521e-01 +2.7884e+00 -2.6891e+00 +6.7512e+00 +4.6766e+00 +2.5276e+00 +1.3610e+00 +2.1917e+00 -1.8483e+00 +2.6380e+00 +4.1806e-01 +4.3203e+00 -3.0662e+00 -3.4678e+00 -2.1000e+00 -2.1622e+00 +3.0543e+00 -1.4748e+00 -1.2332e+00
26885 +1.517897083e+00 +1.517897083e+00 -5.163921029e+02 -5.163921029e+02 +9.7623e-01 -4.8682e+00 +7.2637e-01 -1.4938e+00 -5.0670e+00 -1.6615e+00 +5.6025e+00 +2.9259e+00 -1.6098e+00 +2.1401e+00 -8.8940e-01 -2.9471e+00 +3.0712e+00 -2.3045e+00 -3.2400e+00 +2.1477e+00 +1.9073e+00 +6.3756e-01 +4.0753e+00 -5.1527e+00
28560 +9.943226872e-01 +9.943226872e-01 -5.169156773e+02 -5.169156773e+02 +9.6007e-01 -4.8798e+00 +7.4058e-01 -1.4963e+00 -5.0779e+00 -1.6529e+00 +5.6013e+00 +2.9145e+00 -1.6218e+00 +2.1727e+00 -8.8247e-01 -2.9841e+00 +3.0707e+00 -2.2958e+00 -3.2523e+00 +2.1496e+00 +1.9281e+00 +6.3745e-01 +4.0900e+00 -5.1574e+00
476779 +6.296535245e-01 +6.296535245e-01 -5.172803465e+02 -5.172803465e+02 -4.0873e+00 -3.6758e+00 -3.0140e+00 +3.5203e+00 -3.1998e+00 -4.3974e+00 +1.0502e+00 +3.3844e+00 +2.9148e+00 +3.5054e+00 +3.9253e+00 -3.4995e+00 -1.4918e+00 +7.7505e-02 +5.5988e+00 +2.5130e+00 +3.1057e+00 -9.2333e-01 -2.9081e-01 +1.6406e+00
778032 +3.954100617e-01 +3.954100617e-01 -5.175145899e+02 -5.175145899e+02 -5.1530e+00 -4.5137e+00 -2.5444e+00 -2.6797e+00 +2.4805e+00 -3.0338e+00 +1.3418e+00 -3.0608e+00 +4.0502e+00 +3.1280e+00 -2.9699e+00 +2.2758e+00 -3.6743e+00 -4.5726e+00 +2.9235e+00 -5.0766e+00 +4.3362e+00 +4.7791e+00 -5.7876e+00 -4.7889e+00
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.943750625e+01 +7.943750625e+01 +2.222750625e+01 +2.222750625e+01 +1.5993e+00 -2.9162e+00 +2.9502e+00 +3.1195e+00 +2.2833e+00 +1.7316e+00 -3.2652e+00 -9.3214e-01 +3.2799e-01 -2.8612e+00 -6.0892e-01 -3.4876e+00 +2.4077e+00 +2.4487e+00 +3.4758e+00 -9.3151e-01 -2.3716e+00 -3.6089e+00 +4.0955e-01 +3.9758e+00
13 +4.607602944e+01 +4.607602944e+01 -1.113397056e+01 -1.113397056e+01 -5.1410e-02 -1.9864e+00 +7.7278e-01 +2.9431e-01 +4.3962e+00 +2.1644e-01 -6.1697e-01 -1.0886e+00 -1.0915e+00 -5.1188e+00 +6.8786e-01 -8.3628e+00 +3.2855e+00 +1.9647e+00 +3.5391e+00 +4.3767e-01 -4.4263e+00 -2.6886e+00 +1.0402e+00 +9.9273e-01
105 +3.648591201e+01 +3.648591201e+01 -2.072408799e+01 -2.072408799e+01 +6.4757e+00 -2.1184e+00 -6.4424e+00 +4.0037e+00 +1.2994e+00 -2.4266e+00 -8.8638e+00 -1.2476e+00 -3.6625e+00 -2.5191e+00 +5.5473e+00 -2.2606e-01 +3.1368e+00 +2.4055e-01 +5.6974e+00 -1.8090e+00 -4.2411e+00 -3.8688e-01 -4.1077e+00 -4.4605e-02
1323 +2.505382878e+01 +2.505382878e+01 -3.215617122e+01 -3.215617122e+01 +2.6427e+00 -3.2120e+00 +6.1423e+00 +9.5659e-01 +6.6698e+00 -1.3449e+00 -5.7073e+00 +4.6128e+00 -1.9994e+00 +1.2393e-01 +1.9330e+00 -3.4563e+00 -2.6339e+00 +6.6502e+00 +5.1367e+00 +5.4721e+00 +2.3407e+00 -2.4325e+00 +1.9385e+00 -6.0122e+00
2628 +1.253767177e+01 +1.253767177e+01 -4.467232823e+01 -4.467232823e+01 -3.7610e-01 -3.9527e+00 -4.5122e+00 +4.4819e+00 +5.1576e+00 -4.0222e+00 -3.9089e+00 +1.6205e+00 -2.8566e+00 -3.2485e+00 -1.0524e+00 -2.3213e-01 -5.5326e+00 -1.5765e+00 +2.2902e-01 +2.2958e+00 +5.4993e+00 -2.8726e+00 +1.6660e-01 -6.0858e+00
2718 +9.357326690e+00 +9.357326690e+00 -4.785267331e+01 -4.785267331e+01 -9.9985e-02 -3.9159e+00 -4.3660e+00 +4.4673e+00 +5.2842e+00 -3.9859e+00 -3.8298e+00 +1.8370e+00 -2.7944e+00 -3.5211e+00 -1.1474e+00 -3.0578e-01 -5.8182e+00 -1.2390e+00 +1.2351e-01 +2.5542e+00 +5.4502e+00 -2.7414e+00 +1.8337e-01 -5.9488e+00
