  5 10:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  5 20:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  5 40:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  6  2:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  6  3:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  6  5:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  6 10:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  6 20:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  6 40:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  7  2:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  7  3:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  7  5:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  7 10:  2 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  7 20: 13 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  7 40: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  8  2:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  8  3:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  8  5:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  8 10:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  8 20:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  8 40:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  9  2:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  9  3:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  9  5:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1 
  9 10:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  9 20:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
  9 40:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 10  2:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 10  3:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 10  5:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 10 10:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 10 20:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 10 40: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 11  2:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 11  3:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 11  5:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 11 10:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 11 20:  1 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 11 40:  3 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 12  2:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 12  3:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 12  5:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 12 10:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 12 20:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 12 40:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 13  2:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 13  3:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 13  5:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 13 10:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 13 20:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 13 40: 15 |   7   7   8   8   7   7   7   7   8   8   8   8   7   7   8 
 14  2:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 14  3:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 14  5:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 14 10:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 14 20: 10 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 14 40: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 15  2:  0 |   3   0   0   0   0   0   0   0   1   0   0   0   0   0   0 
 15  3:  0 |   1   1   0   3   1   0   2   0   0   0   0   0   0   0   0 
 15  5: 14 |   0   0   0   0   0   0   0   0   1   0   0   0   0   1   0 
 15 10: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 15 20: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 15 40: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 16  2:  0 |   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0 
 16  3:  0 |   1   1   0   0   0   0   0   2   0   0   0   1   2   0   0 
 16  5: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 16 10: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 16 20: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 16 40: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 17  2:  0 |   1   0   0   0   0   0   0   0   0   0   0   0   0   2   0 
 17  3:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 17  5:  0 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 17 10:  3 |   0   0   0   2   0   0   1   0   0   2   1   0   1   1   0 
 17 20: 13 |   8   6   6   8   7   1   7   7   7   6   6   6   7   3   7 
 17 40: 15 |   8   7   6   8   6   7   6   7   7   8   7   8   8   7   7 
 18  2:  0 |   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0 
 18  3:  0 |   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0 
 18  5:  0 |   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0 
 18 10:  8 |   2   0   0   1   4   7   0   0   5   3   8   7   7   7   3 
 18 20: 15 |   4   4   2   7   4   5   1   3   3   3   3   3   5   4   4 
 18 40: 15 |   7   3   3   4   1   6   6   4   4   6   4   1   3   1   5 
 19  2:  3 |   0   0   0   0   0   0   1   0   0   0   0   0   0   1   0 
 19  3:  1 |   0   0   2   0   0   1   0   0   2   1   0   0   1   1   0 
 19  5: 15 |   3   1   1   0   2   0   3   0   0   1   0   1   1   0   0 
 19 10: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 19 20: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 19 40: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 20  2:  0 |   0   0   1   0   0   3   0   0   0   0   0   2   1   1   0 
 20  3:  0 |   1   0   0   0   1   0   4   0   1   0   0   0   0   0   1 
 20  5:  0 |   0   0   0   1   0   0   0   0   0   0   0   1   0   1   0 
 20 10:  0 |   0   0   0   1   0   0   0   0   0   0   0   0   1   1   0 
 20 20: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 20 40: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 21  2:  0 |   0   0   0   2   1   1   0   0   2   0   0   0   0   0   0 
 21  3:  0 |   0   0   0   1   1   0   0   0   1   0   0   0   1   0   0 
 21  5:  0 |   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 21 10:  0 |   3   1   1   0   0   1   0   0   0   0   0   0   0   0   0 
 21 20:  2 |   1   6   3  11   6   2   2   2   2   0   2   0   1   8   0 
 21 40:  6 |   0  17  15   6  18  22  11  22   1   1   0   0   0   0   0 
 22  2:  0 |   0   0   0   0   0   0   1   0   0   0   1   0   0   0   0 
 22  3:  0 |   1   0   0   0   0   2   0   1   0   0   0   0   0   1   1 
 22  5:  0 |   0   1   0   2   0   0   0   1   0   1   5   0   0   0   0 
 22 10: 11 |   3  32   3   2   0  16  20  22   9  19  11  15   0   0   4 
 22 20: 15 |  24  25  11  20  17  18  16  26   4   4   1  18  23  16  24 
 22 40: 15 |  24  12   7  18  15  14  22  19  22  19  18  18  14  22  20 
 23  2:  0 |   5  15   7   2   2   3   0   0   0  17   1  10   2  14   1 
 23  3:  0 |   3   1   5   0   4   5   2   2   0   0   3   0   3   0   0 
 23  5:  5 |   5   3   4   5   7   0   1   2   1   3   5   2   4   0   1 
 23 10: 15 |   1   0   0   0   0   0   0   0   0   0   0   0   2   1   2 
 23 20: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 23 40: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 24  2:  0 |   1  13   0   2  10  10  21   4  11   2   7  11   0   1   9 
 24  3:  8 |  18  18  20  18  10   1   6  21  18   5  21  17   1   7  21 
 24  5: 15 |   1   0   2   0   0   0   1   0   1   1   0   1   0   0   0 
 24 10: 15 |   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0 
 24 20: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
 24 40: 15 |   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
