% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
7832 +5.581945434e-01 +5.581945434e-01 +8.003819454e+01 +8.003819454e+01 +3.5307e-01 -1.2533e+00 -7.1511e-01 +1.5872e+00 -2.5425e+00 +9.0242e-02 -1.1711e-01 -3.3587e-02 -1.6504e+00 -2.8359e+00 -4.0118e+00 +1.8352e+00 +8.1357e-01 -2.6143e-01 +3.6146e+00 +2.8323e+00 -8.6518e-02 -3.9677e+00 +2.5618e+00 +1.3437e+00
8256 +3.883821980e-01 +3.883821980e-01 +7.986838220e+01 +7.986838220e+01 +1.9510e-02 -1.1571e+00 -4.8860e-01 +2.1135e+00 -2.6788e+00 +2.3322e-01 -2.3227e-03 +3.4825e-02 -1.7114e+00 -2.9026e+00 -3.8300e+00 +2.1115e+00 +1.2125e+00 -1.1457e-01 +3.5788e+00 +2.8879e+00 +6.9187e-02 -3.6586e+00 +2.3905e+00 +1.2547e+00
8725 +2.396102906e-01 +2.396102906e-01 +7.971961029e+01 +7.971961029e+01 -3.6780e-02 -1.1881e+00 -7.9566e-01 +1.7369e+00 -2.6078e+00 +3.4112e-01 -1.6581e-01 +1.1520e-01 -1.6745e+00 -3.1444e+00 -3.8331e+00 +2.0088e+00 +1.2602e+00 -4.5716e-02 +3.8501e+00 +2.9251e+00 -1.0038e-01 -3.8979e+00 +2.2575e+00 +1.3508e+00
9809 +1.324314603e-01 +1.324314603e-01 +7.961243146e+01 +7.961243146e+01 +1.5784e-01 -1.1486e+00 -5.1515e-01 +1.8853e+00 -2.6756e+00 +4.7277e-01 -5.3747e-02 +2.1834e-01 -1.7737e+00 -3.0477e+00 -3.8349e+00 +2.0443e+00 +1.0761e+00 -6.0548e-02 +3.7782e+00 +2.8766e+00 -3.9440e-02 -3.8815e+00 +2.2513e+00 +1.3054e+00
10509 +7.240553610e-02 +7.240553610e-02 +7.955240554e+01 +7.955240554e+01 +2.0364e-01 -1.1674e+00 -6.6171e-01 +1.7826e+00 -2.6044e+00 +4.2685e-01 -1.5236e-01 +1.5419e-01 -1.5658e+00 -2.9970e+00 -3.8673e+00 +2.0091e+00 +1.0219e+00 -8.4716e-02 +3.7645e+00 +2.9022e+00 -1.0873e-01 -3.8288e+00 +2.3679e+00 +1.3365e+00
11135 +6.075097591e-02 +6.075097591e-02 +7.954075098e+01 +7.954075098e+01 +2.5707e-01 -1.1662e+00 -7.5157e-01 +1.8807e+00 -2.6402e+00 +4.6101e-01 -1.6367e-02 +1.2915e-01 -1.5760e+00 -3.0320e+00 -3.8131e+00 +1.9821e+00 +1.1882e+00 -4.5658e-02 +3.7186e+00 +3.0033e+00 -9.9517e-02 -3.9023e+00 +2.4408e+00 +1.4295e+00
11434 +3.785293102e-02 +3.785293102e-02 +7.951785293e+01 +7.951785293e+01 +3.3038e-01 -1.1334e+00 -6.7334e-01 +1.9404e+00 -2.6501e+00 +4.6600e-01 -9.6077e-02 +1.7627e-01 -1.6898e+00 -3.0398e+00 -3.8149e+00 +1.9869e+00 +1.1588e+00 -6.4795e-02 +3.6296e+00 +2.9389e+00 -5.7262e-02 -3.9026e+00 +2.4325e+00 +1.3905e+00
12141 +2.270676910e-02 +2.270676910e-02 +7.950270677e+01 +7.950270677e+01 +2.1201e-01 -1.1855e+00 -7.1491e-01 +1.9342e+00 -2.6689e+00 +3.8204e-01 -1.0111e-01 +1.5884e-01 -1.6308e+00 -3.1003e+00 -3.8564e+00 +1.9591e+00 +1.1359e+00 -8.3871e-02 +3.6852e+00 +2.9078e+00 -1.0994e-01 -3.8792e+00 +2.3560e+00 +1.4100e+00
13008 +1.526239861e-02 +1.526239861e-02 +7.949526240e+01 +7.949526240e+01 +2.6098e-01 -1.1363e+00 -6.9561e-01 +1.9322e+00 -2.6625e+00 +4.0437e-01 -1.3749e-01 +7.4096e-02 -1.5821e+00 -3.0376e+00 -3.8348e+00 +1.9893e+00 +1.0577e+00 -1.0537e-01 +3.6199e+00 +2.9229e+00 -1.1450e-01 -3.9043e+00 +2.3956e+00 +1.3182e+00
14074 +8.985300866e-03 +8.985300866e-03 +7.948898530e+01 +7.948898530e+01 +2.9785e-01 -1.1532e+00 -7.4691e-01 +1.9552e+00 -2.6520e+00 +4.2741e-01 -1.0838e-01 +1.1749e-01 -1.6327e+00 -3.0311e+00 -3.8498e+00 +2.0024e+00 +1.0460e+00 -1.0548e-01 +3.6369e+00 +2.9150e+00 -9.8290e-02 -3.9018e+00 +2.3713e+00 +1.3760e+00
14814 +5.996947799e-03 +5.996947799e-03 +7.948599695e+01 +7.948599695e+01 +2.7771e-01 -1.1852e+00 -7.2583e-01 +1.9378e+00 -2.6549e+00 +4.5483e-01 -1.1474e-01 +8.7834e-02 -1.6251e+00 -3.0480e+00 -3.8290e+00 +2.0115e+00 +1.0876e+00 -1.0410e-01 +3.6435e+00 +2.9405e+00 -1.2700e-01 -3.9204e+00 +2.3743e+00 +1.3709e+00
15326 +3.652883539e-03 +3.652883539e-03 +7.948365288e+01 +7.948365288e+01 +2.6402e-01 -1.1705e+00 -7.4190e-01 +1.9197e+00 -2.6682e+00 +4.4135e-01 -1.3170e-01 +1.0132e-01 -1.6372e+00 -3.0582e+00 -3.8322e+00 +2.0048e+00 +1.1034e+00 -9.9501e-02 +3.6608e+00 +2.9081e+00 -1.1814e-01 -3.9380e+00 +2.3338e+00 +1.3582e+00
16001 +1.624072344e-03 +1.624072344e-03 +7.948162407e+01 +7.948162407e+01 +2.5947e-01 -1.1729e+00 -7.2530e-01 +1.9139e+00 -2.6711e+00 +4.3843e-01 -1.2030e-01 +1.1228e-01 -1.6271e+00 -3.0703e+00 -3.8425e+00 +2.0189e+00 +1.0778e+00 -8.9363e-02 +3.6499e+00 +2.9024e+00 -1.1850e-01 -3.9336e+00 +2.3537e+00 +1.3478e+00
16703 +1.292269601e-03 +1.292269601e-03 +7.948129227e+01 +7.948129227e+01 +2.6316e-01 -1.1562e+00 -7.1227e-01 +1.9268e+00 -2.6938e+00 +4.3050e-01 -1.0639e-01 +1.1779e-01 -1.6329e+00 -3.0576e+00 -3.8528e+00 +2.0045e+00 +1.0865e+00 -8.6477e-02 +3.6520e+00 +2.9009e+00 -1.1062e-01 -3.9177e+00 +2.3709e+00 +1.3636e+00
17290 +9.390265992e-04 +9.390265992e-04 +7.948093903e+01 +7.948093903e+01 +2.5106e-01 -1.1674e+00 -7.2564e-01 +1.9134e+00 -2.6782e+00 +4.4309e-01 -1.2316e-01 +1.1722e-01 -1.6197e+00 -3.0568e+00 -3.8557e+00 +2.0079e+00 +1.0891e+00 -8.1502e-02 +3.6428e+00 +2.9057e+00 -1.2384e-01 -3.9230e+00 +2.3603e+00 +1.3502e+00
18675 +6.265262037e-04 +6.265262037e-04 +7.948062653e+01 +7.948062653e+01 +2.6482e-01 -1.1643e+00 -7.2553e-01 +1.9320e+00 -2.6792e+00 +4.3028e-01 -1.1541e-01 +1.2883e-01 -1.6388e+00 -3.0460e+00 -3.8481e+00 +2.0173e+00 +1.0909e+00 -8.1397e-02 +3.6470e+00 +2.9131e+00 -1.2593e-01 -3.9355e+00 +2.3593e+00 +1.3521e+00
19160 +3.641737518e-04 +3.641737518e-04 +7.948036417e+01 +7.948036417e+01 +2.4822e-01 -1.1604e+00 -7.1924e-01 +1.9206e+00 -2.6788e+00 +4.4249e-01 -1.2043e-01 +1.1676e-01 -1.6302e+00 -3.0543e+00 -3.8527e+00 +2.0131e+00 +1.0917e+00 -9.2088e-02 +3.6417e+00 +2.9075e+00 -1.2129e-01 -3.9236e+00 +2.3673e+00 +1.3621e+00
19655 +2.025851409e-04 +2.025851409e-04 +7.948020259e+01 +7.948020259e+01 +2.5219e-01 -1.1605e+00 -7.2900e-01 +1.9228e+00 -2.6815e+00 +4.3512e-01 -1.1832e-01 +1.1793e-01 -1.6363e+00 -3.0583e+00 -3.8498e+00 +2.0138e+00 +1.0871e+00 -8.5163e-02 +3.6478e+00 +2.9088e+00 -1.2809e-01 -3.9265e+00 +2.3623e+00 +1.3648e+00
20210 +1.520024239e-04 +1.520024239e-04 +7.948015200e+01 +7.948015200e+01 +2.5294e-01 -1.1543e+00 -7.2221e-01 +1.9223e+00 -2.6787e+00 +4.3874e-01 -1.1159e-01 +1.1784e-01 -1.6434e+00 -3.0472e+00 -3.8549e+00 +2.0185e+00 +1.0850e+00 -8.5923e-02 +3.6454e+00 +2.9068e+00 -1.2546e-01 -3.9249e+00 +2.3605e+00 +1.3554e+00
20677 +7.248735562e-05 +7.248735562e-05 +7.948007249e+01 +7.948007249e+01 +2.5259e-01 -1.1584e+00 -7.2677e-01 +1.9270e+00 -2.6793e+00 +4.3606e-01 -1.1574e-01 +1.1957e-01 -1.6379e+00 -3.0523e+00 -3.8544e+00 +2.0145e+00 +1.0833e+00 -8.3772e-02 +3.6481e+00 +2.9118e+00 -1.2259e-01 -3.9253e+00 +2.3605e+00 +1.3597e+00
21907 +5.601869439e-05 +5.601869439e-05 +7.948005602e+01 +7.948005602e+01 +2.5326e-01 -1.1593e+00 -7.2192e-01 +1.9273e+00 -2.6787e+00 +4.3673e-01 -1.1652e-01 +1.1912e-01 -1.6385e+00 -3.0507e+00 -3.8550e+00 +2.0179e+00 +1.0852e+00 -8.6279e-02 +3.6493e+00 +2.9075e+00 -1.2454e-01 -3.9243e+00 +2.3643e+00 +1.3594e+00
22416 +3.863184355e-05 +3.863184355e-05 +7.948003863e+01 +7.948003863e+01 +2.5266e-01 -1.1593e+00 -7.2627e-01 +1.9269e+00 -2.6806e+00 +4.3940e-01 -1.2010e-01 +1.1927e-01 -1.6373e+00 -3.0536e+00 -3.8528e+00 +2.0133e+00 +1.0857e+00 -8.7309e-02 +3.6478e+00 +2.9088e+00 -1.2489e-01 -3.9277e+00 +2.3617e+00 +1.3587e+00
23111 +2.345787136e-05 +2.345787136e-05 +7.948002346e+01 +7.948002346e+01 +2.5111e-01 -1.1591e+00 -7.2474e-01 +1.9267e+00 -2.6790e+00 +4.3882e-01 -1.1936e-01 +1.2081e-01 -1.6368e+00 -3.0520e+00 -3.8537e+00 +2.0164e+00 +1.0858e+00 -8.6109e-02 +3.6471e+00 +2.9097e+00 -1.2447e-01 -3.9270e+00 +2.3620e+00 +1.3582e+00
23503 +1.286900739e-05 +1.286900739e-05 +7.948001287e+01 +7.948001287e+01 +2.5380e-01 -1.1579e+00 -7.2281e-01 +1.9273e+00 -2.6807e+00 +4.3940e-01 -1.1705e-01 +1.2064e-01 -1.6376e+00 -3.0512e+00 -3.8543e+00 +2.0168e+00 +1.0865e+00 -8.6342e-02 +3.6461e+00 +2.9081e+00 -1.2482e-01 -3.9266e+00 +2.3607e+00 +1.3588e+00
24259 +8.748917764e-06 +8.748917764e-06 +7.948000875e+01 +7.948000875e+01 +2.5259e-01 -1.1581e+00 -7.2354e-01 +1.9258e+00 -2.6796e+00 +4.3947e-01 -1.1683e-01 +1.2019e-01 -1.6365e+00 -3.0512e+00 -3.8524e+00 +2.0159e+00 +1.0859e+00 -8.5827e-02 +3.6462e+00 +2.9085e+00 -1.2527e-01 -3.9286e+00 +2.3621e+00 +1.3585e+00
25006 +4.884226570e-06 +4.884226570e-06 +7.948000488e+01 +7.948000488e+01 +2.5284e-01 -1.1569e+00 -7.2481e-01 +1.9264e+00 -2.6802e+00 +4.3923e-01 -1.1695e-01 +1.2043e-01 -1.6374e+00 -3.0521e+00 -3.8538e+00 +2.0152e+00 +1.0862e+00 -8.6222e-02 +3.6481e+00 +2.9089e+00 -1.2432e-01 -3.9274e+00 +2.3616e+00 +1.3582e+00
26111 +3.419725161e-06 +3.419725161e-06 +7.948000342e+01 +7.948000342e+01 +2.5252e-01 -1.1563e+00 -7.2439e-01 +1.9267e+00 -2.6800e+00 +4.3903e-01 -1.1685e-01 +1.2033e-01 -1.6368e+00 -3.0511e+00 -3.8536e+00 +2.0162e+00 +1.0862e+00 -8.5674e-02 +3.6476e+00 +2.9086e+00 -1.2469e-01 -3.9282e+00 +2.3617e+00 +1.3587e+00
27011 +1.792118653e-06 +1.792118653e-06 +7.948000179e+01 +7.948000179e+01 +2.5284e-01 -1.1569e+00 -7.2390e-01 +1.9259e+00 -2.6802e+00 +4.3941e-01 -1.1671e-01 +1.2024e-01 -1.6378e+00 -3.0513e+00 -3.8532e+00 +2.0161e+00 +1.0867e+00 -8.6214e-02 +3.6473e+00 +2.9085e+00 -1.2501e-01 -3.9280e+00 +2.3631e+00 +1.3588e+00
27311 +1.487867792e-06 +1.487867792e-06 +7.948000149e+01 +7.948000149e+01 +2.5269e-01 -1.1567e+00 -7.2393e-01 +1.9266e+00 -2.6804e+00 +4.3900e-01 -1.1710e-01 +1.2019e-01 -1.6375e+00 -3.0513e+00 -3.8534e+00 +2.0160e+00 +1.0862e+00 -8.6324e-02 +3.6472e+00 +2.9080e+00 -1.2442e-01 -3.9282e+00 +2.3620e+00 +1.3584e+00
28264 +6.966350554e-07 +6.966350554e-07 +7.948000070e+01 +7.948000070e+01 +2.5293e-01 -1.1568e+00 -7.2375e-01 +1.9261e+00 -2.6807e+00 +4.3898e-01 -1.1682e-01 +1.1992e-01 -1.6376e+00 -3.0515e+00 -3.8532e+00 +2.0161e+00 +1.0863e+00 -8.6505e-02 +3.6469e+00 +2.9086e+00 -1.2456e-01 -3.9278e+00 +2.3623e+00 +1.3584e+00
29451 +6.050489674e-07 +6.050489674e-07 +7.948000061e+01 +7.948000061e+01 +2.5300e-01 -1.1569e+00 -7.2365e-01 +1.9263e+00 -2.6807e+00 +4.3912e-01 -1.1704e-01 +1.2019e-01 -1.6375e+00 -3.0515e+00 -3.8535e+00 +2.0159e+00 +1.0860e+00 -8.6215e-02 +3.6472e+00 +2.9088e+00 -1.2477e-01 -3.9279e+00 +2.3624e+00 +1.3585e+00
30244 +3.898528291e-07 +3.898528291e-07 +7.948000039e+01 +7.948000039e+01 +2.5269e-01 -1.1570e+00 -7.2403e-01 +1.9265e+00 -2.6805e+00 +4.3904e-01 -1.1704e-01 +1.1998e-01 -1.6375e+00 -3.0513e+00 -3.8536e+00 +2.0159e+00 +1.0861e+00 -8.6167e-02 +3.6472e+00 +2.9088e+00 -1.2470e-01 -3.9280e+00 +2.3625e+00 +1.3585e+00
30593 +2.016959684e-07 +2.016959684e-07 +7.948000020e+01 +7.948000020e+01 +2.5273e-01 -1.1569e+00 -7.2395e-01 +1.9266e+00 -2.6808e+00 +4.3898e-01 -1.1672e-01 +1.2017e-01 -1.6376e+00 -3.0513e+00 -3.8538e+00 +2.0160e+00 +1.0863e+00 -8.6473e-02 +3.6472e+00 +2.9088e+00 -1.2490e-01 -3.9280e+00 +2.3624e+00 +1.3585e+00
31073 +1.442876822e-07 +1.442876822e-07 +7.948000014e+01 +7.948000014e+01 +2.5269e-01 -1.1570e+00 -7.2395e-01 +1.9264e+00 -2.6807e+00 +4.3926e-01 -1.1677e-01 +1.2007e-01 -1.6377e+00 -3.0514e+00 -3.8536e+00 +2.0161e+00 +1.0864e+00 -8.6407e-02 +3.6473e+00 +2.9088e+00 -1.2477e-01 -3.9280e+00 +2.3625e+00 +1.3585e+00
32070 +9.797030032e-08 +9.797030032e-08 +7.948000010e+01 +7.948000010e+01 +2.5272e-01 -1.1568e+00 -7.2398e-01 +1.9265e+00 -2.6807e+00 +4.3919e-01 -1.1685e-01 +1.1989e-01 -1.6375e+00 -3.0513e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6361e-02 +3.6472e+00 +2.9089e+00 -1.2485e-01 -3.9280e+00 +2.3624e+00 +1.3583e+00
32642 +2.712585001e-08 +2.712585001e-08 +7.948000003e+01 +7.948000003e+01 +2.5285e-01 -1.1568e+00 -7.2400e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1682e-01 +1.2002e-01 -1.6377e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6382e-02 +3.6472e+00 +2.9088e+00 -1.2477e-01 -3.9279e+00 +2.3624e+00 +1.3584e+00
33884 +1.385282644e-08 +1.385282644e-08 +7.948000001e+01 +7.948000001e+01 +2.5277e-01 -1.1568e+00 -7.2398e-01 +1.9264e+00 -2.6809e+00 +4.3915e-01 -1.1680e-01 +1.2001e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6417e-02 +3.6472e+00 +2.9088e+00 -1.2481e-01 -3.9279e+00 +2.3624e+00 +1.3584e+00
35854 +9.723606809e-09 +9.723606809e-09 +7.948000001e+01 +7.948000001e+01 +2.5280e-01 -1.1568e+00 -7.2398e-01 +1.9264e+00 -2.6808e+00 +4.3917e-01 -1.1678e-01 +1.2002e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6426e-02 +3.6472e+00 +2.9088e+00 -1.2483e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.049205738e+02 +2.049205738e+02 +5.994005738e+02 +5.994005738e+02 -1.8525e+00 -3.5939e+00 +2.1873e+00 +6.9714e-01 +3.9133e+00 -4.5019e+00 -9.2199e-02 -2.0955e+00 -1.2061e+00 +2.0566e+00 -3.7485e-01 +2.7811e+00 -9.3001e-02 +4.8012e+00 -5.6425e-01 -2.6049e+00 -6.1057e-01 -3.3671e+00 +4.1356e+00 -2.6596e+00
82 +1.175274472e+02 +1.175274472e+02 +5.120074472e+02 +5.120074472e+02 -4.3041e+00 -1.8130e+00 -3.7873e+00 +2.1550e+00 -1.8157e+00 +1.6654e+00 +2.4126e+00 -1.1744e+00 -2.7694e+00 -4.2432e+00 -4.2159e+00 -1.4089e-01 -1.5585e-03 +5.9555e-01 -3.1006e+00 +2.0025e+00 -1.0443e-01 -4.7193e+00 +2.8356e+00 +1.0530e+00
418 +7.993194936e+01 +7.993194936e+01 +4.744119494e+02 +4.744119494e+02 -2.7326e+00 -1.0017e+00 +5.9232e-01 +7.5677e-01 +2.7416e+00 -1.2068e+00 +2.8109e+00 -3.8270e+00 -1.3474e+00 -1.7177e+00 +5.8608e-01 -1.3042e-01 +1.0345e+00 +2.8008e+00 -1.8648e+00 +1.1963e+00 -4.1831e+00 -2.7442e+00 -4.1908e-01 -1.6560e+00
1353 +5.804445451e+01 +5.804445451e+01 +4.525244545e+02 +4.525244545e+02 -1.3823e+00 -1.5479e+00 -4.7078e+00 +4.1057e+00 +2.9733e+00 -3.0644e+00 +2.3677e+00 -3.6825e+00 -1.4768e+00 -2.3863e+00 -6.2336e-01 +2.5312e+00 +2.6556e+00 +4.3260e+00 -1.4416e+00 +4.0052e-01 -4.5363e-01 -1.7876e+00 -1.6317e+00 +3.3225e-01
2401 +3.548341654e+01 +3.548341654e+01 +4.299634165e+02 +4.299634165e+02 -2.0793e+00 -1.4938e+00 -1.4566e+00 +4.2282e+00 +1.9497e+00 -2.7328e+00 +2.8319e+00 -2.7297e+00 -7.0326e-01 -2.5675e+00 +1.4391e+00 +7.6337e-01 +2.5519e+00 +1.2248e+00 -1.3720e+00 +1.8055e+00 -1.6746e+00 -1.1336e+00 +3.2156e-01 +1.7830e+00
2709 +2.295598366e+01 +2.295598366e+01 +4.174359837e+02 +4.174359837e+02 -4.0612e+00 -2.6164e+00 -3.0642e+00 +4.2190e+00 -3.4913e-01 -9.1409e-01 +3.1785e+00 -3.7285e-01 -4.4694e-01 -2.8576e+00 +2.3788e+00 +6.4101e-01 +1.4176e+00 +2.2434e+00 -3.5588e+00 +6.5659e-01 -2.0453e+00 -3.4483e+00 +1.3651e+00 +2.1868e+00
3322 +1.519378773e+01 +1.519378773e+01 +4.096737877e+02 +4.096737877e+02 -3.4308e+00 -1.4932e+00 -4.0239e+00 +3.2111e+00 +1.7170e+00 -3.3536e+00 +1.9366e+00 +4.0888e-01 -3.6429e-01 -4.1006e+00 +7.0567e-01 +1.5609e+00 +5.7705e-01 +2.6465e+00 -2.6604e+00 +3.2358e+00 -1.4563e+00 -1.1909e+00 +5.9053e-01 +7.2893e-01
4335 +8.991102094e+00 +8.991102094e+00 +4.034711021e+02 +4.034711021e+02 -3.3140e+00 -3.8956e+00 -3.0297e+00 +2.6996e+00 +6.7758e-01 -2.7609e+00 +2.6441e+00 -5.2005e-01 -9.5622e-01 -4.2524e+00 +7.9187e-01 +1.6220e+00 +2.2394e-01 +3.6633e+00 -4.6462e+00 +3.3101e+00 -3.0831e+00 -1.0237e+00 +7.5703e-01 +1.3514e+00
