% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3607 +2.453531812e+02 +2.453531812e+02 +2.589931812e+02 +2.589931812e+02 -1.8420e+00 -6.0394e-01 +1.1643e+00 +7.8736e-01 -1.3327e-01 -1.3540e+00 -4.2523e-01 -1.9937e+00 -1.7271e+00 -7.0252e-01 +1.4135e+00 -1.6199e-01 +2.4309e+00 -6.9774e-01 +2.8898e+00 -1.1986e+00 -1.0735e+00 -9.0282e-01 -9.6729e-02 +1.8646e+00
9979 +1.553128375e+02 +1.553128375e+02 +1.689528375e+02 +1.689528375e+02 -8.8911e-01 +1.0053e+00 +1.4121e+00 +1.4530e+00 +2.6874e+00 -9.6986e-02 -8.1588e-01 -9.4057e-01 -1.4104e+00 -1.1564e+00 -1.4447e+00 +2.5175e-01 -3.7888e-01 -1.9283e+00 +3.3766e-01 -5.3042e-01 -7.8159e-01 -6.0361e-01 +2.2078e+00 +3.0786e-01
187202 +9.546039624e+01 +9.546039624e+01 +1.091003962e+02 +1.091003962e+02 -1.2186e+00 +9.4991e-01 +7.8106e-01 +9.9740e-01 +1.8298e+00 -1.1221e+00 -1.8978e+00 -1.0638e+00 -7.6060e-01 -1.0003e+00 -1.2700e+00 +1.1712e+00 +1.4889e+00 -1.1314e+00 +1.2047e+00 -6.4931e-01 -5.3053e-01 -9.4091e-01 +1.7266e+00 +7.3769e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.652784670e+02 +5.652784670e+02 +7.600784670e+02 +7.600784670e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
874 +2.606048747e+02 +2.606048747e+02 +4.554048747e+02 +4.554048747e+02 -1.5371e+00 +5.7070e-01 +1.9094e+00 -4.5234e-01 +1.5031e+00 -7.8372e-01 +2.4921e-01 +1.7105e+00 -5.7778e-01 -1.5613e+00 +1.4295e+00 +5.9122e-01 +6.7508e-01 +3.1522e-01 -4.6415e+00 +2.1176e+00 -7.4585e-02 -1.6830e+00 +3.6312e+00 +2.1728e+00
2829 +2.384881019e+02 +2.384881019e+02 +4.332881019e+02 +4.332881019e+02 -1.9316e+00 +1.5129e-01 +1.0429e+00 -2.7087e+00 +2.9352e+00 -1.8619e+00 +3.7711e-01 -7.0237e-02 -1.6557e+00 +7.8061e-01 -5.0907e-01 +1.7251e+00 +6.9671e-01 -5.5934e-01 -2.8340e+00 +2.4884e-01 -2.2457e-01 -3.8177e-01 +2.1087e+00 +2.7636e+00
11110 +1.320407829e+02 +1.320407829e+02 +3.268407829e+02 +3.268407829e+02 -1.1097e+00 +1.1268e+00 +1.7769e+00 -1.9972e+00 +2.6122e+00 -1.4692e+00 +7.8206e-01 +1.1493e+00 -2.2548e+00 -8.8310e-01 -8.8069e-01 +1.4635e+00 +1.6497e+00 -1.4968e+00 -1.3862e+00 +1.8552e+00 -1.5044e+00 -1.0386e+00 +1.7505e+00 +1.9414e+00
314756 +9.637200581e+01 +9.637200581e+01 +2.911720058e+02 +2.911720058e+02 -1.1469e+00 +9.8383e-01 +1.4519e+00 -1.7171e+00 +2.3771e+00 -1.3120e+00 +8.4998e-01 +1.0534e+00 -1.6050e+00 -8.2823e-01 -6.3448e-01 +2.1659e+00 +1.1946e+00 -8.5955e-01 -1.1107e+00 +1.3222e+00 -1.0855e+00 -9.0022e-01 +2.0208e+00 +9.9290e-01
1763793 +6.168805407e+01 +6.168805407e+01 +2.564880541e+02 +2.564880541e+02 -1.0451e+00 +1.2707e+00 +1.4586e+00 -9.9231e-01 +1.5104e+00 -1.4395e+00 +1.0217e+00 +1.1409e+00 -9.5256e-01 -7.7884e-01 -1.0751e+00 +1.3515e+00 +1.3940e+00 -8.6830e-01 -1.3885e+00 +1.1608e+00 -1.2889e+00 -9.9266e-01 +5.4292e-01 +1.1003e+00
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.210352175e+02 +7.210352175e+02 +5.874452175e+02 +5.874452175e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
24 +5.333335586e+02 +5.333335586e+02 +3.997435586e+02 +3.997435586e+02 -1.0293e+00 -3.5467e+00 +3.3950e+00 +3.9030e+00 +1.0799e+00 -4.7499e+00 +8.2327e-01 -5.0313e-01 -4.7182e+00 -8.4404e-01 +3.7274e+00 +1.4984e+00 +1.3684e+00 -2.2851e+00 -5.4363e-01 +1.6938e+00 -2.1551e+00 +1.3068e+00 +3.5323e+00 -1.2626e+00
798 +3.466007264e+02 +3.466007264e+02 +2.130107264e+02 +2.130107264e+02 -2.4171e+00 -8.9331e-01 -2.6343e+00 -5.2622e-01 -1.9475e+00 -3.4022e-01 +1.9099e+00 -3.8147e-01 -2.1914e+00 -2.6556e-01 -2.0600e+00 +2.5994e+00 -5.2723e-01 -2.4347e+00 -9.0241e-01 -3.8179e-01 +4.3309e-01 +1.8586e+00 +1.1710e+00 -1.6793e-01
3015 +2.301902339e+02 +2.301902339e+02 +9.660023394e+01 +9.660023394e+01 +7.0887e-02 -2.6426e-01 -2.1579e+00 -5.3721e-01 -9.9817e-01 +6.5883e-01 -2.3248e-01 +5.6324e-01 +1.2527e+00 +1.5181e-01 -5.7385e-01 +3.5960e-01 -2.2256e-01 +3.6012e-01 +5.1504e-01 -1.0540e+00 +2.0509e+00 -2.6039e-01 +6.3719e-01 +9.4697e-01
10536 +1.536520689e+02 +1.536520689e+02 +2.006206890e+01 +2.006206890e+01 +5.4536e-01 +4.2178e-01 -2.1661e+00 -9.1350e-01 -5.9970e-01 +1.2031e+00 +5.0877e-01 -3.3872e-01 +1.5258e+00 +1.3836e+00 -3.1149e-01 +4.3368e-01 -4.7645e-01 -2.4887e+00 +1.0639e+00 -1.4107e+00 +7.3019e-01 +2.5079e+00 +1.4206e+00 +9.8091e-01
96667 +9.829533927e+01 +9.829533927e+01 -3.529466073e+01 -3.529466073e+01 +8.0662e-01 +5.4551e-01 -5.8244e-01 -1.5859e+00 -1.9931e+00 +1.5616e+00 +7.6441e-01 -1.2310e+00 +9.6624e-01 +9.3676e-01 -5.9596e-01 +6.4256e-01 -8.5357e-01 -1.6995e+00 +1.6955e+00 -1.3999e+00 +1.1445e+00 +1.5996e+00 +1.1377e+00 +1.2560e+00
357743 +6.268277915e+01 +6.268277915e+01 -7.090722085e+01 -7.090722085e+01 +1.7424e+00 +1.1795e+00 -8.7304e-01 -1.4772e+00 -9.1666e-01 +1.7506e+00 +1.2662e+00 -1.1965e+00 +1.5805e+00 +9.7293e-01 -2.0291e+00 +1.3236e+00 -1.5701e+00 -1.1377e+00 +1.5045e+00 -1.5217e+00 +1.1929e+00 +7.6952e-01 +1.6165e+00 +8.8957e-01
% function evaluation | noise-free fitness - Fopt (1.543700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.740992544e+02 +9.740992544e+02 +1.128469254e+03 +1.128469254e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +6.012531598e+02 +6.012531598e+02 +7.556231598e+02 +7.556231598e+02 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
674 +3.816108357e+02 +3.816108357e+02 +5.359808357e+02 +5.359808357e+02 -2.6799e+00 -9.3661e-01 +1.2943e+00 +1.8745e+00 +1.3733e+00 +1.2682e+00 -9.9916e-01 -3.4133e-01 -1.2887e+00 -9.4584e-01 +1.2932e-01 -2.0217e+00 +2.6813e+00 -2.1408e+00 -1.9783e+00 +1.1994e+00 -6.6227e-01 +3.7281e-01 +7.0368e-02 -2.5688e+00
2835 +2.421881912e+02 +2.421881912e+02 +3.965581912e+02 +3.965581912e+02 +1.5888e+00 +2.1268e+00 -1.7995e+00 -1.0370e+00 +5.1257e-01 +7.1508e-01 +1.5632e+00 +1.8594e-01 -3.4942e-01 -5.9110e-01 -1.2907e+00 +2.0813e+00 +2.2458e-02 +3.8986e-01 +4.1962e-01 +1.7540e+00 +9.0859e-01 -5.8209e-01 -7.7262e-01 +1.5229e+00
7170 +1.533665945e+02 +1.533665945e+02 +3.077365945e+02 +3.077365945e+02 -1.7757e+00 -1.1505e+00 +2.0294e+00 +2.2404e+00 -1.4359e+00 -1.0761e+00 -5.8601e-01 -2.5032e-01 +5.8153e-01 -4.5159e-01 +7.5656e-01 -7.5828e-01 -1.5765e+00 -1.0012e+00 -1.4443e+00 -1.7102e+00 -1.5427e+00 +2.4883e+00 +9.7278e-01 -9.6583e-01
63332 +8.868909111e+01 +8.868909111e+01 +2.430590911e+02 +2.430590911e+02 +1.5186e+00 +1.4697e+00 -1.4101e+00 -1.1484e+00 +1.8617e+00 +1.3540e+00 +1.6650e+00 -1.4879e+00 -1.9483e+00 +1.4905e+00 -1.7235e+00 +6.9209e-01 +9.1906e-01 +7.9867e-01 +1.1193e+00 +1.3209e+00 +1.2474e+00 -4.6857e-01 -1.4239e+00 +1.9231e+00
% function evaluation | noise-free fitness - Fopt (-2.883300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.406957176e+02 +9.406957176e+02 +6.523657176e+02 +6.523657176e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
19 +5.519829490e+02 +5.519829490e+02 +2.636529490e+02 +2.636529490e+02 +2.4163e+00 -2.1962e+00 -3.1569e-01 -1.3604e+00 +4.6871e+00 -1.1555e+00 +6.0504e-02 +1.0997e+00 +2.0984e+00 -3.2891e+00 -2.1897e+00 +7.8516e-01 +2.5235e+00 -2.2236e+00 +1.0358e+00 -1.7625e+00 +4.2154e+00 +4.3564e+00 +2.0321e+00 +2.6101e+00
388 +3.980637161e+02 +3.980637161e+02 +1.097337161e+02 +1.097337161e+02 -4.2673e+00 +1.5518e+00 +3.8807e+00 -5.8206e-01 +3.1732e+00 +1.1067e+00 -4.9749e-01 +6.3485e-02 +1.8019e+00 +1.8867e+00 -1.7403e+00 -1.0828e+00 -8.4315e-01 -5.7510e-01 -2.2044e+00 +5.1390e-01 +4.5448e-02 +2.1181e+00 -2.5240e+00 +2.8188e+00
2876 +1.957358114e+02 +1.957358114e+02 -9.259418864e+01 -9.259418864e+01 -8.2876e-02 -1.2027e+00 +1.9206e+00 -1.1809e+00 +3.4619e+00 -1.9087e+00 -2.7316e+00 -1.5600e+00 -1.2701e+00 +1.8122e+00 -4.8629e-01 +1.9166e+00 +2.2658e+00 -1.7009e+00 -2.1757e+00 -5.4342e-01 +1.7277e+00 +1.7172e+00 -2.8426e+00 +3.6846e-01
6102 +1.560097793e+02 +1.560097793e+02 -1.323202207e+02 -1.323202207e+02 -1.7429e+00 -2.6126e+00 +1.0303e+00 -1.2462e+00 +1.6827e+00 -1.1772e+00 -1.3530e-01 -8.2285e-01 -1.3900e+00 +1.1657e+00 -8.3607e-01 +1.0264e+00 +1.9305e+00 -1.6721e+00 -9.3371e-01 -1.3198e+00 +1.6983e+00 +3.7660e-01 -1.2633e+00 +1.3097e+00
66940 +9.502813117e+01 +9.502813117e+01 -1.933018688e+02 -1.933018688e+02 +1.0070e+00 +1.7628e+00 -1.6263e+00 +4.5721e-01 -9.7523e-01 +1.9377e+00 +1.3062e+00 +1.3490e+00 +9.9382e-01 -1.6856e+00 +1.3233e+00 -9.6296e-01 -1.2104e+00 +1.2982e+00 +1.0394e+00 +5.2525e-01 -2.4085e+00 -7.1846e-01 +1.3212e+00 -2.3294e+00
454618 +5.594404759e+01 +5.594404759e+01 -2.323859524e+02 -2.323859524e+02 +6.1875e-01 +1.4477e+00 -1.2792e+00 +1.2567e+00 -1.5396e+00 +1.0108e+00 +8.6738e-01 +1.1590e+00 +1.3121e+00 -2.4188e-01 +7.4386e-01 -6.6853e-01 -1.4077e+00 +1.0397e+00 +1.8115e+00 +1.5414e+00 -1.5240e+00 -1.5798e+00 +2.0415e+00 -8.0315e-01
% function evaluation | noise-free fitness - Fopt (-5.381100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.346400184e+02 +9.346400184e+02 +3.965300184e+02 +3.965300184e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +6.084646277e+02 +6.084646277e+02 +7.035462773e+01 +7.035462773e+01 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
565 +3.897161269e+02 +3.897161269e+02 -1.483938731e+02 -1.483938731e+02 +1.6030e+00 +1.4244e+00 +7.1007e-01 +1.0152e+00 +1.6817e+00 -3.3484e-01 +3.9085e-02 -7.6244e-01 -2.8339e+00 +3.4549e-01 +3.7584e+00 -3.3874e-01 -9.4464e-01 +2.8499e+00 -9.2525e-01 +4.6814e-01 -1.2094e+00 -2.3518e+00 +6.2421e-01 -2.7575e+00
2670 +2.486848446e+02 +2.486848446e+02 -2.894251554e+02 -2.894251554e+02 -6.2930e-01 -3.2255e-01 -2.7579e+00 -1.0917e+00 -7.1756e-01 +3.6236e-01 -1.4426e-01 -2.0028e+00 +5.4873e-02 +1.5290e+00 -2.8318e+00 -1.8178e+00 +5.7123e-01 -1.6645e+00 -9.6019e-02 -5.5123e-02 +1.5566e+00 -2.1089e+00 +2.4157e+00 +2.7877e+00
8083 +1.523036936e+02 +1.523036936e+02 -3.858063064e+02 -3.858063064e+02 -9.6644e-01 -2.1856e+00 -6.8106e-01 -5.6079e-01 -6.3211e-01 -1.8378e+00 +7.5614e-01 +7.9483e-01 +2.1069e+00 +4.1509e-01 -5.1335e-01 -1.2139e+00 -1.9323e+00 -1.0729e+00 +1.9543e+00 -1.5276e+00 +1.1509e+00 -9.4131e-01 +1.1965e+00 +1.5058e+00
113197 +9.740914045e+01 +9.740914045e+01 -4.407008596e+02 -4.407008596e+02 -3.9884e-01 -1.1263e+00 -8.8258e-01 -1.2155e+00 -1.4410e+00 -1.0602e+00 +8.8309e-01 +1.7521e+00 +1.1431e+00 +1.4704e+00 -1.0956e+00 -1.1531e+00 -2.1598e+00 -7.6943e-01 +1.0673e+00 -9.0564e-01 +1.7198e+00 -1.2803e+00 +1.4491e+00 +6.7350e-01
% function evaluation | noise-free fitness - Fopt (7.478200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.079585463e+02 +9.079585463e+02 +1.655778546e+03 +1.655778546e+03 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
21 +4.851382882e+02 +4.851382882e+02 +1.232958288e+03 +1.232958288e+03 -4.6894e+00 +5.7507e-01 -4.3295e+00 -1.0337e+00 +2.8560e+00 +3.0844e+00 -1.9383e+00 -1.2901e+00 -2.3220e+00 +3.6558e+00 -1.3100e+00 +3.4611e+00 +2.4530e+00 -3.6081e+00 +8.6987e-01 -2.1065e+00 +3.4823e+00 -4.8066e-01 -3.1637e+00 +2.6912e+00
834 +3.542787431e+02 +3.542787431e+02 +1.102098743e+03 +1.102098743e+03 +4.5719e-01 -3.0899e+00 -2.8329e+00 -3.2602e+00 +3.5473e+00 -1.0457e+00 +3.5584e-01 -9.7551e-01 -1.5592e+00 +1.5145e+00 +1.7466e+00 -1.6094e+00 +1.3753e+00 +1.5065e+00 +2.9557e+00 -2.6113e+00 -1.4604e-01 -7.0424e-01 +3.3957e-02 -2.3220e+00
2837 +2.217244947e+02 +2.217244947e+02 +9.695444947e+02 +9.695444947e+02 -5.9372e-01 -3.7982e-01 -6.4323e-01 -4.6095e-01 +1.2205e+00 +2.7292e+00 +9.3902e-01 -8.7792e-01 -1.4050e+00 +1.3879e+00 -1.6744e-01 +1.7520e+00 +2.4006e+00 -5.4323e-01 +1.0709e+00 -8.2473e-01 -6.2543e-01 -8.0041e-01 -1.4995e+00 +1.8223e-01
11735 +1.445979414e+02 +1.445979414e+02 +8.924179414e+02 +8.924179414e+02 -1.0625e+00 -6.1176e-01 -1.0627e+00 -2.0836e+00 +5.0370e-01 +1.7874e+00 +1.2006e+00 -1.4044e+00 -1.1280e+00 +1.6214e+00 -6.4146e-01 +8.5091e-01 +2.0271e+00 -1.5359e+00 +1.0060e+00 -1.6067e+00 -6.7921e-01 -1.7067e+00 -9.5588e-01 -1.1220e+00
252646 +8.888692769e+01 +8.888692769e+01 +8.367069277e+02 +8.367069277e+02 -1.2190e+00 -5.6755e-01 -1.4799e+00 -1.3649e+00 +1.0373e+00 +2.0051e+00 +1.3192e+00 -9.7273e-01 -9.3727e-01 +1.5969e+00 -1.0412e+00 +1.3245e+00 +1.3089e+00 -1.5240e+00 +1.1497e+00 -1.2282e+00 -1.4570e+00 -1.4324e+00 -1.1367e+00 -1.0410e+00
% function evaluation | noise-free fitness - Fopt (1.667000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.608502020e+02 +7.608502020e+02 +7.775202020e+02 +7.775202020e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
18 +5.476869329e+02 +5.476869329e+02 +5.643569329e+02 +5.643569329e+02 -6.5415e-01 +2.6166e+00 -1.2572e+00 -4.4397e+00 +2.5173e+00 -1.6919e+00 -1.3966e+00 -7.2562e-03 +2.9167e+00 -2.4909e+00 +4.2713e+00 +3.6787e-02 -4.4779e+00 +1.8873e-02 +2.1791e+00 +3.6990e+00 -4.5034e+00 -3.4322e+00 +3.2502e+00 +1.8112e+00
