% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
6113 +2.819261106e+06 +2.819261106e+06 +2.818639996e+06 +2.818639996e+06 -8.1858e-01 +3.9989e+00 +1.5227e-01 -2.9474e+00 -1.3397e+00 -1.7285e+00 +2.5860e+00 -3.9682e-01 +1.0079e+00 +1.7607e-01 +7.8378e-01 +3.3053e+00 +3.5525e+00 +1.5998e+00 +1.7397e+00 -2.6355e+00 -3.7750e-01 +2.7288e+00 +1.5270e+00 -6.9383e-01
7870 +1.442977036e+06 +1.442977036e+06 +1.442355926e+06 +1.442355926e+06 -1.0587e+00 +4.3975e+00 +1.0908e-01 -4.1002e+00 -8.0326e-01 -2.5049e+00 +8.5869e-01 -6.3238e-01 +1.0056e+00 -3.3176e-01 +9.2365e-01 +2.8369e+00 +3.7646e+00 +1.6288e+00 +2.6519e+00 -1.8851e+00 +8.4997e-01 +2.4780e+00 +1.0224e+00 -1.4556e-01
8320 +9.961396880e+05 +9.961396880e+05 +9.955185780e+05 +9.955185780e+05 -1.1100e+00 +4.1799e+00 +4.5145e-01 -3.5711e+00 -8.2720e-01 -1.6759e+00 +1.7102e+00 -4.9924e-01 +1.0540e+00 -3.8511e-02 +7.6977e-01 +3.1775e+00 +3.9256e+00 +1.2436e+00 +2.1852e+00 -2.1072e+00 +1.1712e+00 +2.5845e+00 +9.3024e-01 -3.7334e-01
10284 +5.249913170e+05 +5.249913170e+05 +5.243702070e+05 +5.243702070e+05 -1.0945e+00 +4.2504e+00 -2.5347e-01 -4.1564e+00 -6.9034e-02 -2.1156e+00 +1.0282e+00 -8.7545e-01 +1.1316e+00 -3.3330e-01 +1.1855e+00 +2.8489e+00 +3.7306e+00 +1.3353e+00 +2.8301e+00 -2.1383e+00 +1.4634e+00 +1.7004e+00 +1.8715e-02 -5.4622e-01
10605 +2.781291189e+05 +2.781291189e+05 +2.775080089e+05 +2.775080089e+05 -1.1776e+00 +4.2369e+00 +5.4893e-02 -4.0244e+00 -3.8343e-01 -1.9529e+00 +1.0411e+00 -9.2524e-01 +1.1041e+00 -1.4449e-01 +9.0962e-01 +2.6478e+00 +3.7641e+00 +1.5760e+00 +2.7607e+00 -1.9641e+00 +1.4991e+00 +2.0535e+00 +6.2734e-02 -2.4209e-01
11410 +2.451151670e+05 +2.451151670e+05 +2.444940570e+05 +2.444940570e+05 -6.0112e-01 +4.1154e+00 +4.6245e-01 -3.3982e+00 -6.9639e-01 -1.7818e+00 +1.8910e+00 -7.3550e-01 +1.0756e+00 -2.5147e-01 +1.0870e+00 +2.7748e+00 +3.7393e+00 +1.6680e+00 +1.9046e+00 -2.2553e+00 +7.7270e-01 +2.3285e+00 +1.0644e+00 -2.6654e-01
11871 +1.546771634e+05 +1.546771634e+05 +1.540560534e+05 +1.540560534e+05 -7.9316e-01 +4.0893e+00 +3.0778e-01 -3.5662e+00 -5.3017e-01 -2.0076e+00 +1.4775e+00 -6.9656e-01 +1.0981e+00 -1.2662e-01 +1.0511e+00 +2.6804e+00 +3.9577e+00 +1.3654e+00 +2.3413e+00 -1.9877e+00 +9.3450e-01 +2.1813e+00 +6.4296e-01 -2.6527e-01
13614 +5.857979785e+04 +5.857979785e+04 +5.795868785e+04 +5.795868785e+04 -5.6043e-01 +4.0114e+00 +3.2509e-01 -3.3221e+00 -7.1581e-01 -2.0767e+00 +1.6283e+00 -7.6938e-01 +1.0719e+00 -2.8005e-01 +8.8377e-01 +2.8185e+00 +3.7740e+00 +1.5485e+00 +2.3100e+00 -2.0860e+00 +9.9040e-01 +2.3787e+00 +8.9072e-01 -2.5565e-01
14214 +3.121129504e+04 +3.121129504e+04 +3.059018504e+04 +3.059018504e+04 -6.0931e-01 +4.0097e+00 +3.9875e-01 -3.4784e+00 -6.7389e-01 -2.0683e+00 +1.6726e+00 -7.5598e-01 +1.0373e+00 -2.8272e-01 +8.7749e-01 +2.8262e+00 +3.6759e+00 +1.4822e+00 +2.2529e+00 -2.1228e+00 +9.2807e-01 +2.2065e+00 +8.4422e-01 -1.9012e-01
15799 +2.464808756e+04 +2.464808756e+04 +2.402697756e+04 +2.402697756e+04 -6.4447e-01 +4.0420e+00 +4.1466e-01 -3.3389e+00 -6.6033e-01 -2.0397e+00 +1.6884e+00 -7.3166e-01 +9.7288e-01 -3.7570e-01 +9.3500e-01 +2.8522e+00 +3.7084e+00 +1.5915e+00 +2.2046e+00 -2.0393e+00 +9.6471e-01 +2.2688e+00 +8.9536e-01 -2.4007e-01
16611 +1.248733819e+04 +1.248733819e+04 +1.186622819e+04 +1.186622819e+04 -7.1426e-01 +4.0800e+00 +3.7233e-01 -3.4740e+00 -6.3844e-01 -2.0160e+00 +1.6672e+00 -7.3978e-01 +1.0963e+00 -3.7831e-01 +9.1883e-01 +2.8009e+00 +3.7444e+00 +1.5208e+00 +2.3518e+00 -2.0641e+00 +1.0073e+00 +2.2235e+00 +7.8322e-01 -2.0365e-01
17785 +9.638915160e+03 +9.638915160e+03 +9.017805160e+03 +9.017805160e+03 -3.8329e-01 +4.0691e+00 +5.1821e-01 -3.1176e+00 -8.2565e-01 -1.9436e+00 +1.9428e+00 -7.1429e-01 +9.7379e-01 -3.9891e-01 +8.8380e-01 +2.9031e+00 +3.6593e+00 +1.6616e+00 +2.1020e+00 -2.1101e+00 +8.0513e-01 +2.4217e+00 +1.1587e+00 -2.9786e-01
18360 +5.837204569e+03 +5.837204569e+03 +5.216094569e+03 +5.216094569e+03 -5.5609e-01 +4.0662e+00 +4.2497e-01 -3.3130e+00 -7.4297e-01 -1.9888e+00 +1.8173e+00 -7.4097e-01 +9.8514e-01 -3.6119e-01 +9.0546e-01 +2.8153e+00 +3.7090e+00 +1.5104e+00 +2.1895e+00 -2.0317e+00 +9.0459e-01 +2.3168e+00 +9.3983e-01 -2.9058e-01
18824 +3.876016414e+03 +3.876016414e+03 +3.254906414e+03 +3.254906414e+03 -5.1372e-01 +4.0868e+00 +4.4259e-01 -3.2877e+00 -7.2998e-01 -2.0073e+00 +1.8623e+00 -7.1306e-01 +1.0034e+00 -3.6833e-01 +8.9272e-01 +2.8360e+00 +3.6850e+00 +1.5952e+00 +2.1974e+00 -2.0628e+00 +8.6703e-01 +2.3302e+00 +9.8753e-01 -2.5942e-01
19924 +2.307947409e+03 +2.307947409e+03 +1.686837409e+03 +1.686837409e+03 -4.8021e-01 +4.0718e+00 +4.8744e-01 -3.2182e+00 -7.8068e-01 -1.9790e+00 +1.8955e+00 -7.0574e-01 +9.9820e-01 -4.0928e-01 +9.0568e-01 +2.8293e+00 +3.6560e+00 +1.5892e+00 +2.1472e+00 -2.0598e+00 +8.2730e-01 +2.3650e+00 +1.0476e+00 -2.9009e-01
20607 +1.566115274e+03 +1.566115274e+03 +9.450052741e+02 +9.450052741e+02 -5.0823e-01 +4.0534e+00 +4.5883e-01 -3.2511e+00 -7.6453e-01 -1.9954e+00 +1.8542e+00 -7.1620e-01 +1.0024e+00 -3.9512e-01 +8.8479e-01 +2.8378e+00 +3.6874e+00 +1.5865e+00 +2.1753e+00 -2.0732e+00 +8.4957e-01 +2.3441e+00 +9.9783e-01 -2.7463e-01
21859 +8.979252704e+02 +8.979252704e+02 +2.768152704e+02 +2.768152704e+02 -7.3556e-01 +4.0305e+00 +2.8586e-01 -3.5672e+00 -5.9565e-01 -2.0533e+00 +1.5953e+00 -7.4330e-01 +1.0652e+00 -3.3564e-01 +9.1203e-01 +2.7780e+00 +3.7291e+00 +1.4828e+00 +2.3770e+00 -2.0289e+00 +1.0342e+00 +2.1724e+00 +6.4078e-01 -2.2233e-01
22228 +6.254414396e+02 +6.254414396e+02 +4.331439550e+00 +4.331439550e+00 -5.2475e-01 +4.0641e+00 +4.3885e-01 -3.2722e+00 -7.6567e-01 -1.9803e+00 +1.8484e+00 -7.2873e-01 +1.0001e+00 -4.0137e-01 +9.1025e-01 +2.8330e+00 +3.6853e+00 +1.5773e+00 +2.1800e+00 -2.0703e+00 +8.6698e-01 +2.3441e+00 +9.8162e-01 -2.7578e-01
23177 +3.651116380e+02 +3.651116380e+02 -2.559983620e+02 -2.559983620e+02 -5.4339e-01 +4.0611e+00 +4.2406e-01 -3.2929e+00 -7.4081e-01 -1.9909e+00 +1.8255e+00 -7.2743e-01 +1.0013e+00 -3.9146e-01 +9.0493e-01 +2.8197e+00 +3.6984e+00 +1.5635e+00 +2.2067e+00 -2.0610e+00 +8.7184e-01 +2.3295e+00 +9.5606e-01 -2.7039e-01
24109 +2.480116161e+02 +2.480116161e+02 -3.730983839e+02 -3.730983839e+02 -5.3846e-01 +4.0646e+00 +4.3515e-01 -3.2813e+00 -7.5171e-01 -1.9895e+00 +1.8425e+00 -7.3006e-01 +1.0068e+00 -3.8571e-01 +9.0554e-01 +2.8229e+00 +3.6886e+00 +1.5668e+00 +2.1997e+00 -2.0663e+00 +8.6457e-01 +2.3421e+00 +9.7217e-01 -2.7093e-01
24958 +1.376504019e+02 +1.376504019e+02 -4.834595981e+02 -4.834595981e+02 -6.0037e-01 +4.0512e+00 +3.8287e-01 -3.3896e+00 -6.9645e-01 -2.0137e+00 +1.7649e+00 -7.2900e-01 +1.0235e+00 -3.7632e-01 +9.0651e-01 +2.8082e+00 +3.7009e+00 +1.5382e+00 +2.2633e+00 -2.0558e+00 +9.2128e-01 +2.2854e+00 +8.6200e-01 -2.5711e-01
25665 +9.136576387e+01 +9.136576387e+01 -5.297442361e+02 -5.297442361e+02 -6.8112e-01 +4.0344e+00 +3.2587e-01 -3.5007e+00 -6.2958e-01 -2.0339e+00 +1.6633e+00 -7.2949e-01 +1.0531e+00 -3.5207e-01 +9.0494e-01 +2.7938e+00 +3.7196e+00 +1.5033e+00 +2.3340e+00 -2.0477e+00 +9.8224e-01 +2.2208e+00 +7.4386e-01 -2.4106e-01
26037 +6.124725177e+01 +6.124725177e+01 -5.598627482e+02 -5.598627482e+02 -6.7008e-01 +4.0316e+00 +3.3407e-01 -3.4794e+00 -6.4396e-01 -2.0274e+00 +1.6793e+00 -7.3243e-01 +1.0477e+00 -3.5973e-01 +9.0613e-01 +2.7964e+00 +3.7221e+00 +1.5079e+00 +2.3188e+00 -2.0439e+00 +9.7509e-01 +2.2318e+00 +7.5935e-01 -2.4649e-01
27196 +3.533774760e+01 +3.533774760e+01 -5.857722524e+02 -5.857722524e+02 -6.4393e-01 +4.0402e+00 +3.5571e-01 -3.4411e+00 -6.6680e-01 -2.0225e+00 +1.7125e+00 -7.3348e-01 +1.0373e+00 -3.6437e-01 +9.0670e-01 +2.8019e+00 +3.7162e+00 +1.5184e+00 +2.2996e+00 -2.0485e+00 +9.5128e-01 +2.2518e+00 +8.0507e-01 -2.5274e-01
28035 +2.491707757e+01 +2.491707757e+01 -5.961929224e+02 -5.961929224e+02 -7.2656e-01 +4.0266e+00 +2.9377e-01 -3.5622e+00 -5.9878e-01 -2.0444e+00 +1.6070e+00 -7.3548e-01 +1.0723e+00 -3.4544e-01 +9.0459e-01 +2.7826e+00 +3.7315e+00 +1.4832e+00 +2.3778e+00 -2.0402e+00 +1.0198e+00 +2.1832e+00 +6.7276e-01 -2.2887e-01
28784 +1.575814199e+01 +1.575814199e+01 -6.053518580e+02 -6.053518580e+02 -6.0798e-01 +4.0444e+00 +3.8389e-01 -3.3895e+00 -6.9324e-01 -2.0119e+00 +1.7592e+00 -7.3189e-01 +1.0246e+00 -3.7646e-01 +9.0583e-01 +2.8090e+00 +3.7074e+00 +1.5356e+00 +2.2647e+00 -2.0524e+00 +9.2270e-01 +2.2835e+00 +8.6195e-01 -2.5874e-01
29851 +9.910303407e+00 +9.910303407e+00 -6.111996966e+02 -6.111996966e+02 -6.6484e-01 +4.0346e+00 +3.4110e-01 -3.4717e+00 -6.4626e-01 -2.0285e+00 +1.6883e+00 -7.3320e-01 +1.0466e+00 -3.6028e-01 +9.0744e-01 +2.7956e+00 +3.7187e+00 +1.5088e+00 +2.3188e+00 -2.0448e+00 +9.7128e-01 +2.2351e+00 +7.7107e-01 -2.4546e-01
30434 +4.855753478e+00 +4.855753478e+00 -6.162542465e+02 -6.162542465e+02 -6.8379e-01 +4.0306e+00 +3.2495e-01 -3.5016e+00 -6.3039e-01 -2.0331e+00 +1.6616e+00 -7.3377e-01 +1.0538e+00 -3.5458e-01 +9.0699e-01 +2.7912e+00 +3.7235e+00 +1.5005e+00 +2.3380e+00 -2.0442e+00 +9.8700e-01 +2.2183e+00 +7.3894e-01 -2.3997e-01
30440 +3.959470806e+00 +3.959470806e+00 -6.171505292e+02 -6.171505292e+02 -6.5585e-01 +4.0357e+00 +3.4676e-01 -3.4578e+00 -6.5545e-01 -2.0248e+00 +1.7014e+00 -7.3270e-01 +1.0431e+00 -3.6294e-01 +9.0759e-01 +2.7977e+00 +3.7166e+00 +1.5145e+00 +2.3090e+00 -2.0462e+00 +9.6146e-01 +2.2428e+00 +7.8626e-01 -2.4815e-01
32494 +2.233266473e+00 +2.233266473e+00 -6.188767335e+02 -6.188767335e+02 -6.3572e-01 +4.0396e+00 +3.6251e-01 -3.4291e+00 -6.7160e-01 -2.0192e+00 +1.7269e+00 -7.3222e-01 +1.0352e+00 -3.6798e-01 +9.0674e-01 +2.8021e+00 +3.7123e+00 +1.5237e+00 +2.2905e+00 -2.0495e+00 +9.4486e-01 +2.2593e+00 +8.1819e-01 -2.5246e-01
33624 +1.581648850e+00 +1.581648850e+00 -6.195283511e+02 -6.195283511e+02 -6.7723e-01 +4.0321e+00 +3.3094e-01 -3.4896e+00 -6.3742e-01 -2.0307e+00 +1.6733e+00 -7.3345e-01 +1.0510e+00 -3.5733e-01 +9.0699e-01 +2.7930e+00 +3.7213e+00 +1.5048e+00 +2.3296e+00 -2.0441e+00 +9.7965e-01 +2.2258e+00 +7.5245e-01 -2.4192e-01
34560 +9.012049227e-01 +9.012049227e-01 -6.202087951e+02 -6.202087951e+02 -6.9550e-01 +4.0291e+00 +3.1659e-01 -3.5179e+00 -6.2209e-01 -2.0363e+00 +1.6486e+00 -7.3399e-01 +1.0583e+00 -3.5242e-01 +9.0709e-01 +2.7887e+00 +3.7259e+00 +1.4963e+00 +2.3483e+00 -2.0421e+00 +9.9547e-01 +2.2097e+00 +7.2132e-01 -2.3700e-01
36569 +5.834142633e-01 +5.834142633e-01 -6.205265857e+02 -6.205265857e+02 -7.0047e-01 +4.0283e+00 +3.1290e-01 -3.5246e+00 -6.1790e-01 -2.0376e+00 +1.6424e+00 -7.3424e-01 +1.0601e+00 -3.5105e-01 +9.0711e-01 +2.7875e+00 +3.7269e+00 +1.4942e+00 +2.3524e+00 -2.0418e+00 +9.9950e-01 +2.2058e+00 +7.1386e-01 -2.3616e-01
39009 +3.886807670e-01 +3.886807670e-01 -6.207213192e+02 -6.207213192e+02 -7.0120e-01 +4.0281e+00 +3.1242e-01 -3.5256e+00 -6.1729e-01 -2.0377e+00 +1.6413e+00 -7.3426e-01 +1.0604e+00 -3.5105e-01 +9.0696e-01 +2.7873e+00 +3.7271e+00 +1.4939e+00 +2.3534e+00 -2.0418e+00 +1.0000e+00 +2.2053e+00 +7.1281e-01 -2.3575e-01
47026 +2.484809728e-01 +2.484809728e-01 -6.208615190e+02 -6.208615190e+02 -7.3778e-01 +4.0216e+00 +2.8474e-01 -3.5792e+00 -5.8765e-01 -2.0481e+00 +1.5926e+00 -7.3454e-01 +1.0758e+00 -3.4165e-01 +9.0735e-01 +2.7797e+00 +3.7350e+00 +1.4779e+00 +2.3883e+00 -2.0385e+00 +1.0307e+00 +2.1752e+00 +6.5425e-01 -2.2597e-01
55435 +1.579615121e-01 +1.579615121e-01 -6.209520385e+02 -6.209520385e+02 -7.7063e-01 +4.0158e+00 +2.5994e-01 -3.6273e+00 -5.6149e-01 -2.0573e+00 +1.5483e+00 -7.3458e-01 +1.0902e+00 -3.3328e-01 +9.0788e-01 +2.7735e+00 +3.7422e+00 +1.4638e+00 +2.4195e+00 -2.0360e+00 +1.0583e+00 +2.1486e+00 +6.0199e-01 -2.1710e-01
65184 +9.960414637e-02 +9.960414637e-02 -6.210103959e+02 -6.210103959e+02 -7.9436e-01 +4.0116e+00 +2.4223e-01 -3.6617e+00 -5.4281e-01 -2.0639e+00 +1.5162e+00 -7.3443e-01 +1.1010e+00 -3.2731e-01 +9.0839e-01 +2.7692e+00 +3.7473e+00 +1.4538e+00 +2.4417e+00 -2.0346e+00 +1.0781e+00 +2.1294e+00 +5.6454e-01 -2.1059e-01
70627 +6.173309977e-02 +6.173309977e-02 -6.210482669e+02 -6.210482669e+02 -8.1439e-01 +4.0079e+00 +2.2729e-01 -3.6906e+00 -5.2726e-01 -2.0694e+00 +1.4889e+00 -7.3430e-01 +1.1104e+00 -3.2233e-01 +9.0895e-01 +2.7657e+00 +3.7516e+00 +1.4456e+00 +2.4604e+00 -2.0335e+00 +1.0947e+00 +2.1135e+00 +5.3314e-01 -2.0508e-01
76452 +3.863334998e-02 +3.863334998e-02 -6.210713667e+02 -6.210713667e+02 -8.3171e-01 +4.0046e+00 +2.1447e-01 -3.7155e+00 -5.1398e-01 -2.0741e+00 +1.4653e+00 -7.3411e-01 +1.1185e+00 -3.1809e-01 +9.0948e-01 +2.7628e+00 +3.7553e+00 +1.4384e+00 +2.4764e+00 -2.0327e+00 +1.1091e+00 +2.0998e+00 +5.0606e-01 -2.0029e-01
82478 +2.493166753e-02 +2.493166753e-02 -6.210850683e+02 -6.210850683e+02 -8.4614e-01 +4.0018e+00 +2.0389e-01 -3.7361e+00 -5.0303e-01 -2.0779e+00 +1.4457e+00 -7.3395e-01 +1.1254e+00 -3.1462e-01 +9.0996e-01 +2.7603e+00 +3.7584e+00 +1.4325e+00 +2.4896e+00 -2.0319e+00 +1.1210e+00 +2.0885e+00 +4.8368e-01 -1.9633e-01
89424 +1.570523991e-02 +1.570523991e-02 -6.210942948e+02 -6.210942948e+02 -8.5439e-01 +4.0001e+00 +1.9790e-01 -3.7478e+00 -4.9681e-01 -2.0800e+00 +1.4345e+00 -7.3391e-01 +1.1292e+00 -3.1267e-01 +9.1026e-01 +2.7590e+00 +3.7602e+00 +1.4292e+00 +2.4971e+00 -2.0316e+00 +1.1278e+00 +2.0821e+00 +4.7090e-01 -1.9404e-01
93946 +9.653301199e-03 +9.653301199e-03 -6.211003467e+02 -6.211003467e+02 -8.6307e-01 +3.9982e+00 +1.9161e-01 -3.7601e+00 -4.9029e-01 -2.0822e+00 +1.4227e+00 -7.3390e-01 +1.1333e+00 -3.1061e-01 +9.1062e-01 +2.7575e+00 +3.7621e+00 +1.4256e+00 +2.5049e+00 -2.0311e+00 +1.1349e+00 +2.0753e+00 +4.5746e-01 -1.9166e-01
97462 +6.266182086e-03 +6.266182086e-03 -6.211037338e+02 -6.211037338e+02 -8.6756e-01 +3.9972e+00 +1.8839e-01 -3.7665e+00 -4.8696e-01 -2.0833e+00 +1.4166e+00 -7.3390e-01 +1.1353e+00 -3.0955e-01 +9.1082e-01 +2.7567e+00 +3.7631e+00 +1.4238e+00 +2.5089e+00 -2.0309e+00 +1.1386e+00 +2.0718e+00 +4.5054e-01 -1.9044e-01
101317 +3.979914136e-03 +3.979914136e-03 -6.211060201e+02 -6.211060201e+02 -8.7375e-01 +3.9958e+00 +1.8397e-01 -3.7752e+00 -4.8234e-01 -2.0847e+00 +1.4082e+00 -7.3392e-01 +1.1381e+00 -3.0811e-01 +9.1110e-01 +2.7556e+00 +3.7645e+00 +1.4213e+00 +2.5145e+00 -2.0305e+00 +1.1436e+00 +2.0670e+00 +4.4100e-01 -1.8877e-01
105135 +2.455987121e-03 +2.455987121e-03 -6.211075440e+02 -6.211075440e+02 -8.7704e-01 +3.9951e+00 +1.8163e-01 -3.7798e+00 -4.7989e-01 -2.0855e+00 +1.4038e+00 -7.3395e-01 +1.1396e+00 -3.0735e-01 +9.1124e-01 +2.7550e+00 +3.7652e+00 +1.4199e+00 +2.5174e+00 -2.0303e+00 +1.1463e+00 +2.0645e+00 +4.3593e-01 -1.8788e-01
110210 +1.545435164e-03 +1.545435164e-03 -6.211084546e+02 -6.211084546e+02 -8.8005e-01 +3.9943e+00 +1.7950e-01 -3.7841e+00 -4.7766e-01 -2.0862e+00 +1.3998e+00 -7.3400e-01 +1.1409e+00 -3.0666e-01 +9.1139e-01 +2.7545e+00 +3.7659e+00 +1.4187e+00 +2.5200e+00 -2.0300e+00 +1.1487e+00 +2.0621e+00 +4.3128e-01 -1.8707e-01
116808 +9.771566887e-04 +9.771566887e-04 -6.211090228e+02 -6.211090228e+02 -8.8306e-01 +3.9936e+00 +1.7739e-01 -3.7883e+00 -4.7543e-01 -2.0869e+00 +1.3957e+00 -7.3406e-01 +1.1422e+00 -3.0598e-01 +9.1154e-01 +2.7539e+00 +3.7666e+00 +1.4174e+00 +2.5226e+00 -2.0298e+00 +1.1512e+00 +2.0598e+00 +4.2663e-01 -1.8628e-01
122622 +6.235524402e-04 +6.235524402e-04 -6.211093764e+02 -6.211093764e+02 -8.8504e-01 +3.9931e+00 +1.7600e-01 -3.7911e+00 -4.7397e-01 -2.0873e+00 +1.3931e+00 -7.3410e-01 +1.1430e+00 -3.0554e-01 +9.1164e-01 +2.7535e+00 +3.7671e+00 +1.4166e+00 +2.5244e+00 -2.0296e+00 +1.1528e+00 +2.0582e+00 +4.2358e-01 -1.8576e-01
126944 +3.880440861e-04 +3.880440861e-04 -6.211096120e+02 -6.211096120e+02 -8.8638e-01 +3.9928e+00 +1.7507e-01 -3.7929e+00 -4.7297e-01 -2.0876e+00 +1.3913e+00 -7.3414e-01 +1.1435e+00 -3.0524e-01 +9.1170e-01 +2.7532e+00 +3.7674e+00 +1.4160e+00 +2.5255e+00 -2.0295e+00 +1.1539e+00 +2.0572e+00 +4.2151e-01 -1.8541e-01
132814 +2.478936007e-04 +2.478936007e-04 -6.211097521e+02 -6.211097521e+02 -8.8776e-01 +3.9924e+00 +1.7411e-01 -3.7949e+00 -4.7195e-01 -2.0879e+00 +1.3895e+00 -7.3418e-01 +1.1441e+00 -3.0493e-01 +9.1178e-01 +2.7530e+00 +3.7677e+00 +1.4154e+00 +2.5267e+00 -2.0293e+00 +1.1550e+00 +2.0561e+00 +4.1939e-01 -1.8506e-01
136399 +1.553235347e-04 +1.553235347e-04 -6.211098447e+02 -6.211098447e+02 -8.8870e-01 +3.9921e+00 +1.7346e-01 -3.7962e+00 -4.7125e-01 -2.0881e+00 +1.3883e+00 -7.3422e-01 +1.1444e+00 -3.0472e-01 +9.1182e-01 +2.7528e+00 +3.7680e+00 +1.4150e+00 +2.5276e+00 -2.0292e+00 +1.1558e+00 +2.0554e+00 +4.1793e-01 -1.8482e-01
139587 +9.886226655e-05 +9.886226655e-05 -6.211099011e+02 -6.211099011e+02 -8.8920e-01 +3.9920e+00 +1.7312e-01 -3.7969e+00 -4.7089e-01 -2.0882e+00 +1.3876e+00 -7.3424e-01 +1.1446e+00 -3.0461e-01 +9.1185e-01 +2.7527e+00 +3.7681e+00 +1.4148e+00 +2.5280e+00 -2.0292e+00 +1.1562e+00 +2.0550e+00 +4.1716e-01 -1.8469e-01
