% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2172 +1.577729623e+00 +1.577729623e+00 -1.536227038e+01 -1.536227038e+01 +1.6686e+00 +1.4899e+00 -1.9620e+00 +1.5312e+00 +2.4248e+00 -1.7123e+00 +2.4222e+00 -6.9086e-01 -1.5872e+00 -2.4196e+00 +4.2265e+00 -2.3846e+00 -8.9829e-01 -2.9623e-01 +3.6688e+00 +3.2974e+00 +4.3338e+00 -1.0261e+00 -3.0310e-01 +2.6394e+00
17663 +9.996794073e-01 +9.996794073e-01 -1.594032059e+01 -1.594032059e+01 +3.1316e+00 +1.6199e+00 -1.2953e+00 +2.0471e+00 +2.9186e+00 -1.8526e+00 +2.2438e+00 -1.9955e+00 -9.5064e-02 -1.9314e+00 +3.7485e+00 +2.5907e-01 -1.5200e+00 -1.8603e+00 +1.9251e+00 +2.1139e+00 +2.8652e+00 +3.6551e-01 +6.8114e-01 +1.8236e+00
18036 +6.128573644e-01 +6.128573644e-01 -1.632714264e+01 -1.632714264e+01 +3.1086e+00 +1.6341e+00 -1.2684e+00 +2.0707e+00 +2.9122e+00 -1.8689e+00 +2.2636e+00 -2.0209e+00 -8.1332e-02 -1.9434e+00 +3.7418e+00 +2.6939e-01 -1.5442e+00 -1.8470e+00 +1.9227e+00 +2.1041e+00 +2.8638e+00 +3.8465e-01 +6.6390e-01 +1.7938e+00
19120 +3.978722002e-01 +3.978722002e-01 -1.654212780e+01 -1.654212780e+01 +3.1092e+00 +1.6363e+00 -1.2715e+00 +2.0702e+00 +2.8984e+00 -1.8854e+00 +2.2623e+00 -2.0274e+00 -8.6521e-02 -1.9455e+00 +3.7432e+00 +2.7286e-01 -1.5486e+00 -1.8326e+00 +1.9233e+00 +2.1173e+00 +2.8688e+00 +3.8817e-01 +6.6868e-01 +1.7938e+00
30766 +2.508002666e-01 +2.508002666e-01 -1.668919973e+01 -1.668919973e+01 +3.6285e+00 +9.3270e-01 -1.0403e-01 +7.9973e-01 +2.5745e+00 -8.1535e-01 +3.0547e+00 +7.7772e-02 -6.8468e-02 -2.7290e+00 +3.6170e+00 -2.0870e+00 -7.0239e-01 -1.3139e+00 +3.5428e+00 +3.6877e+00 +4.3842e+00 -1.1510e+00 +2.7953e-01 +4.3005e+00
110466 +1.552895066e-01 +1.552895066e-01 -1.678471049e+01 -1.678471049e+01 +3.7186e+00 +2.0189e+00 -7.9335e-01 +1.1473e+00 +1.8919e+00 -1.4142e+00 +2.9277e+00 -2.2302e+00 -4.3245e-01 -1.5459e+00 +3.9580e+00 -1.6519e-01 -2.2775e+00 -1.4185e+00 +2.4463e+00 +3.4051e+00 +3.8143e+00 -1.4018e-01 +1.8029e-01 +2.5180e+00
265077 +9.925942587e-02 +9.925942587e-02 -1.684074057e+01 -1.684074057e+01 +3.9663e+00 +2.4437e+00 -1.4040e+00 +1.4634e+00 +1.2230e+00 -1.9676e+00 +3.7247e+00 -2.5045e+00 -2.2615e-01 -2.0267e+00 +3.9293e+00 +2.5555e-01 -2.4458e+00 -1.4667e+00 +2.4182e+00 +3.1408e+00 +3.7764e+00 -3.3846e-01 +3.6427e-01 +2.1927e+00
292143 +5.948507885e-02 +5.948507885e-02 -1.688051492e+01 -1.688051492e+01 +3.7630e+00 +2.2323e+00 -1.2948e+00 +1.6074e+00 +1.7891e+00 -1.7437e+00 +3.1669e+00 -2.2821e+00 -2.2072e-01 -1.9151e+00 +3.8579e+00 +1.6870e-01 -2.2677e+00 -1.5709e+00 +2.3719e+00 +2.8616e+00 +3.6041e+00 -1.5565e-01 +4.2160e-01 +2.2782e+00
292640 +3.544005853e-02 +3.544005853e-02 -1.690455994e+01 -1.690455994e+01 +3.7618e+00 +2.2283e+00 -1.2907e+00 +1.6061e+00 +1.7896e+00 -1.7456e+00 +3.1675e+00 -2.2801e+00 -2.2261e-01 -1.9156e+00 +3.8576e+00 +1.6470e-01 -2.2650e+00 -1.5701e+00 +2.3705e+00 +2.8610e+00 +3.6027e+00 -1.5567e-01 +4.2350e-01 +2.2789e+00
293885 +2.509268635e-02 +2.509268635e-02 -1.691490731e+01 -1.691490731e+01 +3.7619e+00 +2.2285e+00 -1.2908e+00 +1.6062e+00 +1.7896e+00 -1.7461e+00 +3.1678e+00 -2.2795e+00 -2.2199e-01 -1.9159e+00 +3.8577e+00 +1.6477e-01 -2.2650e+00 -1.5700e+00 +2.3705e+00 +2.8602e+00 +3.6028e+00 -1.5571e-01 +4.2411e-01 +2.2793e+00
424669 +1.568076683e-02 +1.568076683e-02 -1.692431923e+01 -1.692431923e+01 +3.6953e+00 +2.4846e+00 -1.5203e+00 +1.5503e+00 +1.4721e+00 -1.9008e+00 +3.4022e+00 -2.4728e+00 -3.6236e-01 -1.9348e+00 +3.9151e+00 +2.4330e-01 -2.5251e+00 -1.4108e+00 +2.4445e+00 +3.0283e+00 +3.8010e+00 -3.2727e-01 +3.1002e-01 +2.1140e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.639891211e+02 +1.639891211e+02 +1.827991211e+02 +1.827991211e+02 -3.3775e+00 +1.2688e+00 -1.4713e+00 -2.0813e+00 -1.8234e+00 +2.6213e+00 +7.3241e-02 +1.0288e+00 +8.6185e-01 +3.5654e+00 -4.4944e-01 +1.9560e+00 +2.0398e+00 -2.7810e+00 +1.8823e+00 -3.3248e-01 +6.9767e-01 +2.6607e+00 +9.7735e-01 +2.5829e+00
5 +1.401365560e+02 +1.401365560e+02 +1.589465560e+02 +1.589465560e+02 -4.8509e+00 +2.7515e+00 -4.0054e+00 +3.3619e-01 +1.3993e-01 +2.1725e+00 -3.0991e-01 -2.4619e+00 +2.6451e+00 +1.9524e+00 -6.4330e-01 -2.7995e-01 +3.3847e+00 -2.2569e+00 +4.3630e+00 +1.8873e+00 +2.5752e+00 +9.4201e-01 +1.9726e-01 +1.8777e+00
11 +5.864939345e+01 +5.864939345e+01 +7.745939345e+01 +7.745939345e+01 -1.8199e+00 +3.5047e+00 -2.1457e+00 -2.3550e+00 -3.4242e+00 -4.6338e-02 -1.7246e+00 +1.5784e+00 +9.5391e-01 +3.8738e+00 -3.5607e+00 +1.2855e+00 +3.4538e+00 +2.7524e+00 +2.4619e+00 -2.0168e+00 -9.6320e-01 +3.7112e+00 +1.0619e+00 +4.4799e+00
51 +3.453944730e+01 +3.453944730e+01 +5.334944730e+01 +5.334944730e+01 -1.8194e+00 +2.0834e+00 -7.6886e-01 -2.4201e+00 -1.3720e-01 -1.2809e+00 +1.0140e-01 -5.6375e-02 +3.9357e-01 +5.6690e+00 -1.9811e+00 +4.2471e-01 +3.3073e+00 +1.0998e+00 +8.3395e-01 +1.0062e+00 +6.6570e-02 +1.5261e+00 -3.7934e-01 +4.9583e+00
93 +2.499699121e+01 +2.499699121e+01 +4.380699121e+01 +4.380699121e+01 -2.3247e+00 +1.5032e+00 +8.9234e-03 -2.3565e+00 +1.1872e+00 -2.0144e+00 +2.0074e+00 -1.7542e+00 +2.7155e-01 +4.8051e+00 -1.8284e+00 +4.7656e-01 +2.6516e+00 +9.0699e-01 -1.5092e+00 +5.8151e-01 -4.8094e+00 +2.3691e+00 -2.3013e+00 +2.9296e+00
284 +1.446165149e+01 +1.446165149e+01 +3.327165149e+01 +3.327165149e+01 +8.6185e-01 -6.5518e-01 -3.0871e-01 -2.3455e+00 -5.2230e-01 -3.9112e+00 +2.0881e+00 +1.2989e+00 +2.7287e-01 +2.1507e+00 -1.8032e+00 +1.5936e+00 +3.0657e+00 -1.0815e-01 -2.6438e+00 -1.5081e+00 -4.7353e+00 +2.9608e+00 -1.3710e-01 +2.8917e+00
456 +9.806146379e+00 +9.806146379e+00 +2.861614638e+01 +2.861614638e+01 +9.3694e-01 -1.2817e+00 -5.1262e-01 -1.2785e+00 +1.3711e+00 -3.3430e+00 +2.0709e+00 +6.5250e-01 -8.8776e-01 +3.7608e+00 -2.8303e+00 +1.5237e+00 +4.9181e+00 +2.6037e+00 -1.9766e+00 -1.2622e+00 -4.0712e+00 +3.5916e+00 +1.5890e+00 +1.4872e+00
543 +5.893005366e+00 +5.893005366e+00 +2.470300537e+01 +2.470300537e+01 +7.0840e-01 -9.0149e-01 -5.6733e-01 -1.6082e+00 +1.3740e+00 -3.4049e+00 +1.1397e+00 +5.0966e-01 +1.0255e-01 +3.6369e+00 -4.1103e+00 +1.5548e+00 +4.7117e+00 +9.0151e-01 -1.9362e+00 -2.2370e+00 -2.5917e+00 +4.0734e+00 +1.4644e+00 +1.4030e+00
828 +3.885495366e+00 +3.885495366e+00 +2.269549537e+01 +2.269549537e+01 +1.0047e+00 -8.5328e-01 -6.1806e-01 -1.8780e+00 +9.9585e-01 -3.1483e+00 +5.0589e-01 +8.0229e-01 +5.2747e-01 +3.3076e+00 -3.8909e+00 +1.1915e+00 +4.7948e+00 +1.2820e+00 -1.9279e+00 -2.0660e+00 -2.6504e+00 +3.6457e+00 +1.8363e+00 +1.7329e+00
1140 +2.507371386e+00 +2.507371386e+00 +2.131737139e+01 +2.131737139e+01 +1.1841e+00 -5.1252e-01 -7.5534e-01 -1.8070e+00 +9.4168e-01 -3.2749e+00 +1.0359e+00 +6.7021e-01 +3.7861e-01 +3.2718e+00 -3.9800e+00 +1.4927e+00 +4.7574e+00 +1.3873e+00 -1.9757e+00 -2.3123e+00 -2.8555e+00 +3.9288e+00 +1.6677e+00 +1.5037e+00
1356 +1.478159744e+00 +1.478159744e+00 +2.028815974e+01 +2.028815974e+01 +1.1937e+00 -4.9915e-01 -7.0968e-01 -1.7679e+00 +8.7766e-01 -3.3725e+00 +1.0170e+00 +6.6874e-01 +3.6951e-01 +3.3396e+00 -3.8245e+00 +1.5429e+00 +4.8001e+00 +1.4009e+00 -1.9334e+00 -2.2492e+00 -2.9464e+00 +3.8937e+00 +1.7179e+00 +1.5349e+00
1684 +8.147685124e-01 +8.147685124e-01 +1.962476851e+01 +1.962476851e+01 +1.2292e+00 -4.4179e-01 -7.3952e-01 -1.7796e+00 +8.4585e-01 -3.4165e+00 +1.0001e+00 +6.6257e-01 +4.0449e-01 +3.3494e+00 -3.8291e+00 +1.5017e+00 +4.8258e+00 +1.3418e+00 -1.9804e+00 -2.1890e+00 -2.9793e+00 +3.8821e+00 +1.7373e+00 +1.5890e+00
2177 +6.131791192e-01 +6.131791192e-01 +1.942317912e+01 +1.942317912e+01 +1.2186e+00 -4.3787e-01 -7.4193e-01 -1.7696e+00 +8.5931e-01 -3.4068e+00 +1.0152e+00 +6.4200e-01 +4.0849e-01 +3.3933e+00 -3.8383e+00 +1.4692e+00 +4.8026e+00 +1.3699e+00 -1.9709e+00 -2.1822e+00 -2.9583e+00 +3.8635e+00 +1.7149e+00 +1.6067e+00
19360 +3.899545673e-01 +3.899545673e-01 +1.919995457e+01 +1.919995457e+01 -3.1186e-01 +1.6598e+00 -7.3986e-01 +1.4223e-01 +1.8622e+00 -3.3654e+00 -3.1676e-02 -1.7037e-01 +9.2716e-02 +2.7438e+00 -3.7796e+00 +3.9143e+00 +4.0468e+00 +5.4219e-01 -2.4659e+00 -2.6514e+00 -1.5789e+00 +3.4004e+00 +7.8317e-01 +1.3134e+00
20285 +2.462206919e-01 +2.462206919e-01 +1.905622069e+01 +1.905622069e+01 -3.2836e-01 +1.6748e+00 -7.6029e-01 +1.5080e-01 +1.8788e+00 -3.3677e+00 -3.2823e-02 -1.7677e-01 +1.1112e-01 +2.7346e+00 -3.7725e+00 +3.9034e+00 +4.0641e+00 +5.2303e-01 -2.4580e+00 -2.6704e+00 -1.5765e+00 +3.3843e+00 +7.8051e-01 +1.3247e+00
98216 +1.522678661e-01 +1.522678661e-01 +1.896226787e+01 +1.896226787e+01 -1.4606e-01 +2.0813e+00 -1.1017e+00 -3.9285e-01 +1.7550e+00 -3.0253e+00 +4.7720e-01 +8.5179e-01 +1.2363e+00 +2.6457e+00 -3.6072e+00 +3.6460e+00 +3.6609e+00 -3.6953e-01 -2.4112e+00 -3.1184e+00 -2.3597e+00 +3.0831e+00 +1.2147e-01 +1.1773e+00
171612 +9.688503021e-02 +9.688503021e-02 +1.890688503e+01 +1.890688503e+01 -1.2378e-01 +1.8203e+00 -9.1405e-01 -1.8362e-01 +1.5233e+00 -3.1982e+00 +3.9477e-01 +5.6727e-01 +6.1322e-01 +2.6908e+00 -3.8042e+00 +3.6402e+00 +3.7742e+00 +1.6630e-01 -2.5336e+00 -2.9020e+00 -2.0226e+00 +3.3603e+00 +4.5441e-01 +1.2396e+00
172197 +6.052473196e-02 +6.052473196e-02 +1.887052473e+01 +1.887052473e+01 -1.2165e-01 +1.8188e+00 -9.1149e-01 -1.8370e-01 +1.5200e+00 -3.2000e+00 +3.9808e-01 +5.6174e-01 +6.1534e-01 +2.6903e+00 -3.8046e+00 +3.6381e+00 +3.7725e+00 +1.6984e-01 -2.5348e+00 -2.9019e+00 -2.0248e+00 +3.3629e+00 +4.5591e-01 +1.2400e+00
228071 +3.840061085e-02 +3.840061085e-02 +1.884840061e+01 +1.884840061e+01 -2.9208e-01 +1.5349e+00 -5.9648e-01 +4.8996e-01 +2.1051e+00 -3.3150e+00 -4.5864e-01 -1.5989e-01 -6.1624e-01 +2.7221e+00 -3.8180e+00 +4.4551e+00 +4.0975e+00 +7.4263e-01 -2.6575e+00 -2.5234e+00 -1.1479e+00 +3.5144e+00 +8.4933e-01 +9.2002e-01
228361 +2.442182211e-02 +2.442182211e-02 +1.883442182e+01 +1.883442182e+01 -2.9470e-01 +1.5380e+00 -5.9811e-01 +4.9163e-01 +2.1033e+00 -3.3147e+00 -4.5713e-01 -1.6211e-01 -6.1588e-01 +2.7243e+00 -3.8200e+00 +4.4532e+00 +4.0962e+00 +7.4605e-01 -2.6577e+00 -2.5248e+00 -1.1503e+00 +3.5163e+00 +8.4763e-01 +9.1981e-01
228832 +1.533800500e-02 +1.533800500e-02 +1.882533800e+01 +1.882533800e+01 -2.9350e-01 +1.5372e+00 -5.9740e-01 +4.9047e-01 +2.1040e+00 -3.3156e+00 -4.5774e-01 -1.6151e-01 -6.1546e-01 +2.7241e+00 -3.8199e+00 +4.4529e+00 +4.0964e+00 +7.4506e-01 -2.6582e+00 -2.5245e+00 -1.1492e+00 +3.5161e+00 +8.4850e-01 +9.2147e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.285279704e+02 +7.285279704e+02 +1.001677970e+03 +1.001677970e+03 -3.4698e+00 +3.6378e+00 -2.9531e+00 -3.8349e+00 +3.8947e+00 +1.4721e+00 +1.7276e+00 -1.2440e+00 +2.3825e+00 -3.7585e+00 +3.8574e+00 -1.8760e+00 -5.6784e-01 +2.4763e+00 -5.7817e-01 -6.7673e-01 -3.8512e+00 +5.0180e-01 -1.7262e+00 -9.4529e-01
2 +2.940682364e+02 +2.940682364e+02 +5.672182364e+02 +5.672182364e+02 -2.5332e+00 +1.5874e+00 -3.8090e-01 -1.9641e+00 +1.9588e+00 +3.8275e+00 +1.4810e+00 -3.1194e+00 -3.5626e-02 -5.1593e+00 +4.5016e+00 +7.4245e-01 -2.6392e-01 +1.1476e+00 -1.6338e+00 -2.5946e+00 -4.8678e+00 +6.6946e-01 -2.7256e+00 -3.3455e+00
9 +2.330266702e+02 +2.330266702e+02 +5.061766702e+02 +5.061766702e+02 -2.1715e+00 +5.8268e+00 -2.6529e+00 -5.2359e+00 +4.0358e+00 +4.5154e-01 +4.8725e+00 -4.3167e+00 +2.2036e+00 -1.4365e+00 +3.7754e+00 -1.1091e+00 +9.2846e-01 +1.9735e-01 +1.7075e+00 +1.5282e+00 +1.0059e+00 -1.4282e+00 -7.0504e+00 -7.7016e-01
39 +1.457601292e+02 +1.457601292e+02 +4.189101292e+02 +4.189101292e+02 -2.9937e+00 +4.1170e+00 -2.7604e+00 -2.0746e+00 -1.4372e+00 -4.0227e-01 +3.4479e+00 -4.4114e+00 +1.1026e+00 -1.4159e+00 +2.0589e+00 +5.6471e-01 +1.9029e-01 -3.3889e+00 +3.0666e+00 -1.5457e+00 +3.4762e-01 -2.4666e+00 -1.0978e+00 -4.6153e+00
67 +9.707668660e+01 +9.707668660e+01 +3.702266866e+02 +3.702266866e+02 +7.7792e-01 +4.9149e+00 -3.2440e+00 +8.3367e-02 +4.1410e+00 +8.0623e-01 +3.7732e-01 -2.6986e+00 -4.8644e-01 +9.6819e-01 +1.0013e+00 -2.2051e+00 -1.2092e+00 +1.8619e-01 +3.0065e+00 -1.4306e+00 +1.6214e-01 -1.2017e+00 -4.1748e+00 -2.6051e+00
110 +6.152554207e+01 +6.152554207e+01 +3.346755421e+02 +3.346755421e+02 -4.1959e+00 +7.5116e-01 -5.6304e-01 -2.7748e+00 +2.4471e+00 +3.4101e-01 +1.7801e+00 -3.2027e+00 +7.4530e-01 +2.0883e+00 +7.1566e-01 -9.9616e-01 -1.6837e+00 -8.8992e-01 +4.2043e+00 -9.1300e-01 +3.6343e+00 -2.4162e+00 -2.5059e+00 -6.2592e+00
191 +2.977178349e+01 +2.977178349e+01 +3.029217835e+02 +3.029217835e+02 -3.3140e+00 +1.0273e+00 -1.2280e+00 +8.6590e-01 +2.8789e+00 -4.3545e+00 +3.5746e-01 -4.2402e+00 -3.0576e+00 +3.5046e+00 +2.9889e+00 +1.3941e+00 -1.6908e+00 +1.8535e+00 +2.0441e+00 -1.9288e+00 +1.6746e+00 -2.8749e+00 -1.1853e+00 -3.8288e+00
235 +2.335174759e+01 +2.335174759e+01 +2.965017476e+02 +2.965017476e+02 -2.3933e+00 +2.4335e+00 -7.0980e-01 -4.9569e-01 +3.0288e+00 -4.1766e+00 -3.8561e-01 -3.0750e+00 -4.6751e+00 +1.0576e+00 +1.2862e+00 -1.4895e-01 +8.5827e-01 +7.2712e-01 +4.6862e-01 -3.6112e+00 +1.6572e+00 -1.4478e+00 -9.4284e-01 -3.9127e+00
303 +1.400238170e+01 +1.400238170e+01 +2.871523817e+02 +2.871523817e+02 -4.3623e+00 +3.3348e+00 -2.3791e+00 +2.5132e+00 +3.0894e+00 -1.8391e+00 +1.5791e+00 -5.2624e+00 -3.0004e+00 +7.1956e-02 +1.9242e+00 +5.9185e-01 +1.0309e-01 +1.5703e+00 +5.5992e-01 -3.4027e+00 +3.9653e+00 -7.5157e-01 -2.0408e-01 -4.9334e+00
597 +9.250151843e+00 +9.250151843e+00 +2.824001518e+02 +2.824001518e+02 -3.1446e+00 +2.5107e+00 -1.6447e+00 +2.8757e+00 +2.4902e+00 -3.3961e+00 +3.1529e-01 -2.6239e+00 -2.1828e+00 +2.7249e+00 +3.7774e-01 +1.9933e+00 +3.1012e-01 +1.6251e+00 +3.3890e+00 -4.4135e+00 +4.0724e+00 -4.0488e-02 +1.2596e+00 -4.4893e+00
895 +5.861397235e+00 +5.861397235e+00 +2.790113972e+02 +2.790113972e+02 -2.2994e+00 +2.7357e+00 -4.0090e-01 +3.2136e+00 +1.5265e+00 -5.0759e+00 -2.1185e-01 -2.8331e+00 -3.1297e+00 +3.4980e+00 -2.8766e-01 +1.0730e+00 -9.2036e-01 +2.3541e+00 +4.1459e+00 -3.5765e+00 +5.1108e+00 +6.1019e-01 +2.3470e+00 -4.7902e+00
1054 +3.584797659e+00 +3.584797659e+00 +2.767347977e+02 +2.767347977e+02 -2.6468e+00 +2.9118e+00 -2.7446e-01 +3.6710e+00 +2.0352e+00 -4.6799e+00 -1.6548e-01 -2.5081e+00 -3.0140e+00 +2.9269e+00 -9.9699e-01 +1.5844e+00 -7.9880e-01 +2.5726e+00 +3.9043e+00 -3.4531e+00 +4.1851e+00 +3.9939e-01 +2.1464e+00 -4.0602e+00
1157 +2.459520125e+00 +2.459520125e+00 +2.756095201e+02 +2.756095201e+02 -2.7669e+00 +3.2063e+00 -8.8877e-01 +3.2445e+00 +1.5588e+00 -4.4889e+00 -3.8874e-01 -2.1731e+00 -2.7584e+00 +3.2891e+00 -6.7481e-01 +1.3638e+00 -5.6224e-01 +2.4083e+00 +4.0501e+00 -3.3776e+00 +4.3035e+00 +6.9420e-01 +1.9884e+00 -4.6001e+00
1201 +1.489810066e+00 +1.489810066e+00 +2.746398101e+02 +2.746398101e+02 -2.6071e+00 +3.2558e+00 -7.7702e-01 +3.4350e+00 +1.7359e+00 -4.5526e+00 -4.5143e-01 -2.5492e+00 -2.8256e+00 +3.2626e+00 -6.7163e-01 +1.5887e+00 -6.6990e-01 +2.2610e+00 +4.2267e+00 -3.2383e+00 +4.2286e+00 +5.6478e-01 +2.1621e+00 -4.5176e+00
1364 +8.630300548e-01 +8.630300548e-01 +2.740130301e+02 +2.740130301e+02 -2.5881e+00 +3.2485e+00 -7.7696e-01 +3.3219e+00 +1.6312e+00 -4.4690e+00 -4.1825e-01 -2.4663e+00 -2.7387e+00 +3.3907e+00 -6.5306e-01 +1.4888e+00 -6.1290e-01 +2.3278e+00 +4.1387e+00 -3.3479e+00 +4.2575e+00 +6.2111e-01 +2.2911e+00 -4.4977e+00
1562 +5.912966279e-01 +5.912966279e-01 +2.737412966e+02 +2.737412966e+02 -2.6517e+00 +3.2297e+00 -7.2493e-01 +3.4840e+00 +1.6895e+00 -4.4947e+00 -4.0668e-01 -2.4806e+00 -2.7479e+00 +3.4491e+00 -7.2954e-01 +1.5650e+00 -6.9052e-01 +2.3709e+00 +4.2062e+00 -3.3028e+00 +4.2549e+00 +5.2797e-01 +2.2281e+00 -4.5639e+00
1950 +3.694899505e-01 +3.694899505e-01 +2.735194900e+02 +2.735194900e+02 -2.6790e+00 +3.2496e+00 -6.8322e-01 +3.4821e+00 +1.6867e+00 -4.6091e+00 -4.8075e-01 -2.4283e+00 -2.7625e+00 +3.4017e+00 -7.0326e-01 +1.5695e+00 -6.8626e-01 +2.3558e+00 +4.2578e+00 -3.3250e+00 +4.2613e+00 +5.9503e-01 +2.3320e+00 -4.6002e+00
2236 +2.256685587e-01 +2.256685587e-01 +2.733756686e+02 +2.733756686e+02 -2.6686e+00 +3.2389e+00 -6.8401e-01 +3.4855e+00 +1.6774e+00 -4.5845e+00 -4.5759e-01 -2.4507e+00 -2.7689e+00 +3.3806e+00 -7.1717e-01 +1.5928e+00 -6.8881e-01 +2.3496e+00 +4.2170e+00 -3.3449e+00 +4.2536e+00 +5.7860e-01 +2.3264e+00 -4.5987e+00
2643 +1.555467863e-01 +1.555467863e-01 +2.733055468e+02 +2.733055468e+02 -2.6650e+00 +3.2426e+00 -6.8911e-01 +3.4740e+00 +1.6663e+00 -4.5886e+00 -4.5666e-01 -2.4445e+00 -2.7667e+00 +3.3788e+00 -7.0131e-01 +1.5910e+00 -6.7886e-01 +2.3444e+00 +4.2218e+00 -3.3512e+00 +4.2610e+00 +5.7390e-01 +2.3143e+00 -4.6072e+00
