% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
916 +2.975181758e+02 +2.975181758e+02 +3.675481758e+02 +3.675481758e+02 -3.5504e-01 -6.3139e-01 -3.9938e+00 -1.3664e+00 -2.4412e+00 -2.3766e+00 -1.8193e+00 +1.3213e+00 +4.1460e-01 +6.5475e-01 -3.6656e-01 -3.6657e+00 +3.1391e+00 -2.8103e+00 +1.9706e-01 -1.5279e+00 +1.0995e+00 +4.4958e+00 -1.1632e+00 -1.1195e+00
1501 +2.396777190e+02 +2.396777190e+02 +3.097077190e+02 +3.097077190e+02 -7.1866e-01 -1.2166e+00 -1.9032e+00 -1.8326e+00 +8.8874e-01 -1.9201e+00 -1.8438e+00 +5.7866e-01 -2.7042e+00 +1.6077e+00 -1.7400e+00 -2.7170e+00 +1.5346e+00 -2.0045e+00 -2.9141e-01 -2.8514e+00 -1.9737e-02 +3.9903e+00 -1.6334e+00 +8.6484e-01
3028 +1.554138160e+02 +1.554138160e+02 +2.254438160e+02 +2.254438160e+02 -4.5370e-01 -2.6864e+00 -4.0741e+00 -1.3664e+00 -5.3509e-01 -2.3014e+00 -1.9898e+00 +1.4793e+00 -2.1530e+00 +8.4232e-01 +4.6930e-02 -3.2355e+00 +4.1911e+00 -3.2743e+00 -1.3377e+00 -4.4160e+00 +7.3431e-01 +6.1821e+00 -1.3923e+00 +1.3607e+00
17002 +9.934314022e+01 +9.934314022e+01 +1.693731402e+02 +1.693731402e+02 -5.6242e-01 -3.4673e+00 -2.7940e+00 -8.5185e-01 -1.8804e-01 -2.8500e+00 -1.7408e-01 +8.1807e-01 -3.0445e+00 +1.0490e+00 -7.7792e-01 -1.5919e+00 +3.0083e+00 -1.8659e+00 -1.7826e+00 -3.1178e+00 +1.4112e+00 +4.5685e+00 -1.4876e+00 +3.3953e-01
27001 +6.150349398e+01 +6.150349398e+01 +1.315334940e+02 +1.315334940e+02 -8.2692e-01 -2.3849e+00 -3.3793e+00 -4.4842e-01 -3.5724e-01 -3.1055e+00 -8.1435e-01 +1.6042e+00 -3.3838e+00 -1.9262e-01 -2.9171e-01 -1.6750e+00 +3.5636e+00 -2.0380e+00 -9.9421e-01 -2.6267e+00 +8.6291e-01 +4.4251e+00 -1.5936e+00 +1.1827e+00
44801 +3.941849807e+01 +3.941849807e+01 +1.094484981e+02 +1.094484981e+02 -1.0259e+00 -2.5995e+00 -3.3649e+00 -2.0118e+00 +3.0553e-01 -3.4265e+00 -9.1158e-01 +1.5427e+00 -2.6737e+00 +2.8337e-01 -7.2707e-01 -1.9667e+00 +3.1956e+00 -2.8700e+00 -1.5994e+00 -2.9914e+00 +8.3914e-01 +4.6067e+00 -2.2655e+00 +7.0503e-01
72602 +2.321788970e+01 +2.321788970e+01 +9.324788970e+01 +9.324788970e+01 -1.0199e+00 -1.9047e+00 -3.5622e+00 -1.3058e+00 -1.0238e-01 -2.8630e+00 -5.3751e-01 +1.4557e+00 -3.3209e+00 +5.8231e-01 -6.9207e-01 -2.0490e+00 +3.0070e+00 -2.2514e+00 -1.2226e+00 -2.5304e+00 +3.9733e-01 +4.0314e+00 -2.3368e+00 +1.4213e+00
113901 +1.572933841e+01 +1.572933841e+01 +8.575933841e+01 +8.575933841e+01 -1.0219e+00 -2.6036e+00 -3.3595e+00 -1.8808e+00 +4.0236e-01 -3.4124e+00 -9.4112e-01 +1.5628e+00 -2.7130e+00 +3.2088e-01 -8.3461e-01 -1.9034e+00 +3.0707e+00 -2.8631e+00 -1.5706e+00 -2.8940e+00 +8.1224e-01 +4.5538e+00 -2.3046e+00 +7.0503e-01
766601 +9.980774541e+00 +9.980774541e+00 +8.001077454e+01 +8.001077454e+01 -3.8308e-01 -2.7329e+00 -3.5330e+00 -1.5216e+00 -2.0208e-01 -3.1544e+00 -8.1409e-01 +1.4076e+00 -2.6125e+00 +5.2301e-01 -1.0142e+00 -2.6167e+00 +3.7251e+00 -3.1651e+00 -1.5900e+00 -3.5914e+00 +8.2634e-01 +4.7661e+00 -1.8190e+00 +1.0381e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.940259414e+03 +2.940259414e+03 +2.892039414e+03 +2.892039414e+03 +4.4982e+00 -9.8717e-01 +4.9309e+00 -3.0849e+00 -6.4727e-01 -2.5692e+00 -1.6550e+00 +1.0080e+00 -1.8631e+00 +3.4162e+00 +3.6060e+00 -3.0793e+00 -1.3832e+00 +3.1698e+00 +1.7588e+00 +9.8143e-01 -3.9628e+00 -1.2349e+00 +1.7421e+00 -3.5865e+00
4 +2.233964857e+03 +2.233964857e+03 +2.185744857e+03 +2.185744857e+03 -3.7640e+00 +2.8473e+00 -7.5452e-01 -5.5392e-01 -4.1944e+00 -2.6457e+00 +1.6801e+00 -2.0434e+00 -2.6083e+00 +3.0841e+00 +2.8085e+00 +4.6105e+00 -2.7651e+00 -4.4292e+00 +4.1620e+00 +3.7142e+00 +1.8976e+00 +2.5249e+00 +1.3926e+00 -3.5999e+00
5 +1.176212074e+03 +1.176212074e+03 +1.127992074e+03 +1.127992074e+03 -1.7418e+00 -2.4864e+00 -1.8302e+00 -2.4660e+00 +4.1548e+00 -1.2434e+00 -1.5024e+00 +1.9379e+00 -2.6981e+00 +2.1216e+00 -1.2733e+00 -3.0977e+00 -4.6552e+00 +2.6146e-01 -2.9245e+00 -3.0790e+00 -3.3808e+00 +2.5669e+00 +3.2812e+00 -5.3831e-01
9 +9.337611287e+02 +9.337611287e+02 +8.855411287e+02 +8.855411287e+02 +8.1390e-01 -7.8490e-01 -4.9062e+00 +1.7703e+00 +1.4460e+00 +2.9244e-01 -6.9649e-01 +1.5185e+00 -4.9111e+00 +4.4865e+00 -2.7260e+00 +1.5551e+00 -3.1497e+00 -3.4482e+00 -6.0212e-01 -4.7922e+00 -3.5148e+00 -3.2820e+00 +2.3437e+00 -2.3058e+00
81 +6.246070375e+02 +6.246070375e+02 +5.763870375e+02 +5.763870375e+02 -4.7431e+00 -3.2358e-01 -6.2111e-01 +2.0442e+00 -9.9008e-01 +3.7543e+00 -1.8963e+00 -2.2768e+00 -4.4081e+00 +3.1206e+00 -4.2660e+00 -2.2463e+00 -2.1740e+00 +2.7724e-01 -5.6164e-01 -2.8669e+00 +2.5361e-01 +2.7775e+00 +3.1651e+00 -6.7132e-01
712 +3.919411258e+02 +3.919411258e+02 +3.437211258e+02 +3.437211258e+02 -3.8905e+00 -3.8341e+00 -2.8281e-01 -7.9050e-01 -3.5032e+00 +1.1512e+00 -1.7567e+00 +1.9901e+00 -2.4976e+00 +3.4469e+00 -8.7980e-01 -3.6974e+00 -4.2072e+00 +1.4952e+00 -1.5223e+00 -6.0539e-01 -2.1123e+00 -2.8681e+00 +6.0093e-01 +3.2075e+00
1532 +2.254991429e+02 +2.254991429e+02 +1.772791429e+02 +1.772791429e+02 -1.3177e+00 -2.1950e+00 -2.1014e+00 +1.0581e+00 -4.1710e+00 +3.6748e+00 -2.9932e+00 +3.6812e-01 -5.9444e-01 +3.7231e+00 -1.0778e+00 -3.1238e+00 -1.5318e+00 +3.6168e+00 -2.4098e+00 -1.4859e+00 -2.5089e+00 -3.2032e+00 +1.4608e+00 +9.7307e-01
5354 +1.486373267e+02 +1.486373267e+02 +1.004173267e+02 +1.004173267e+02 -2.4524e+00 -2.1336e+00 -1.5469e+00 +6.4281e-02 -4.1035e+00 +3.1712e+00 -4.6256e+00 +1.9037e+00 -2.5488e+00 +3.8723e+00 +4.4097e-01 -1.4285e+00 -2.0129e+00 +1.9577e+00 -2.1381e+00 -1.7640e+00 -1.8834e+00 -6.6619e-01 +3.0316e+00 +5.7623e-01
16508 +9.039909561e+01 +9.039909561e+01 +4.217909561e+01 +4.217909561e+01 -2.1055e+00 -2.0464e+00 -1.8218e+00 -1.5702e-01 -3.1900e+00 +3.9468e+00 -3.2593e+00 +1.5433e+00 -2.3622e+00 +4.2218e+00 -9.1743e-02 -1.8378e+00 -1.1279e+00 +3.2307e+00 -2.3548e+00 -2.1173e+00 -1.4045e+00 -4.0510e-01 +1.6696e+00 +1.5802e+00
26001 +6.256564122e+01 +6.256564122e+01 +1.434564122e+01 +1.434564122e+01 -2.0854e+00 -1.9628e+00 -1.7798e+00 -1.7432e-01 -3.2523e+00 +3.9116e+00 -3.3175e+00 +1.4520e+00 -2.3929e+00 +4.1172e+00 -8.8973e-02 -1.8056e+00 -1.1279e+00 +3.2229e+00 -2.3278e+00 -2.0993e+00 -1.4045e+00 -5.1836e-01 +1.6696e+00 +1.5554e+00
49203 +3.971763164e+01 +3.971763164e+01 -8.502368357e+00 -8.502368357e+00 -1.6133e+00 -2.0695e+00 -1.4446e+00 +1.0643e-01 -4.1240e+00 +2.7395e+00 -3.2185e+00 +2.2406e+00 -3.0364e+00 +4.2819e+00 -6.1305e-01 -1.7647e+00 -1.7277e+00 +2.8370e+00 -1.8436e+00 -2.3441e+00 -1.6231e+00 -1.2292e+00 +2.2089e+00 +6.6566e-02
121102 +2.295037674e+01 +2.295037674e+01 -2.526962326e+01 -2.526962326e+01 -1.6998e+00 -1.9359e+00 -1.9745e+00 +5.5752e-01 -4.4617e+00 +2.9635e+00 -3.6797e+00 +1.8415e+00 -2.3853e+00 +3.9139e+00 -3.4979e-01 -9.5747e-01 -1.3430e+00 +2.3310e+00 -1.6754e+00 -1.3433e+00 -1.8911e+00 -1.6120e+00 +2.5836e+00 +7.1361e-01
182001 +1.561721711e+01 +1.561721711e+01 -3.260278289e+01 -3.260278289e+01 -1.7471e+00 -1.9359e+00 -1.9728e+00 +6.1247e-01 -4.4617e+00 +2.9635e+00 -3.6797e+00 +1.8415e+00 -2.3708e+00 +3.9263e+00 -3.7999e-01 -9.5747e-01 -1.3430e+00 +2.3410e+00 -1.6162e+00 -1.3870e+00 -1.8880e+00 -1.5487e+00 +2.6270e+00 +7.1361e-01
414301 +9.994064203e+00 +9.994064203e+00 -3.822593580e+01 -3.822593580e+01 -1.7372e+00 -1.9250e+00 -1.9969e+00 +6.1669e-01 -4.5310e+00 +2.9474e+00 -3.6745e+00 +1.8168e+00 -2.3711e+00 +3.9117e+00 -4.0723e-01 -9.0804e-01 -1.3532e+00 +2.3202e+00 -1.5973e+00 -1.3913e+00 -1.8642e+00 -1.5697e+00 +2.6704e+00 +7.2494e-01
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.889616792e+03 +1.889616792e+03 +1.915086792e+03 +1.915086792e+03 -4.2467e+00 +3.8509e+00 -3.8221e+00 +4.7694e-01 +9.6843e-02 +1.0812e+00 -1.7328e+00 -3.5699e-01 -3.9497e+00 +4.1809e+00 -1.4310e+00 +2.1071e-01 +4.0147e+00 +3.3225e+00 +2.4690e+00 +3.5329e+00 -2.3518e+00 +1.2922e-01 -1.9233e+00 +2.9137e+00
9 +1.015207696e+03 +1.015207696e+03 +1.040677696e+03 +1.040677696e+03 -4.9013e-02 +6.0707e-01 -1.9124e+00 -4.4307e+00 -2.9786e+00 +4.2844e+00 -3.9798e+00 +4.0050e+00 -3.5081e-01 -1.9054e+00 -1.9640e+00 +4.2126e+00 -3.0405e+00 +3.7000e+00 +4.9514e+00 +2.3781e+00 +3.7641e+00 +3.9640e+00 +4.5550e-02 +1.0742e-03
19 +9.746161539e+02 +9.746161539e+02 +1.000086154e+03 +1.000086154e+03 -4.1140e+00 +2.2967e+00 -3.6770e-01 -3.6442e+00 +2.0760e-01 +3.8484e-01 -1.1690e+00 +1.6779e+00 +1.4351e+00 +3.5332e+00 +3.1472e+00 -4.8634e+00 -1.1989e+00 +4.8189e+00 +4.5769e+00 -3.5649e+00 -1.9333e+00 -2.3618e-01 +3.5742e+00 -8.0081e-01
301 +6.309488406e+02 +6.309488406e+02 +6.564188406e+02 +6.564188406e+02 -2.8791e+00 -8.2900e-01 -5.7942e+00 -4.7540e+00 -3.2376e+00 +5.5239e+00 -5.4191e+00 +7.0203e-02 +2.6482e+00 -1.7182e+00 -9.6631e-01 +2.1697e+00 +1.3543e-01 +2.0914e-01 +2.2390e+00 +5.0452e-01 -1.5213e+00 +2.9815e+00 +1.0623e+00 +4.9001e-02
704 +3.824225652e+02 +3.824225652e+02 +4.078925652e+02 +4.078925652e+02 -5.6417e+00 -1.4668e+00 -2.5694e+00 -2.2975e+00 -2.3753e+00 +2.6086e+00 -1.1919e+00 +3.3979e+00 +6.7480e-02 -1.2008e+00 -9.3667e-01 -1.3199e+00 +1.7106e+00 +4.8291e+00 +3.1653e+00 -3.3543e+00 +2.6557e+00 +1.9255e+00 -9.9023e-01 -2.1714e+00
1802 +2.082473430e+02 +2.082473430e+02 +2.337173430e+02 +2.337173430e+02 -4.5405e+00 -5.5817e-01 -1.8565e+00 -4.0447e+00 -9.7801e-01 +1.3464e+00 -1.1688e+00 +1.1024e-02 +1.6678e+00 -1.5203e+00 -3.6014e+00 +1.5461e-01 -2.6611e-02 -2.1406e-01 +2.7370e+00 -2.3890e+00 +2.7051e+00 +2.6965e+00 +3.2904e-01 -2.8026e+00
4339 +1.465407128e+02 +1.465407128e+02 +1.720107128e+02 +1.720107128e+02 -3.4663e+00 -1.2923e+00 -1.0065e+00 -4.3852e+00 -1.4145e+00 +8.0131e-01 -1.2198e+00 +9.1432e-01 +2.5772e+00 -6.7013e-01 -3.1423e+00 -3.9254e-01 +9.8266e-01 -3.6247e-02 +3.0651e+00 -7.1706e-01 +2.4713e+00 +3.5286e+00 +1.4673e+00 -3.8575e+00
19406 +9.858381369e+01 +9.858381369e+01 +1.240538137e+02 +1.240538137e+02 -3.6867e+00 -1.0369e+00 -8.2863e-01 -2.8725e+00 -1.3515e+00 +6.1145e-01 -1.2900e+00 +7.7139e-03 +2.6669e+00 -1.7307e+00 -2.7264e+00 -1.1680e+00 +7.4342e-01 -4.6194e-01 +3.0627e+00 -4.1297e+00 +1.9831e+00 +2.7103e+00 +1.5235e+00 -3.9407e+00
28301 +6.197219416e+01 +6.197219416e+01 +8.744219416e+01 +8.744219416e+01 -3.8323e+00 -2.0975e+00 -1.3084e+00 -3.0999e+00 -1.4249e+00 +2.7125e-01 -1.6007e+00 +7.1957e-02 +2.1424e+00 -1.1855e-01 -3.0050e+00 -6.4288e-01 +7.0218e-01 -1.9233e-01 +2.8465e+00 -3.6788e+00 +2.1224e+00 +3.1335e+00 +2.1706e+00 -3.4591e+00
40202 +3.869786593e+01 +3.869786593e+01 +6.416786593e+01 +6.416786593e+01 -3.9684e+00 -1.3717e+00 -1.3200e+00 -2.2078e+00 -2.1019e+00 +1.2909e-01 -1.2812e+00 +3.1545e-01 +2.7491e+00 -3.7892e-01 -3.1132e+00 -8.4079e-01 +3.9373e-01 -3.5316e-01 +3.2352e+00 -4.0077e+00 +2.0638e+00 +2.6727e+00 +1.8757e+00 -3.2082e+00
78902 +2.489387584e+01 +2.489387584e+01 +5.036387584e+01 +5.036387584e+01 -3.8089e+00 -1.2096e+00 -1.7012e+00 -2.5655e+00 -1.2225e+00 +3.7884e-01 -9.0989e-01 +3.7472e-01 +2.7905e+00 -2.4507e-01 -3.1823e+00 -6.5908e-01 +4.3902e-01 -7.6333e-02 +3.3541e+00 -3.0346e+00 +2.4613e+00 +2.8872e+00 +1.4434e+00 -3.2858e+00
118401 +1.578941570e+01 +1.578941570e+01 +4.125941570e+01 +4.125941570e+01 -3.8089e+00 -1.2982e+00 -1.7531e+00 -2.5897e+00 -1.2582e+00 +3.4601e-01 -8.8707e-01 +4.0601e-01 +2.7905e+00 -1.5286e-01 -3.1679e+00 -6.4491e-01 +3.9707e-01 -7.6333e-02 +3.3541e+00 -3.0346e+00 +2.4704e+00 +2.9191e+00 +1.4142e+00 -3.2858e+00
337303 +9.849859448e+00 +9.849859448e+00 +3.531985945e+01 +3.531985945e+01 -3.4205e+00 -1.3862e+00 -9.4874e-01 -2.5094e+00 -1.1433e+00 +4.6737e-01 -1.2280e+00 +3.7180e-02 +2.6903e+00 -1.1574e+00 -3.2101e+00 -8.8033e-01 +7.6902e-01 -3.3289e-01 +2.8030e+00 -2.9295e+00 +2.3823e+00 +3.6297e+00 +2.0655e+00 -3.2754e+00
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.147392255e+02 +9.147392255e+02 +8.139292255e+02 +8.139292255e+02 -9.9875e-01 +1.5539e+00 +1.6115e+00 +4.3250e+00 -6.9692e-01 +2.7882e+00 +3.5966e+00 +2.7570e-01 -3.7116e+00 -2.0146e+00 +5.6218e-01 +2.0506e+00 -8.3641e-01 +7.0287e-01 -1.8349e+00 +1.9438e+00 +1.7151e+00 -6.2857e-01 +1.7767e+00 +1.2101e-01
301 +5.873919640e+02 +5.873919640e+02 +4.865819640e+02 +4.865819640e+02 +3.5189e+00 -9.6407e-01 -1.2676e+00 -1.5809e+00 +2.7664e+00 -2.1953e+00 +3.0387e-01 -2.3705e+00 -3.6474e+00 -1.2432e+00 +1.0864e+00 -1.7164e+00 -1.9746e+00 -2.5007e+00 +5.6535e-01 -3.5987e-01 +1.1629e+00 -5.9269e-01 -4.2334e-01 -9.2800e-01
602 +3.798028892e+02 +3.798028892e+02 +2.789928892e+02 +2.789928892e+02 +1.7956e+00 +1.1665e+00 +5.2722e-01 -1.9784e+00 +1.7925e+00 +1.9387e+00 -1.0334e+00 -1.1940e+00 -3.4632e+00 +1.6408e+00 +8.9737e-01 -5.2605e+00 +1.7112e+00 +4.3614e-01 +1.3964e+00 +1.4771e+00 +5.1721e-01 -1.1224e+00 -8.5503e-01 +2.9758e+00
1713 +2.464902467e+02 +2.464902467e+02 +1.456802467e+02 +1.456802467e+02 -1.1218e-01 +1.5907e-01 +2.6853e+00 +5.6800e-01 +1.5964e-01 +8.5268e-01 +8.7782e-01 +2.7306e-01 -3.7412e+00 -2.1174e+00 +1.1921e+00 -1.1977e+00 -1.2028e+00 -4.1104e+00 +6.0503e-01 +8.2978e-01 +2.4520e+00 -7.2591e-01 +2.1604e+00 +2.2228e+00
4958 +1.320049338e+02 +1.320049338e+02 +3.119493381e+01 +3.119493381e+01 +2.0329e+00 -9.8130e-03 +1.1164e+00 -1.5490e+00 +2.0259e+00 +2.0143e+00 +2.1628e+00 +1.1891e+00 -3.3554e+00 -2.2192e+00 +1.3586e-01 -3.0327e+00 -3.2692e-01 -2.8485e+00 +1.6680e-01 +3.3581e+00 +2.4049e+00 -3.7989e-01 +1.6094e+00 +4.3796e+00
20314 +9.751870525e+01 +9.751870525e+01 -3.291294754e+00 -3.291294754e+00 +1.5817e+00 +7.7424e-01 +1.4439e+00 +3.6474e-01 +3.0504e+00 +2.5995e+00 +2.2122e-01 +5.1515e-01 -4.1022e+00 -1.1274e+00 +8.0742e-01 -3.1102e+00 -5.5128e-01 -2.3362e+00 +1.9923e+00 +3.0492e+00 +2.1613e+00 -1.7387e+00 +1.6065e+00 +4.4696e+00
37901 +5.536115828e+01 +5.536115828e+01 -4.544884172e+01 -4.544884172e+01 +8.6004e-01 +6.4403e-01 +2.2131e+00 -8.7158e-01 +3.1055e+00 +9.0526e-01 +9.1839e-01 +8.6219e-01 -4.3504e+00 -1.6460e+00 +8.2731e-01 -2.6021e+00 +1.9171e-01 -1.9393e+00 +4.4469e-01 +3.5085e+00 +1.7608e+00 -5.0495e-01 +2.2468e+00 +3.6737e+00
56501 +3.916583825e+01 +3.916583825e+01 -6.164416175e+01 -6.164416175e+01 +8.6004e-01 +6.4403e-01 +2.2131e+00 -8.2038e-01 +3.1561e+00 +9.0526e-01 +8.6675e-01 +8.6219e-01 -4.3383e+00 -1.6963e+00 +8.1183e-01 -2.6021e+00 +1.1624e-01 -1.9393e+00 +4.4469e-01 +3.5085e+00 +1.8474e+00 -5.0495e-01 +2.2468e+00 +3.7179e+00
84601 +2.480342657e+01 +2.480342657e+01 -7.600657343e+01 -7.600657343e+01 +8.8266e-01 +1.1768e+00 +1.4717e+00 -7.1970e-02 +2.1384e+00 +1.5420e+00 +1.3305e+00 +1.4170e+00 -4.5625e+00 -9.7795e-01 +8.8988e-01 -2.4182e+00 -4.1994e-02 -2.0519e+00 +9.8232e-01 +3.0910e+00 +2.8650e+00 -5.3649e-02 +2.2000e+00 +3.7160e+00
