% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
10193 +4.801695448e-01 +4.801695448e-01 -5.186983046e+01 -5.186983046e+01 -9.4275e-01 -1.2730e+00 +2.5574e+00 -2.7261e+00 -1.7520e+00 +3.2869e+00 -3.7498e+00 +2.1288e-01 +2.7605e+00 -1.7061e+00 +2.7715e+00 +1.9607e-02 +3.4527e+00 -6.3862e-01 -1.9418e+00 +9.5267e-01 -1.0838e+00 +1.2762e+00 +3.1105e+00 -3.9353e+00
10939 +2.816335869e-01 +2.816335869e-01 -5.206836641e+01 -5.206836641e+01 -1.0278e+00 -1.3756e+00 +2.7474e+00 -2.2391e+00 -1.4356e+00 +3.2091e+00 -3.9319e+00 +2.7769e-01 +3.0351e+00 -1.6956e+00 +2.8617e+00 -2.7513e-01 +3.6502e+00 -5.2666e-01 -2.0700e+00 +1.0686e+00 -1.1321e+00 +1.4440e+00 +2.9066e+00 -4.3663e+00
11882 +2.161122871e-01 +2.161122871e-01 -5.213388771e+01 -5.213388771e+01 -9.5809e-01 -9.2706e-01 +2.5764e+00 -2.2940e+00 -1.5307e+00 +3.6225e+00 -4.0110e+00 +2.3397e-01 +2.7670e+00 -1.5771e+00 +2.8549e+00 -6.1508e-01 +3.3831e+00 -8.7626e-01 -1.9000e+00 +1.2739e+00 -1.2460e+00 +1.6667e+00 +2.8570e+00 -4.2535e+00
12808 +1.441923824e-01 +1.441923824e-01 -5.220580762e+01 -5.220580762e+01 -9.6318e-01 -1.1684e+00 +2.2953e+00 -2.1101e+00 -1.2161e+00 +3.5562e+00 -3.7909e+00 +1.8250e-01 +2.6848e+00 -1.4440e+00 +2.7733e+00 -5.1024e-01 +3.4949e+00 -7.4649e-01 -1.9908e+00 +1.2697e+00 -1.0041e+00 +1.6499e+00 +2.9179e+00 -3.9321e+00
13808 +9.902299914e-02 +9.902299914e-02 -5.225097700e+01 -5.225097700e+01 -8.2441e-01 -1.0646e+00 +2.6001e+00 -2.3616e+00 -1.4742e+00 +3.4724e+00 -3.8359e+00 +4.2600e-02 +2.8011e+00 -1.7559e+00 +2.9316e+00 -5.3339e-01 +3.3446e+00 -7.1495e-01 -2.0783e+00 +1.2284e+00 -1.2570e+00 +1.5804e+00 +2.8637e+00 -4.0191e+00
14660 +5.615432901e-02 +5.615432901e-02 -5.229384567e+01 -5.229384567e+01 -8.7991e-01 -1.1847e+00 +2.5930e+00 -2.4046e+00 -1.5723e+00 +3.4998e+00 -3.9666e+00 -5.4558e-02 +2.9033e+00 -1.8331e+00 +3.0336e+00 -4.5101e-01 +3.3777e+00 -8.3524e-01 -1.9235e+00 +1.3677e+00 -1.1666e+00 +1.6650e+00 +3.2040e+00 -4.0448e+00
16053 +3.797628123e-02 +3.797628123e-02 -5.231202372e+01 -5.231202372e+01 -8.6943e-01 -1.1240e+00 +2.5005e+00 -2.3497e+00 -1.4296e+00 +3.6052e+00 -3.7944e+00 -1.5705e-02 +2.8136e+00 -1.6217e+00 +3.1333e+00 -4.8759e-01 +3.4096e+00 -8.3829e-01 -1.8484e+00 +1.4259e+00 -1.1700e+00 +1.7779e+00 +3.1264e+00 -3.8971e+00
17076 +2.405942201e-02 +2.405942201e-02 -5.232594058e+01 -5.232594058e+01 -8.1143e-01 -1.2007e+00 +2.6669e+00 -2.2780e+00 -1.5225e+00 +3.5452e+00 -3.9237e+00 +4.8090e-02 +2.8089e+00 -1.7785e+00 +3.0968e+00 -5.5489e-01 +3.5143e+00 -8.4816e-01 -1.9393e+00 +1.1644e+00 -1.2202e+00 +1.7019e+00 +3.1697e+00 -3.9599e+00
17723 +1.374045120e-02 +1.374045120e-02 -5.233625955e+01 -5.233625955e+01 -8.4730e-01 -1.2696e+00 +2.4901e+00 -2.3388e+00 -1.5611e+00 +3.5979e+00 -3.8404e+00 +1.0620e-01 +2.8342e+00 -1.7479e+00 +2.9603e+00 -3.9520e-01 +3.4705e+00 -8.6666e-01 -1.8765e+00 +1.3022e+00 -1.1732e+00 +1.7581e+00 +3.1431e+00 -4.0340e+00
19235 +7.595687226e-03 +7.595687226e-03 -5.234240431e+01 -5.234240431e+01 -8.0042e-01 -1.2695e+00 +2.5996e+00 -2.3529e+00 -1.5223e+00 +3.6675e+00 -3.9569e+00 +1.7599e-02 +2.7635e+00 -1.7283e+00 +2.9643e+00 -5.3736e-01 +3.4435e+00 -8.4276e-01 -2.0077e+00 +1.1886e+00 -1.1335e+00 +1.7179e+00 +3.0395e+00 -3.9868e+00
19908 +5.196915378e-03 +5.196915378e-03 -5.234480308e+01 -5.234480308e+01 -8.7346e-01 -1.2524e+00 +2.5655e+00 -2.3855e+00 -1.5024e+00 +3.6235e+00 -3.9206e+00 -2.5614e-02 +2.8205e+00 -1.7093e+00 +3.0228e+00 -5.2395e-01 +3.4575e+00 -9.2205e-01 -1.8588e+00 +1.2634e+00 -1.1850e+00 +1.8015e+00 +3.1830e+00 -3.9539e+00
21267 +3.780899262e-03 +3.780899262e-03 -5.234621910e+01 -5.234621910e+01 -8.6312e-01 -1.3122e+00 +2.5134e+00 -2.4314e+00 -1.5322e+00 +3.6298e+00 -3.9122e+00 +3.8812e-02 +2.7570e+00 -1.7556e+00 +2.9777e+00 -4.4889e-01 +3.4719e+00 -8.9065e-01 -1.9092e+00 +1.2580e+00 -1.1364e+00 +1.7497e+00 +3.1435e+00 -4.0299e+00
21640 +2.465110169e-03 +2.465110169e-03 -5.234753489e+01 -5.234753489e+01 -8.6480e-01 -1.2238e+00 +2.5278e+00 -2.3232e+00 -1.5025e+00 +3.6070e+00 -3.9005e+00 +6.1882e-02 +2.8115e+00 -1.7101e+00 +2.9640e+00 -5.6177e-01 +3.5038e+00 -8.8541e-01 -1.9619e+00 +1.1937e+00 -1.1748e+00 +1.7499e+00 +3.1063e+00 -3.9561e+00
22843 +1.421088659e-03 +1.421088659e-03 -5.234857891e+01 -5.234857891e+01 -8.6846e-01 -1.2284e+00 +2.5181e+00 -2.3416e+00 -1.5278e+00 +3.6054e+00 -3.8970e+00 +1.7360e-02 +2.8197e+00 -1.6976e+00 +2.9892e+00 -5.1170e-01 +3.5021e+00 -8.9748e-01 -1.9201e+00 +1.2429e+00 -1.1341e+00 +1.7618e+00 +3.1327e+00 -3.9501e+00
23988 +9.840635081e-04 +9.840635081e-04 -5.234901594e+01 -5.234901594e+01 -8.5944e-01 -1.2501e+00 +2.5614e+00 -2.3631e+00 -1.5088e+00 +3.5965e+00 -3.9126e+00 +4.2266e-02 +2.7540e+00 -1.7040e+00 +2.9888e+00 -5.1737e-01 +3.4737e+00 -8.8625e-01 -1.9206e+00 +1.2196e+00 -1.1585e+00 +1.7565e+00 +3.1218e+00 -3.9536e+00
25098 +5.976093818e-04 +5.976093818e-04 -5.234940239e+01 -5.234940239e+01 -8.5054e-01 -1.2460e+00 +2.5781e+00 -2.3449e+00 -1.5021e+00 +3.5974e+00 -3.8926e+00 +4.8548e-03 +2.7729e+00 -1.7132e+00 +3.0374e+00 -5.3611e-01 +3.4963e+00 -8.9782e-01 -1.9100e+00 +1.2171e+00 -1.1629e+00 +1.7619e+00 +3.1331e+00 -3.9208e+00
26192 +3.904673673e-04 +3.904673673e-04 -5.234960953e+01 -5.234960953e+01 -8.6173e-01 -1.2390e+00 +2.5692e+00 -2.3555e+00 -1.5159e+00 +3.5960e+00 -3.8746e+00 +6.5385e-03 +2.8005e+00 -1.7102e+00 +3.0300e+00 -5.0653e-01 +3.4874e+00 -8.7411e-01 -1.9101e+00 +1.2266e+00 -1.1527e+00 +1.7578e+00 +3.1292e+00 -3.9412e+00
27090 +2.505466421e-04 +2.505466421e-04 -5.234974945e+01 -5.234974945e+01 -8.6627e-01 -1.2456e+00 +2.5530e+00 -2.3628e+00 -1.5233e+00 +3.6156e+00 -3.8830e+00 +3.2719e-03 +2.7874e+00 -1.7218e+00 +3.0273e+00 -5.0243e-01 +3.4709e+00 -8.7366e-01 -1.9251e+00 +1.2203e+00 -1.1443e+00 +1.7657e+00 +3.1301e+00 -3.9647e+00
28106 +1.449287177e-04 +1.449287177e-04 -5.234985507e+01 -5.234985507e+01 -8.7182e-01 -1.2359e+00 +2.5578e+00 -2.3491e+00 -1.5127e+00 +3.6027e+00 -3.8987e+00 +2.1640e-02 +2.7773e+00 -1.6913e+00 +3.0028e+00 -5.1215e-01 +3.4873e+00 -8.7771e-01 -1.9219e+00 +1.2138e+00 -1.1342e+00 +1.7593e+00 +3.1228e+00 -3.9539e+00
29009 +8.834700485e-05 +8.834700485e-05 -5.234991165e+01 -5.234991165e+01 -8.8751e-01 -1.2507e+00 +2.5423e+00 -2.3692e+00 -1.5119e+00 +3.6228e+00 -3.8884e+00 +9.3854e-03 +2.7703e+00 -1.6979e+00 +3.0116e+00 -5.1099e-01 +3.4900e+00 -8.7959e-01 -1.9190e+00 +1.2061e+00 -1.1277e+00 +1.7730e+00 +3.1309e+00 -3.9680e+00
30365 +5.488859248e-05 +5.488859248e-05 -5.234994511e+01 -5.234994511e+01 -8.7630e-01 -1.2481e+00 +2.5398e+00 -2.3592e+00 -1.5294e+00 +3.6195e+00 -3.8793e+00 +1.5502e-03 +2.7769e+00 -1.6974e+00 +3.0168e+00 -5.1922e-01 +3.5047e+00 -8.8175e-01 -1.9293e+00 +1.2121e+00 -1.1321e+00 +1.7714e+00 +3.1239e+00 -3.9410e+00
30462 +3.960101613e-05 +3.960101613e-05 -5.234996040e+01 -5.234996040e+01 -8.7040e-01 -1.2377e+00 +2.5368e+00 -2.3628e+00 -1.5220e+00 +3.6150e+00 -3.8829e+00 +1.4160e-02 +2.7850e+00 -1.7001e+00 +3.0074e+00 -5.0895e-01 +3.4873e+00 -8.8514e-01 -1.9239e+00 +1.2236e+00 -1.1351e+00 +1.7691e+00 +3.1190e+00 -3.9499e+00
32447 +2.358077415e-05 +2.358077415e-05 -5.234997642e+01 -5.234997642e+01 -8.6953e-01 -1.2495e+00 +2.5452e+00 -2.3555e+00 -1.5212e+00 +3.6177e+00 -3.8862e+00 +1.2943e-02 +2.7766e+00 -1.7062e+00 +3.0120e+00 -5.1501e-01 +3.4948e+00 -8.7984e-01 -1.9324e+00 +1.2076e+00 -1.1364e+00 +1.7643e+00 +3.1191e+00 -3.9550e+00
33264 +1.285982261e-05 +1.285982261e-05 -5.234998714e+01 -5.234998714e+01 -8.6689e-01 -1.2467e+00 +2.5516e+00 -2.3532e+00 -1.5161e+00 +3.6111e+00 -3.8885e+00 +1.3938e-02 +2.7823e+00 -1.7079e+00 +3.0130e+00 -5.1429e-01 +3.4937e+00 -8.8057e-01 -1.9275e+00 +1.2116e+00 -1.1405e+00 +1.7603e+00 +3.1212e+00 -3.9546e+00
34161 +9.062463462e-06 +9.062463462e-06 -5.234999094e+01 -5.234999094e+01 -8.6881e-01 -1.2479e+00 +2.5527e+00 -2.3590e+00 -1.5177e+00 +3.6164e+00 -3.8845e+00 +6.3633e-03 +2.7791e+00 -1.7080e+00 +3.0197e+00 -5.1859e-01 +3.4907e+00 -8.8023e-01 -1.9268e+00 +1.2090e+00 -1.1412e+00 +1.7668e+00 +3.1234e+00 -3.9492e+00
35094 +5.103922391e-06 +5.103922391e-06 -5.234999490e+01 -5.234999490e+01 -8.6724e-01 -1.2434e+00 +2.5413e+00 -2.3556e+00 -1.5245e+00 +3.6167e+00 -3.8824e+00 +1.1465e-02 +2.7828e+00 -1.7047e+00 +3.0117e+00 -5.1431e-01 +3.4942e+00 -8.8204e-01 -1.9312e+00 +1.2149e+00 -1.1364e+00 +1.7657e+00 +3.1178e+00 -3.9479e+00
36269 +2.876915502e-06 +2.876915502e-06 -5.234999712e+01 -5.234999712e+01 -8.6857e-01 -1.2459e+00 +2.5442e+00 -2.3587e+00 -1.5226e+00 +3.6204e+00 -3.8835e+00 +8.8406e-03 +2.7806e+00 -1.7059e+00 +3.0134e+00 -5.1496e-01 +3.4907e+00 -8.8006e-01 -1.9319e+00 +1.2104e+00 -1.1353e+00 +1.7672e+00 +3.1178e+00 -3.9511e+00
37499 +1.659960994e-06 +1.659960994e-06 -5.234999834e+01 -5.234999834e+01 -8.7140e-01 -1.2426e+00 +2.5389e+00 -2.3586e+00 -1.5245e+00 +3.6204e+00 -3.8832e+00 +1.0678e-02 +2.7809e+00 -1.7032e+00 +3.0103e+00 -5.1530e-01 +3.4909e+00 -8.8228e-01 -1.9312e+00 +1.2124e+00 -1.1348e+00 +1.7698e+00 +3.1191e+00 -3.9511e+00
38178 +1.353726091e-06 +1.353726091e-06 -5.234999865e+01 -5.234999865e+01 -8.7184e-01 -1.2437e+00 +2.5408e+00 -2.3570e+00 -1.5224e+00 +3.6195e+00 -3.8844e+00 +1.2890e-02 +2.7786e+00 -1.7038e+00 +3.0102e+00 -5.1802e-01 +3.4923e+00 -8.8229e-01 -1.9316e+00 +1.2090e+00 -1.1367e+00 +1.7688e+00 +3.1201e+00 -3.9520e+00
39243 +9.887635386e-07 +9.887635386e-07 -5.234999901e+01 -5.234999901e+01 -8.7105e-01 -1.2453e+00 +2.5394e+00 -2.3581e+00 -1.5236e+00 +3.6207e+00 -3.8819e+00 +1.0830e-02 +2.7779e+00 -1.7027e+00 +3.0114e+00 -5.1673e-01 +3.4942e+00 -8.8121e-01 -1.9325e+00 +1.2106e+00 -1.1343e+00 +1.7688e+00 +3.1179e+00 -3.9491e+00
39751 +6.162619286e-07 +6.162619286e-07 -5.234999938e+01 -5.234999938e+01 -8.7196e-01 -1.2442e+00 +2.5396e+00 -2.3595e+00 -1.5232e+00 +3.6215e+00 -3.8827e+00 +1.1136e-02 +2.7787e+00 -1.7036e+00 +3.0111e+00 -5.1611e-01 +3.4910e+00 -8.8125e-01 -1.9322e+00 +1.2094e+00 -1.1346e+00 +1.7699e+00 +3.1183e+00 -3.9522e+00
41115 +3.883524826e-07 +3.883524826e-07 -5.234999961e+01 -5.234999961e+01 -8.7095e-01 -1.2454e+00 +2.5433e+00 -2.3582e+00 -1.5223e+00 +3.6205e+00 -3.8833e+00 +9.6256e-03 +2.7799e+00 -1.7062e+00 +3.0137e+00 -5.1716e-01 +3.4918e+00 -8.8142e-01 -1.9315e+00 +1.2079e+00 -1.1367e+00 +1.7687e+00 +3.1201e+00 -3.9524e+00
41651 +2.030523376e-07 +2.030523376e-07 -5.234999980e+01 -5.234999980e+01 -8.7254e-01 -1.2457e+00 +2.5402e+00 -2.3597e+00 -1.5221e+00 +3.6222e+00 -3.8834e+00 +1.1289e-02 +2.7773e+00 -1.7040e+00 +3.0112e+00 -5.1723e-01 +3.4918e+00 -8.8157e-01 -1.9320e+00 +1.2077e+00 -1.1349e+00 +1.7699e+00 +3.1191e+00 -3.9530e+00
42872 +1.559984710e-07 +1.559984710e-07 -5.234999984e+01 -5.234999984e+01 -8.7104e-01 -1.2458e+00 +2.5422e+00 -2.3589e+00 -1.5218e+00 +3.6207e+00 -3.8835e+00 +1.1118e-02 +2.7789e+00 -1.7056e+00 +3.0122e+00 -5.1636e-01 +3.4916e+00 -8.8116e-01 -1.9316e+00 +1.2083e+00 -1.1360e+00 +1.7684e+00 +3.1193e+00 -3.9531e+00
43845 +9.894709052e-08 +9.894709052e-08 -5.234999990e+01 -5.234999990e+01 -8.7118e-01 -1.2444e+00 +2.5397e+00 -2.3579e+00 -1.5242e+00 +3.6205e+00 -3.8828e+00 +1.1351e-02 +2.7793e+00 -1.7038e+00 +3.0107e+00 -5.1636e-01 +3.4925e+00 -8.8125e-01 -1.9328e+00 +1.2100e+00 -1.1351e+00 +1.7690e+00 +3.1182e+00 -3.9512e+00
44646 +6.257292995e-08 +6.257292995e-08 -5.234999994e+01 -5.234999994e+01 -8.7187e-01 -1.2448e+00 +2.5401e+00 -2.3593e+00 -1.5231e+00 +3.6214e+00 -3.8834e+00 +1.1126e-02 +2.7792e+00 -1.7046e+00 +3.0112e+00 -5.1562e-01 +3.4911e+00 -8.8180e-01 -1.9314e+00 +1.2096e+00 -1.1351e+00 +1.7696e+00 +3.1195e+00 -3.9534e+00
45042 +3.834678353e-08 +3.834678353e-08 -5.234999996e+01 -5.234999996e+01 -8.7268e-01 -1.2444e+00 +2.5393e+00 -2.3593e+00 -1.5238e+00 +3.6218e+00 -3.8830e+00 +1.0833e-02 +2.7798e+00 -1.7047e+00 +3.0112e+00 -5.1564e-01 +3.4911e+00 -8.8171e-01 -1.9317e+00 +1.2091e+00 -1.1350e+00 +1.7701e+00 +3.1198e+00 -3.9540e+00
46825 +2.460491544e-08 +2.460491544e-08 -5.234999998e+01 -5.234999998e+01 -8.7182e-01 -1.2451e+00 +2.5402e+00 -2.3596e+00 -1.5229e+00 +3.6217e+00 -3.8834e+00 +1.1407e-02 +2.7787e+00 -1.7049e+00 +3.0111e+00 -5.1593e-01 +3.4909e+00 -8.8148e-01 -1.9320e+00 +1.2087e+00 -1.1352e+00 +1.7696e+00 +3.1189e+00 -3.9537e+00
47740 +1.413401662e-08 +1.413401662e-08 -5.234999999e+01 -5.234999999e+01 -8.7202e-01 -1.2451e+00 +2.5401e+00 -2.3589e+00 -1.5230e+00 +3.6216e+00 -3.8834e+00 +1.1422e-02 +2.7786e+00 -1.7045e+00 +3.0110e+00 -5.1643e-01 +3.4917e+00 -8.8153e-01 -1.9322e+00 +1.2085e+00 -1.1351e+00 +1.7694e+00 +3.1191e+00 -3.9533e+00
48943 +9.861750527e-09 +9.861750527e-09 -5.234999999e+01 -5.234999999e+01 -8.7200e-01 -1.2451e+00 +2.5400e+00 -2.3594e+00 -1.5229e+00 +3.6217e+00 -3.8833e+00 +1.1401e-02 +2.7787e+00 -1.7046e+00 +3.0110e+00 -5.1609e-01 +3.4914e+00 -8.8168e-01 -1.9319e+00 +1.2087e+00 -1.1350e+00 +1.7696e+00 +3.1191e+00 -3.9535e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.230374872e+02 +3.230374872e+02 +1.434974872e+02 +1.434974872e+02 -4.7518e+00 +3.4190e+00 +4.9726e+00 +7.8123e-02 +4.9552e+00 -3.2494e+00 +1.4763e+00 +3.9039e+00 -4.0982e+00 -1.9670e+00 +1.6766e-01 -2.2473e+00 +3.4143e+00 -1.9282e+00 +2.0343e+00 +3.4351e+00 -4.2410e+00 -2.1758e+00 +2.0232e+00 +1.7815e+00
2 +2.000880605e+02 +2.000880605e+02 +2.054806049e+01 +2.054806049e+01 +2.1706e-01 -2.1019e+00 -3.4714e+00 +3.3948e+00 -2.2359e+00 -2.6484e+00 -3.3639e+00 -3.5329e+00 +4.5703e+00 -3.8085e+00 -1.1039e+00 -2.1638e+00 +6.6075e-02 -3.5801e+00 +2.7993e+00 -1.4197e-01 +1.5159e+00 -1.6019e+00 -4.0518e-01 +2.8696e+00
5 +1.114037562e+02 +1.114037562e+02 -6.813624377e+01 -6.813624377e+01 +4.6832e+00 -8.2328e-01 +2.1835e-01 +1.3382e+00 +7.0815e-01 -4.2227e+00 +1.6377e+00 +2.2668e-01 -2.2126e+00 -1.5323e+00 +2.5748e+00 +2.9907e+00 +3.6513e+00 +4.7933e+00 +1.6070e+00 -2.6902e+00 +3.0237e+00 -3.0709e+00 +7.4286e-02 +2.0044e+00
7 +7.368113977e+01 +7.368113977e+01 -1.058588602e+02 -1.058588602e+02 +3.9297e+00 -9.6769e-01 +9.1088e-01 +4.7933e+00 -3.0401e+00 +1.7370e-01 +2.8148e-01 +2.9588e+00 -3.7176e+00 -2.2162e+00 -4.1095e+00 -2.1291e+00 -3.7539e+00 +5.2452e-02 -4.0384e-01 -1.7061e+00 +4.1150e+00 -4.3899e+00 -3.7271e+00 -3.1854e+00
19 +5.959349006e+01 +5.959349006e+01 -1.199465099e+02 -1.199465099e+02 +2.4163e+00 -2.1962e+00 -3.1569e-01 -1.3604e+00 +4.6871e+00 -1.1555e+00 +6.0504e-02 +1.0997e+00 +2.0984e+00 -3.2891e+00 -2.1897e+00 +7.8516e-01 +2.5235e+00 -2.2236e+00 +1.0358e+00 -1.7625e+00 +4.2154e+00 +4.3564e+00 +2.0321e+00 +2.6101e+00
210 +3.475101299e+01 +3.475101299e+01 -1.447889870e+02 -1.447889870e+02 -1.7024e-01 +2.1883e+00 -3.1643e+00 +2.2000e+00 -1.2533e+00 +1.0674e+00 -6.2223e-01 +3.2288e+00 +3.6632e-01 +3.3407e+00 -3.3519e+00 +3.5208e+00 +3.7927e-01 +1.3973e+00 +6.6965e+00 +2.3792e+00 -4.6129e+00 +5.3457e+00 -2.7594e+00 +2.7145e+00
313 +1.988830697e+01 +1.988830697e+01 -1.596516930e+02 -1.596516930e+02 +1.0647e+00 +5.0111e-01 -4.5022e+00 +4.0120e+00 +3.2211e+00 +3.3582e+00 +9.4381e-03 +1.1658e+00 +1.7299e+00 +4.7917e-01 -2.2115e+00 -5.2416e+00 -2.3954e+00 -1.0376e-01 +5.5716e+00 +1.9861e+00 +3.5383e-01 +4.0294e+00 +5.1355e-01 +1.0435e+00
1925 +1.297044441e+01 +1.297044441e+01 -1.665695556e+02 -1.665695556e+02 -1.5505e+00 -1.2375e+00 -5.6092e+00 -7.6342e-01 +6.5476e+00 +6.2903e-01 +2.6272e+00 +3.1591e+00 -1.7989e+00 +3.5759e+00 -1.8655e+00 +1.2542e+00 +2.1799e-01 +2.1081e-01 +9.8507e-01 -9.8485e-01 -1.5453e+00 +4.6508e+00 +3.2951e+00 -9.5063e-01
3469 +9.950284544e+00 +9.950284544e+00 -1.695897155e+02 -1.695897155e+02 -1.0683e+00 +1.3375e+00 -4.1766e+00 -7.6401e-01 +6.9217e+00 +2.2510e+00 +3.4984e+00 +1.3566e+00 +1.3840e+00 +3.7217e+00 -3.9309e-01 +9.4928e-01 -1.5058e-01 -2.8499e-01 +1.9981e+00 -2.0292e+00 -7.6486e-01 +4.9083e+00 +1.1718e+00 +5.3675e-01
