% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2344 +1.044757135e+00 +1.044757135e+00 -8.165242865e+00 -8.165242865e+00 +5.3426e+00 +4.0745e+00 +1.1494e+01 +1.2254e+01 -1.5969e+01 +1.1060e+01 +2.4321e+01 +1.1987e+01 +8.5940e+00 -8.9734e+00 -5.3612e+00 -7.1072e+00 +7.9010e+00 +5.9176e+00 -1.1026e+01 -7.5047e+00 +1.3452e+01 +1.3351e+01 -1.7623e+01 +6.5472e+00
2369 +8.323599118e-01 +8.323599118e-01 -8.377640088e+00 -8.377640088e+00 +1.1053e+01 +2.7154e+01 +1.3547e+01 +9.4196e+00 -1.3540e+01 +1.4300e+01 +3.5828e+01 +3.7007e+01 +1.0134e+01 -6.7411e+00 -8.9434e+00 -9.7769e+00 +1.4310e+01 +8.7799e+00 -4.8474e+00 -1.0996e+01 +7.6977e+00 +1.3334e+01 -1.3587e+01 +1.4757e+01
2389 -3.552713679e-14 -3.552713679e-14 -9.210000000e+00 -9.210000000e+00 +1.1340e+01 +2.0890e+01 +8.5940e+00 +1.1470e+01 -9.7409e+00 +1.6803e+01 +2.8406e+01 +2.7815e+01 +8.7625e+00 -2.3780e+01 -8.2218e+00 -1.0914e+01 +1.6272e+01 +9.7590e+00 -5.5912e+00 -1.1887e+01 +7.9954e+00 +1.3973e+01 -1.4456e+01 +1.0840e+01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.330990745e+02 +3.330990745e+02 +9.890890745e+02 +9.890890745e+02 +3.7887e+00 +4.8214e+00 -5.4698e-02 +1.5954e+00 -3.3492e+00 -2.7843e-01 -3.3758e+00 -2.6155e+00 -1.4744e+00 -4.8870e+00 -7.0078e-01 +4.9730e+00 +3.6621e+00 +2.9860e-01 -2.4056e+00 +9.7350e-01 -1.4679e+00 +9.9492e-01 +1.8219e+00 -1.9418e-01
96 +2.367861850e+02 +2.367861850e+02 +8.927761850e+02 +8.927761850e+02 +2.6799e+00 -1.5557e+00 -1.1342e+00 +9.9528e-01 +7.9896e-01 -4.3567e+00 +4.0631e-01 -1.4343e-01 -1.0610e+00 -2.2707e+00 +2.2270e+00 +5.0129e-01 +2.1434e+00 +3.7634e+00 +3.4804e+00 +4.4396e+00 -4.2359e+00 -1.9493e+00 -1.0326e-01 +4.9578e+00
283 +1.556027612e+02 +1.556027612e+02 +8.115927612e+02 +8.115927612e+02 -2.1154e+00 +2.1896e+00 -2.1295e+00 -3.5651e+00 +2.9153e-01 +2.8396e+00 +2.7055e+00 +4.9769e+00 -2.3684e+00 -3.1680e+00 +3.2168e+00 -3.2149e+00 +1.7497e+00 -5.6821e+00 +6.1092e+00 +8.4160e+00 -2.8880e+00 -8.7908e+00 +4.1764e+00 +7.7489e+00
508 +9.864430965e+01 +9.864430965e+01 +7.546343096e+02 +7.546343096e+02 -6.1245e+00 -1.1272e+01 -4.4278e+00 -3.3640e+00 -5.6908e+00 +1.7662e+00 -3.9383e+00 +4.5810e+00 -9.1519e+00 -9.5926e+00 +1.1306e+00 -1.2729e+00 +5.4541e+00 -7.7108e+00 +1.1821e+01 +4.9192e+00 -1.1381e+01 -4.2415e+00 +3.2006e+00 +1.0559e+01
837 +5.911676625e+01 +5.911676625e+01 +7.151067663e+02 +7.151067663e+02 -4.9886e+00 -1.9764e+01 -4.0948e+00 +2.1829e+00 +6.9556e-01 -4.9646e+00 -1.0715e+01 +1.2262e+01 -8.1754e+00 -4.7565e+00 +7.6700e+00 +1.7791e+00 +6.3672e+00 -9.0556e+00 +1.5439e+01 +8.1834e+00 -3.8603e+00 -8.9156e+00 +3.4483e+00 +2.9250e+01
959 +3.841584130e+01 +3.841584130e+01 +6.944058413e+02 +6.944058413e+02 -3.4109e+00 -1.5138e+01 -7.2122e+00 -5.9896e+00 -8.2533e+00 -7.7590e+00 -9.7370e+00 +1.4777e+01 -1.0230e+01 -8.8394e+00 +6.4811e+00 +4.1573e+00 +7.4729e+00 -4.3696e+00 +6.1711e+00 +1.0369e+01 -6.3839e+00 -6.0305e+00 +4.1021e+00 +1.8608e+01
1288 +2.012844703e+01 +2.012844703e+01 +6.761184470e+02 +6.761184470e+02 -1.0787e+01 -5.2094e+00 -4.4309e+00 +7.1153e+00 -8.7285e+00 -5.1290e+00 -8.1456e+00 +7.1931e+00 -5.5836e+00 -6.5784e+00 +1.0800e+01 +1.4030e+01 +4.1553e+00 -1.1643e+01 +1.1991e+01 +1.1656e+01 -6.3242e+00 -8.8324e+00 +1.2030e+01 +3.8863e+01
1362 +1.490961336e+01 +1.490961336e+01 +6.708996134e+02 +6.708996134e+02 -5.0916e+00 -9.2965e+00 -4.4539e+00 +8.7063e+00 -8.8809e+00 -5.4465e+00 -1.1430e+01 +7.8370e+00 -5.1296e+00 -1.4987e+01 +8.4813e+00 +4.6248e+00 +7.5794e+00 -5.6525e+00 +7.1614e+00 +1.0635e+01 -7.1765e+00 -4.6560e+00 +7.1609e+00 +4.0124e+01
1573 +9.411245643e+00 +9.411245643e+00 +6.654012456e+02 +6.654012456e+02 +1.7731e+00 -2.0178e+00 -1.4262e+01 +1.3340e+01 -1.2367e+01 -4.4539e+00 -1.1262e+01 +7.0285e+00 -7.8521e+00 -1.2235e+01 +1.0680e+01 +8.0257e+00 +4.8264e+00 -5.9098e+00 +4.8032e+00 +1.4834e+01 -1.0484e+01 -7.3763e+00 +5.7287e+00 +2.9648e+01
1816 +2.825249164e+00 +2.825249164e+00 +6.588152492e+02 +6.588152492e+02 +2.8086e+00 -4.4385e+00 -1.4873e+01 +1.6749e+01 -1.2060e+01 -8.1460e+00 -1.6057e+01 +1.3315e+01 -6.9842e+00 -1.5841e+01 +1.8903e+01 +1.2223e+01 +8.7430e+00 -1.6566e+01 +1.0447e+01 +1.6817e+01 -6.1977e+00 -9.5277e+00 +1.1969e+01 +5.0936e+01
2079 +1.963132256e+00 +1.963132256e+00 +6.579531323e+02 +6.579531323e+02 +4.1536e+00 -9.5538e+00 -2.2603e+01 +1.2592e+01 -8.1998e+00 -1.3238e+01 -2.1254e+01 +1.5713e+01 -4.5765e+00 -2.0935e+01 +1.3448e+01 +1.1634e+01 +1.2083e+01 -1.7998e+01 +1.2636e+01 +2.1406e+01 -7.3316e+00 -1.7401e+01 +5.1411e+00 +5.1790e+01
2210 -3.410605132e-13 -3.410605132e-13 +6.559900000e+02 +6.559900000e+02 +6.6425e+00 -1.0314e+01 -2.5913e+01 +2.4521e+01 -5.6843e+00 -6.4670e+00 -2.9755e+01 +1.9469e+01 -6.2242e+00 -2.9703e+01 +1.9176e+01 +1.2875e+01 +1.3244e+01 -1.5481e+01 +1.4699e+01 +2.3057e+01 -7.1392e+00 -1.5456e+01 +1.4034e+01 +6.5674e+01
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.032595339e+02 +4.032595339e+02 +4.699695339e+02 +4.699695339e+02 -2.4003e+00 +3.0652e+00 +8.4245e-01 +3.6661e+00 -1.8834e+00 -4.8079e+00 +3.1167e+00 -3.2208e+00 +9.1147e-01 +4.7279e+00 -5.3807e-01 -1.7334e+00 -7.3984e-02 +1.1011e+00 +4.1960e+00 -3.2477e+00 +4.0071e+00 -3.1476e+00 -1.1807e-01 +4.9418e-01
5 +3.643173024e+02 +3.643173024e+02 +4.310273024e+02 +4.310273024e+02 -2.2667e+00 +1.2694e-01 +1.2428e+00 -3.2295e+00 +2.3952e+00 +1.4835e+00 +5.9220e-01 -2.1798e+00 -4.3846e+00 +1.6939e+00 +6.9418e-01 -3.4132e+00 +6.3912e-01 +2.4744e+00 +1.7125e+00 +3.7786e+00 +1.0924e+00 -1.3195e+00 +3.9647e+00 -2.7412e+00
125 +2.400831230e+02 +2.400831230e+02 +3.067931230e+02 +3.067931230e+02 -4.5184e+00 -1.5696e+00 -3.5930e-01 +3.5206e+00 -2.1268e+00 -4.8507e+00 -3.9181e+00 +1.9837e-01 +3.9754e+00 -3.4079e+00 -7.9405e-01 -3.7406e+00 +4.6370e+00 +3.0355e+00 -4.5577e+00 +4.1889e+00 -4.5733e+00 +4.5845e+00 -3.1980e+00 -4.8093e+00
335 +1.368812833e+02 +1.368812833e+02 +2.035912833e+02 +2.035912833e+02 -3.9161e+00 +3.6677e-02 +2.1004e+00 -1.8176e+00 -7.9458e+00 +4.2581e-01 -2.7791e+00 -8.7220e-01 +3.3937e+00 -2.0572e+00 -5.0779e-01 -3.9167e+00 +2.7841e+00 +5.6738e-01 +6.4727e+00 +2.0398e+00 -6.1400e+00 -7.5245e+00 -4.4638e+00 -4.7449e+00
581 +8.810503172e+01 +8.810503172e+01 +1.548150317e+02 +1.548150317e+02 -2.2080e+00 +1.0224e+01 -2.3565e+00 +1.0983e+00 -7.4515e+00 +9.1994e+00 -4.9615e+00 -4.6940e-02 +4.6757e+00 -5.6835e+00 -2.5582e+00 +2.8827e+00 +7.6871e+00 +3.3566e+00 +5.1376e+00 +1.1468e+01 -7.0254e+00 -1.1097e+01 -5.4085e+00 -4.9401e+00
735 +6.160833222e+01 +6.160833222e+01 +1.283183322e+02 +1.283183322e+02 -6.6055e+00 +7.6828e+00 +2.4668e+00 -7.9744e-01 -9.4208e+00 +5.8342e+00 -1.1651e+01 -4.0685e+00 +1.3080e+01 -4.4411e+00 +6.2558e-01 -5.7790e+00 +9.6525e+00 +5.5917e+00 +3.7724e+00 +6.9586e+00 -5.4940e+00 -1.2578e+01 -6.1587e+00 -7.5718e+00
825 +1.787908079e+01 +1.787908079e+01 +8.458908079e+01 +8.458908079e+01 +2.3420e+00 -8.2881e-01 -4.6154e+00 +3.4919e+00 -2.7525e+01 +3.2710e+00 -8.8544e+00 -9.4276e+00 +1.8235e+01 -7.7896e+00 -1.2913e+01 -1.4879e+01 +6.2527e+00 +7.8810e+00 +1.0634e+01 +7.1274e+00 -7.7970e+00 -5.1343e+00 -7.9534e+00 -1.8521e+01
1182 +9.917688426e+00 +9.917688426e+00 +7.662768843e+01 +7.662768843e+01 -8.3370e+00 -2.0386e+00 -1.3695e+00 +5.4818e+00 -1.9420e+01 +5.3175e+00 -1.2918e+01 -4.1658e+00 +1.3159e+01 -1.1276e+01 -1.1246e+01 -1.0202e+01 +1.1969e+01 +1.1602e+01 +5.8714e+00 +1.5993e+01 -6.7862e+00 -1.7090e+01 -8.1659e+00 -1.2552e+01
1328 +2.876331554e+00 +2.876331554e+00 +6.958633155e+01 +6.958633155e+01 -9.2639e+00 -8.9965e+00 -5.8492e+00 +5.9037e+00 -2.7967e+01 +3.4308e+00 -2.2871e+01 -5.8446e+00 +1.4459e+01 -1.2790e+01 -2.5882e+01 -9.8841e+00 +1.2781e+01 +1.8889e+01 +6.5063e+00 +1.8898e+01 -8.6250e+00 -9.2821e+00 -7.1706e+00 -1.4913e+01
1520 -7.105427358e-14 -7.105427358e-14 +6.671000000e+01 +6.671000000e+01 -6.1066e+00 -2.0363e+01 -7.6285e+00 +1.4487e+01 -2.3191e+01 +9.2688e+00 -2.7599e+01 -1.0607e+01 +1.5495e+01 -8.4854e+00 -2.8999e+01 -9.7777e+00 +1.6221e+01 +2.3416e+01 +8.2000e+00 +2.1743e+01 -1.2057e+01 -1.1638e+01 -6.8280e+00 -8.2111e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.341537079e+02 +3.341537079e+02 +1.275823708e+03 +1.275823708e+03 +5.0769e-01 +9.5484e-01 +3.1885e+00 -4.7952e+00 +9.3283e-01 -2.9294e+00 -4.2996e+00 -3.0960e-01 +1.5958e+00 -4.6697e+00 +2.6752e+00 -1.8522e-01 +3.5827e+00 -9.1332e-01 +4.1246e-01 +2.8173e+00 +2.8623e+00 +3.3310e+00 +4.9148e+00 -2.8780e+00
92 +1.935516362e+02 +1.935516362e+02 +1.135221636e+03 +1.135221636e+03 +4.5061e+00 +9.5477e-01 -4.8504e+00 -2.7667e+00 -2.9042e+00 -4.2716e+00 +2.2008e+00 +2.0764e+00 +3.2323e+00 -1.6661e+00 +3.8172e+00 +4.4653e+00 +2.1048e+00 -4.9878e+00 +2.3924e+00 +4.2875e+00 -9.8216e-01 +4.3233e+00 +3.7002e+00 +4.7000e+00
274 +1.399865379e+02 +1.399865379e+02 +1.081656538e+03 +1.081656538e+03 -1.7368e+00 -8.5413e-01 +1.7104e+00 -1.6472e+00 -8.2078e+00 +2.2132e+00 -4.3052e+00 +6.9364e+00 +3.6351e+00 -7.9698e-01 +4.4779e+00 +6.8978e+00 +3.1885e-01 +2.2660e+00 +8.1252e+00 +5.8206e+00 -5.0293e+00 +7.6343e+00 +5.8568e+00 +5.0314e+00
615 +7.874177286e+01 +7.874177286e+01 +1.020411773e+03 +1.020411773e+03 -4.4873e+00 -3.6403e-01 +9.2955e+00 +3.9730e+00 -8.6087e+00 -4.8595e+00 -4.0890e-01 -1.1484e+00 +6.7324e+00 +4.7313e+00 +8.9527e+00 +5.4013e+00 +1.6363e-01 -5.4879e+00 +1.2794e+01 +1.6845e+01 -8.3255e+00 +4.7841e+00 +1.4114e+01 +6.0988e+00
967 +4.967437661e+01 +4.967437661e+01 +9.913443766e+02 +9.913443766e+02 -2.3176e-01 -4.3743e+00 +2.7218e+00 +7.6706e+00 -7.5161e+00 -1.8436e+00 -5.4394e+00 +7.8936e+00 +9.8363e+00 -5.5897e+00 +1.2380e+01 +5.5695e+00 -3.7398e+00 -7.3240e+00 +1.6152e+01 +1.1300e+01 -6.7931e+00 +1.0550e+01 +5.1435e+00 +6.0645e+00
1156 +2.927741619e+01 +2.927741619e+01 +9.709474162e+02 +9.709474162e+02 -4.8341e+00 -7.0233e+00 +7.8072e+00 +2.2881e+00 -1.0296e+00 -4.6876e+00 -2.4290e+00 -7.2439e+00 +9.6312e+00 -3.9298e+00 +8.1392e+00 +4.0046e+00 -3.6194e+00 -7.5616e+00 +6.4197e+00 +1.2787e+01 -5.2690e+00 +6.4622e+00 +6.2459e+00 +8.6865e+00
1158 +2.239562673e+01 +2.239562673e+01 +9.640656267e+02 +9.640656267e+02 -6.7090e+00 -4.6319e+00 +7.7026e+00 +2.3633e+00 -1.2650e+00 -2.2256e+00 -1.5990e+00 -1.0983e+01 +5.8367e+00 -5.4589e+00 +5.6707e+00 +7.0749e+00 -6.6477e+00 -6.0428e+00 +5.7717e+00 +1.0356e+01 -6.9917e+00 +5.4128e+00 +9.1828e+00 +1.2835e+01
1430 +7.544004098e+00 +7.544004098e+00 +9.492140041e+02 +9.492140041e+02 -3.3580e+00 -1.1479e+01 +1.2954e+01 +6.7588e+00 -3.9265e+00 -2.7311e+00 -9.1003e+00 -6.1296e+00 +1.3476e+01 -5.4557e+00 +1.1202e+01 +1.2416e+01 -1.0153e+01 -6.8380e+00 +1.6039e+01 +9.4825e+00 -8.1481e+00 +1.0972e+01 +1.0234e+01 +1.2928e+01
1742 +3.095862570e+00 +3.095862570e+00 +9.447658626e+02 +9.447658626e+02 -5.4824e+00 -7.3968e+00 +3.4556e+00 +1.2311e+01 -4.3054e+00 -6.3776e+00 -1.7774e+01 -8.0198e+00 +8.5179e+00 -5.5942e+00 +1.8854e+01 +1.4595e+01 -6.5836e+00 -7.1238e+00 +1.7636e+01 +1.0966e+01 -5.5057e+00 +7.6155e+00 +1.2725e+01 +1.2279e+01
1863 +1.874123662e+00 +1.874123662e+00 +9.435441237e+02 +9.435441237e+02 -9.0722e+00 -6.2879e+00 +7.5273e+00 +1.0647e+01 -1.1281e+01 -3.9776e+00 -1.6587e+01 -1.4064e+01 +6.1193e+00 -1.1350e+01 +1.9952e+01 +1.3953e+01 -7.4663e+00 -1.4841e+01 +1.7266e+01 +1.2783e+01 -1.0818e+01 +8.2153e+00 +1.3398e+01 +1.6281e+01
1970 +2.273736754e-13 +2.273736754e-13 +9.416700000e+02 +9.416700000e+02 -9.3708e+00 -9.0778e+00 +2.2738e+01 +1.0597e+01 -6.9896e+00 -7.0693e+00 -5.6120e+00 -1.5278e+01 +1.0718e+01 -8.9160e+00 +1.4210e+01 +9.1649e+00 -8.9478e+00 -1.4157e+01 +2.0804e+01 +1.2748e+01 -8.0413e+00 +9.5500e+00 +1.6266e+01 +1.4407e+01
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.487122372e+02 +3.487122372e+02 +3.112622372e+02 +3.112622372e+02 +4.8259e+00 -1.5810e+00 +4.4834e+00 +4.0231e-01 -2.1091e+00 -5.6004e-01 +1.9403e+00 -4.9341e+00 +2.4553e+00 -9.0944e-01 -3.0551e+00 -2.9965e+00 -1.5873e+00 -4.1520e+00 -3.8625e+00 +2.7243e-01 +4.6403e+00 -6.5592e-01 +4.2946e+00 -3.4209e+00
36 +2.472621367e+02 +2.472621367e+02 +2.098121367e+02 +2.098121367e+02 -6.9042e-01 -9.0868e-01 +9.3331e-02 +9.8923e-02 +3.1096e+00 -4.8921e+00 +3.8880e+00 -4.0777e+00 -1.2625e+00 -4.4636e-01 +3.3069e+00 -4.5761e-01 -4.7229e+00 +3.1069e+00 +1.2907e+00 +1.6414e+00 -4.6510e+00 +4.6904e+00 +2.9419e+00 -2.7925e+00
226 +1.494014481e+02 +1.494014481e+02 +1.119514481e+02 +1.119514481e+02 +4.9456e+00 -3.8497e+00 +4.7468e+00 +3.0362e+00 +9.0407e-01 +1.7635e+00 +4.8492e+00 -3.1903e+00 -2.4244e-01 +2.5618e+00 +3.5993e+00 +3.5615e+00 -2.6494e+00 +2.0878e+00 +2.1129e+00 +6.4908e+00 -6.1032e+00 +6.8910e+00 +3.1819e+00 -5.2954e+00
438 +9.281272619e+01 +9.281272619e+01 +5.536272619e+01 +5.536272619e+01 +1.0346e+01 -1.5293e+00 +3.8265e+00 +1.0683e+00 +3.6944e+00 +1.2086e+00 +4.7450e+00 -4.3153e+00 -1.1035e+00 +6.4000e+00 +9.9764e+00 +2.6160e+00 -5.0785e+00 +4.4889e-01 +4.8982e+00 +7.8166e+00 -9.2832e+00 +9.9620e+00 +7.7454e+00 -6.4230e+00
855 +4.111736383e+01 +4.111736383e+01 +3.667363829e+00 +3.667363829e+00 +1.2560e+01 +9.8888e+00 +8.4209e+00 +3.2297e+00 +5.0842e+00 +4.6835e+00 +2.3461e+00 -2.0744e+00 +9.2674e+00 +5.4597e+00 +5.2541e+00 +6.9633e+00 -1.5859e+01 -9.1757e+00 +9.0863e+00 +1.0017e+01 -1.3990e+01 +1.5114e+01 +7.3990e+00 -6.3817e+00
936 +3.047110414e+01 +3.047110414e+01 -6.978895860e+00 -6.978895860e+00 +1.1984e+01 +5.3181e+00 +6.1323e+00 +5.0055e-01 +6.0146e+00 +3.0318e+00 +7.5011e+00 -5.0179e+00 +5.4469e+00 +7.4006e+00 +5.6735e+00 +7.2610e+00 -1.4701e+01 -4.9824e+00 +8.9194e+00 +6.9460e+00 -1.6529e+01 +4.8750e+00 +8.1743e+00 -5.8019e+00
1951 +2.424379545e+01 +2.424379545e+01 -1.320620455e+01 -1.320620455e+01 +5.0387e+00 +8.5046e+00 +5.1548e+00 -5.5418e+00 -2.3989e+00 -3.2939e-01 +6.7587e+00 -6.1099e-01 +8.6289e+00 +7.6127e+00 +6.5890e+00 +5.8066e+00 -6.7996e+00 -6.3048e+00 +9.4202e+00 +1.1293e+01 -1.3618e+01 +5.0216e+00 +5.1913e+00 -5.4549e+00
2453 +1.266472851e+01 +1.266472851e+01 -2.478527149e+01 -2.478527149e+01 +1.7431e+01 +9.0560e+00 +1.4902e+01 -5.8713e+00 +4.6121e-01 +6.2727e+00 +3.1650e+00 -5.2792e+00 +5.2768e+00 +1.1160e+01 +1.3506e+01 +1.0427e+01 -1.4461e+01 -5.4263e+00 +9.9798e+00 +8.8001e+00 -1.4025e+01 +1.2744e+01 +5.8595e+00 -5.5208e+00
2666 +9.039482362e+00 +9.039482362e+00 -2.841051764e+01 -2.841051764e+01 +2.0140e+01 +8.8504e+00 +1.1609e+01 -9.5423e+00 +1.7329e-01 +5.8470e+00 +1.1044e+01 -4.7263e+00 +8.4472e+00 +1.2402e+01 +8.3534e+00 +1.0006e+01 -1.8247e+01 -1.3207e+01 +6.7812e+00 +5.6462e+00 -1.8919e+01 +1.4227e+01 +8.9769e+00 -5.1984e+00
3017 +3.714500415e+00 +3.714500415e+00 -3.373549958e+01 -3.373549958e+01 +2.2310e+01 +3.0654e+00 +1.7929e+01 -1.4384e+01 -7.8815e+00 +1.0404e+01 +1.0568e+01 -4.3447e+00 +8.4521e+00 +1.4948e+01 +7.7754e+00 +1.6650e+01 -1.9086e+01 -7.1409e+00 +1.3804e+01 +1.4660e+01 -1.6133e+01 +1.0087e+01 +5.1770e+00 -5.4586e+00
3116 +2.082496943e+00 +2.082496943e+00 -3.536750306e+01 -3.536750306e+01 +1.0823e+01 +4.9697e+00 +8.3347e+00 -1.6333e+01 -5.8731e+00 +6.0231e+00 +1.4561e+01 -4.1231e+00 +9.6149e+00 +7.4608e+00 +6.1887e+00 +6.8819e+00 -1.4100e+01 -7.5990e+00 +6.9942e+00 +7.8569e+00 -1.8900e+01 +1.0109e+01 +6.5023e+00 -5.0601e+00
3694 +1.333159089e+00 +1.333159089e+00 -3.611684091e+01 -3.611684091e+01 +2.5127e+01 +3.8190e+00 +9.9106e+00 -1.0593e+01 -8.6609e+00 +1.1089e+01 +1.3164e+01 -5.0990e+00 +7.9884e+00 +1.0601e+01 +1.0762e+01 +1.1793e+01 -2.8435e+01 -9.9942e+00 +1.2280e+01 +1.1655e+01 -2.7339e+01 +1.3375e+01 +1.1978e+01 -6.3094e+00
3734 -4.263256415e-14 -4.263256415e-14 -3.745000000e+01 -3.745000000e+01 +2.4351e+01 +9.0599e+00 +1.1678e+01 -5.8235e+00 -6.3389e+00 +1.2356e+01 +9.4596e+00 -9.1576e+00 +6.2867e+00 +1.1015e+01 +1.5793e+01 +1.0440e+01 -2.0534e+01 -5.6278e+00 +9.1257e+00 +6.1837e+00 -2.5711e+01 +1.4358e+01 +7.5079e+00 -6.9286e+00
% function evaluation | noise-free fitness - Fopt (2.906200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
