% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
260 +1.562328876e+02 +1.562328876e+02 -3.902671124e+02 -3.902671124e+02 +2.2683e+00 -6.5768e-01 -1.0126e-01 -2.7554e+00 +1.1900e+00 -4.6917e-01 +1.1189e-01 +6.4697e-01 -2.3338e+00 +1.8898e+00 +1.4181e+00 -5.1102e-02 +1.0826e+00 -2.7817e+00 +3.9248e-01 -2.8179e+00 +1.4700e+00 -1.6881e+00 -2.2756e+00 +8.1445e-01
300 +5.461589275e+01 +5.461589275e+01 -4.918841073e+02 -4.918841073e+02 +1.5643e+00 +8.4257e-01 -6.4511e-01 -1.4101e+00 +3.7948e-01 +1.0020e+00 -8.1490e-01 -7.8688e-01 -1.7279e+00 +1.5893e+00 +1.2860e+00 +5.4803e-01 +1.1432e+00 -2.3595e+00 +1.1912e+00 -1.9549e+00 +1.3578e+00 -1.7366e+00 -1.5325e+00 +1.6130e+00
387 +4.245573426e+00 +4.245573426e+00 -5.422544266e+02 -5.422544266e+02 +1.8357e+00 +1.8086e+00 -9.3053e-01 +8.0126e-01 +2.4441e+00 +5.1894e-01 -2.1547e+00 +1.2151e+00 -1.7917e+00 +6.2765e-01 +8.8718e-01 +1.1043e+00 +2.3822e+00 -1.6175e+00 +1.5450e+00 -1.8269e+00 +2.3155e+00 -1.2577e+00 -2.3359e+00 +5.7947e-01
450 +3.739611845e+00 +3.739611845e+00 -5.427603882e+02 -5.427603882e+02 +2.1735e-01 -3.8105e-01 -5.4272e-01 +7.3122e-01 +2.8789e+00 -1.0868e+00 -1.0060e+00 +4.0605e-01 -9.3556e-01 +2.5277e+00 +2.3989e-01 +7.6653e-01 +7.6509e-01 -2.2306e+00 +1.1324e+00 -9.2464e-01 +1.8021e+00 -1.7914e+00 -1.5872e+00 +8.0490e-01
1502 +2.501099364e+00 +2.501099364e+00 -5.439989006e+02 -5.439989006e+02 +1.6045e+00 -4.4313e-01 -3.5645e-01 -1.8788e+00 +1.3323e+00 -4.1286e-01 -1.0184e-02 +2.4470e-01 -2.5746e+00 +4.1057e-01 +2.5282e+00 +1.9553e+00 +1.5338e+00 -1.3385e+00 +9.2531e-01 -2.3056e+00 +1.1428e+00 -1.8872e+00 -8.8038e-01 +1.3295e+00
2164 +1.576064290e+00 +1.576064290e+00 -5.449239357e+02 -5.449239357e+02 +1.5240e+00 -4.1107e-01 -4.6266e-01 -1.8493e+00 +1.2751e+00 -3.0797e-01 -4.5602e-02 +2.4555e-01 -2.5618e+00 +3.9749e-01 +2.5473e+00 +1.9992e+00 +1.5926e+00 -1.7311e+00 +1.0418e+00 -2.3895e+00 +9.9597e-01 -1.9907e+00 -9.2758e-01 +1.2560e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.234340630e+05 +1.234340630e+05 +1.244340630e+05 +1.244340630e+05 -6.8190e-01 -1.1072e+00 +5.7926e-01 -3.5417e+00 +2.9082e+00 -2.9076e+00 +2.3741e-01 +8.2381e-01 +3.9832e+00 +1.2643e+00 -2.5357e+00 +1.7910e+00 -2.9423e-02 -3.1361e+00 -5.5425e-01 -3.5950e+00 +1.2777e+00 -2.1589e+00 +3.1472e-01 -3.3136e+00
9 +7.660348495e+04 +7.660348495e+04 +7.760348495e+04 +7.760348495e+04 -1.9632e+00 +1.2664e+00 +6.8167e-01 -3.2433e+00 +3.2965e+00 -3.7486e+00 +2.2116e+00 -6.3851e-01 +3.7773e+00 -3.9953e+00 -5.3124e+00 -1.5676e+00 -7.3342e-01 -5.2253e+00 -2.9836e+00 -1.1246e+00 +5.8141e-02 -4.6409e-01 -1.1184e+00 -4.7618e-01
35 +5.499157664e+04 +5.499157664e+04 +5.599157664e+04 +5.599157664e+04 +5.2429e+00 +2.7194e+00 +1.8882e-01 -3.3348e+00 +3.8707e+00 -4.4890e+00 +9.5304e-02 +1.4946e+00 +1.0950e+00 +3.1000e-01 -7.3662e+00 +1.1291e+00 +4.8321e-01 -1.9511e+00 +6.5929e-02 -9.2155e-01 -2.3367e+00 -8.6455e-01 -3.4634e+00 +1.2948e-01
59 +3.671793340e+04 +3.671793340e+04 +3.771793340e+04 +3.771793340e+04 +3.8125e+00 -5.7680e-01 -1.0141e+00 -4.2180e+00 +2.2455e+00 -3.0417e+00 +5.8704e-02 +4.0606e+00 +3.8926e+00 -2.6473e+00 -4.2398e+00 -1.0455e+00 +7.5941e-02 -1.9886e+00 +2.3601e-02 -2.9497e+00 -1.2702e+00 -4.2053e+00 -6.2634e-01 -3.6710e-02
86 +2.336260812e+04 +2.336260812e+04 +2.436260812e+04 +2.436260812e+04 +4.7233e+00 +4.4960e+00 -1.3441e+00 -2.3241e+00 +2.4795e+00 -1.5542e+00 -3.1823e-01 -2.4425e+00 -7.0213e-01 -3.7049e+00 -2.0485e+00 +1.8020e+00 -2.9273e-01 -3.6404e+00 +1.5686e+00 -1.1626e+00 -3.0787e-01 -3.8837e+00 -7.8701e-02 +2.9396e+00
152 +1.045452774e+04 +1.045452774e+04 +1.145452774e+04 +1.145452774e+04 +5.9086e+00 +6.1856e+00 +5.7938e-01 -4.2749e+00 +2.5503e+00 +1.6445e+00 +9.4865e-01 +2.7076e+00 -1.0212e+00 -3.3824e+00 -8.7015e-01 -1.4911e+00 -8.4794e-01 -1.4636e+00 -1.4362e+00 -6.2120e-02 -2.0755e+00 +4.2602e-01 -2.1449e+00 +1.7552e+00
191 +7.089925048e+03 +7.089925048e+03 +8.089925048e+03 +8.089925048e+03 +3.9768e+00 +6.0459e+00 +2.9399e-01 -3.3770e+00 +1.2352e+00 +3.4050e-01 -1.1124e+00 -3.0012e-02 +1.9211e-01 -2.9073e-01 -1.6823e+00 -1.0281e+00 -1.7324e-01 -1.3809e+00 +9.1780e-01 -1.0433e+00 -1.1140e+00 -7.7135e-01 -3.0851e+00 +1.8404e+00
205 +5.278330964e+03 +5.278330964e+03 +6.278330964e+03 +6.278330964e+03 +3.3965e+00 +3.3731e+00 -1.6076e+00 -1.0543e+00 +2.8327e+00 +1.3041e+00 +1.5555e+00 -3.9016e-01 -1.0644e+00 -2.5229e+00 -1.8947e+00 +5.8825e-01 -4.8794e-01 -1.4285e+00 -1.4235e+00 -1.2422e+00 -1.4821e+00 -3.2922e+00 -9.7830e-02 +2.0814e+00
219 +2.704996776e+03 +2.704996776e+03 +3.704996776e+03 +3.704996776e+03 +3.9126e+00 +5.1919e+00 -1.2646e+00 -2.2656e+00 +1.2618e+00 +1.6978e+00 -2.8376e+00 +2.2964e+00 +8.2409e-01 -1.6405e+00 -3.0831e+00 +1.0437e+00 -8.8973e-01 -1.6915e+00 -1.3950e+00 -1.2426e+00 -1.8857e+00 -1.6933e+00 -4.7849e-01 +2.0838e+00
255 +1.971005685e+03 +1.971005685e+03 +2.971005685e+03 +2.971005685e+03 +3.0222e+00 +3.0660e+00 -2.4942e+00 -7.4677e-01 +7.2160e-02 -2.4557e-01 -1.4143e+00 -5.5186e-01 +1.3454e+00 -2.1252e+00 -1.9232e-02 -1.2199e+00 -2.1406e+00 -3.4895e-01 -5.2869e-01 -4.5208e-01 -1.6930e+00 -1.8399e+00 -1.8930e+00 +7.6514e-01
262 +7.765903606e+02 +7.765903606e+02 +1.776590361e+03 +1.776590361e+03 +1.9196e+00 +2.7067e+00 +2.5887e-01 +1.7171e-01 +6.7534e-01 -5.4905e-01 -3.6814e+00 +1.1522e+00 +6.5793e-01 -2.4107e+00 -2.4694e-01 -4.6076e-01 -1.4493e+00 -5.4221e-01 -1.2167e-01 -2.5437e+00 -1.7324e+00 -1.4520e+00 -2.5226e+00 +5.6459e-01
335 +5.237550743e+02 +5.237550743e+02 +1.523755074e+03 +1.523755074e+03 +1.1435e+00 +2.5521e+00 -1.6085e+00 -2.0989e+00 +1.0850e+00 +1.7055e+00 -1.4469e+00 -5.6136e-01 +7.4880e-01 -1.1548e+00 +2.8849e-01 -1.3362e+00 -1.4026e-01 -1.3703e+00 -1.5097e+00 -2.4629e+00 -1.7540e+00 -2.3163e+00 -1.4048e+00 +8.2571e-01
379 +3.275978635e+02 +3.275978635e+02 +1.327597864e+03 +1.327597864e+03 +2.1693e+00 +4.0183e+00 -4.8729e-01 -6.5307e-01 +1.6900e+00 +2.0121e+00 -1.9116e+00 +2.9370e-01 -1.1381e+00 -2.7331e+00 -1.3822e+00 -2.0003e+00 -1.0797e+00 -9.8057e-01 -6.4967e-01 -1.0062e+00 -1.0018e+00 -2.3814e+00 -1.0412e+00 +1.4239e+00
402 +1.710465942e+01 +1.710465942e+01 +1.017104659e+03 +1.017104659e+03 +1.9423e+00 +3.0113e+00 -5.3623e-01 -2.2781e+00 +1.0570e+00 +1.6224e+00 -6.1410e-01 +1.7300e-01 -2.1671e+00 -1.6356e+00 -9.9806e-01 -2.3484e+00 -5.9676e-01 -3.1377e-01 -5.4615e-01 -1.2563e+00 -9.7364e-01 -2.2086e+00 -1.2027e+00 +1.0060e+00
430 +5.054608981e+00 +5.054608981e+00 +1.005054609e+03 +1.005054609e+03 +2.4405e+00 +2.5970e+00 -1.0974e+00 -2.5474e+00 +1.2818e+00 +1.8329e+00 -9.0733e-01 -2.3921e-01 -1.7366e+00 -9.1679e-01 -7.2213e-01 -1.4237e+00 -4.3670e-01 -1.0691e+00 -1.1866e+00 -1.4673e+00 -2.0387e+00 -5.7432e-01 -2.2565e+00 +1.4690e+00
492 +3.894768518e+00 +3.894768518e+00 +1.003894769e+03 +1.003894769e+03 +2.0822e+00 +3.0328e+00 -2.0598e+00 -1.7314e+00 +2.8539e-01 +1.7845e+00 -4.8915e-01 +5.2143e-01 -2.5868e+00 -1.0339e-02 -1.4214e+00 -2.0724e+00 -2.0261e+00 -1.3881e+00 -1.5855e+00 -2.1755e+00 -2.1866e+00 -1.3148e+00 -1.8892e+00 +1.7261e+00
1726 +2.418120476e+00 +2.418120476e+00 +1.002418120e+03 +1.002418120e+03 -9.3100e-01 +8.1184e-01 -7.2020e-01 -2.5148e+00 +1.9031e-01 +1.3045e+00 -2.3701e+00 +2.0125e+00 -2.1881e+00 -1.9987e+00 -2.0363e+00 -1.0425e+00 -1.0311e+00 -1.8172e+00 -1.0369e+00 -1.9653e+00 -7.1746e-01 -1.1066e+00 -1.4754e+00 +1.4025e+00
56438 +1.584453578e+00 +1.584453578e+00 +1.001584454e+03 +1.001584454e+03 -2.0818e+00 +4.3762e-01 -1.5390e+00 +2.3878e-02 -1.7886e+00 -4.9594e-01 -1.3178e+00 +1.6015e+00 -1.5659e+00 -6.5306e-01 -5.0766e-01 -2.5092e+00 -1.4767e+00 -1.7622e+00 -2.1908e+00 -6.2114e-01 -2.4739e+00 -7.1449e-01 -2.4500e+00 +2.0348e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.186204318e+05 +1.186204318e+05 +1.188288118e+05 +1.188288118e+05 +2.3496e+00 -3.4363e+00 -2.6966e+00 -2.4875e-01 +6.6676e-01 +1.2291e+00 +1.1194e+00 -1.0750e+00 +2.8401e+00 +1.6781e+00 -1.1845e+00 +3.2487e-01 +4.3214e-01 -1.4095e+00 -1.6240e+00 -2.8235e+00 -3.4488e+00 -5.0309e-01 -7.0272e-01 -1.2805e+00
15 +4.411825315e+04 +4.411825315e+04 +4.432663315e+04 +4.432663315e+04 +1.0897e+00 -3.1598e+00 -4.1392e+00 -1.9533e+00 +3.2731e+00 +1.7095e+00 +2.0853e+00 -2.0804e+00 -1.2798e+00 +7.1512e-01 +3.6215e-01 +2.9200e+00 -2.7812e+00 -2.8232e+00 -1.0378e-01 -8.6894e-01 -2.3107e+00 +7.5301e-01 +3.4584e+00 -4.2156e-01
26 +3.135176049e+04 +3.135176049e+04 +3.156014049e+04 +3.156014049e+04 +2.5965e+00 -3.7302e+00 -1.7900e+00 -5.8517e-01 +3.1777e+00 +3.9886e+00 -9.1730e-01 -1.7284e+00 -1.2861e-01 +1.0231e+00 -1.9855e+00 +6.0438e-01 -2.7534e+00 -2.2525e+00 -1.1997e+00 -1.7830e+00 -3.2891e-01 +3.2120e+00 +7.6016e-01 -7.4915e-01
62 +1.259153816e+04 +1.259153816e+04 +1.279991816e+04 +1.279991816e+04 +1.8923e+00 -3.3068e+00 -1.9018e+00 +2.9513e+00 +1.0017e+00 +3.2278e+00 +2.5367e+00 -7.6536e-02 -6.7204e-01 +1.1785e+00 +3.1144e+00 +9.6257e-01 -1.9175e+00 -2.1601e+00 +2.2797e-01 -4.5224e+00 +1.0747e+00 +3.0970e+00 +2.0186e+00 +1.6212e+00
170 +8.431558575e+03 +8.431558575e+03 +8.639938575e+03 +8.639938575e+03 +8.0163e-01 -1.3648e+00 -2.7509e+00 +2.2378e+00 -3.4158e+00 +4.1998e-02 +2.9642e+00 +2.4231e+00 -2.2900e-01 -1.0530e+00 +4.3331e+00 +6.6445e-01 -1.8924e+00 +2.5939e-02 +2.6742e+00 -1.8689e+00 +7.9044e-01 +4.5438e-01 +1.6893e+00 +1.9940e-01
177 +4.668220858e+03 +4.668220858e+03 +4.876600858e+03 +4.876600858e+03 +1.1459e+00 -1.0495e+00 -1.9273e+00 +1.6961e+00 -2.6736e+00 +7.4812e-02 +2.5926e+00 +2.4413e-01 +1.8821e+00 +1.5186e+00 +2.8315e+00 +5.2999e-01 -2.4998e+00 -1.1590e-01 +1.5193e+00 -2.5348e+00 +1.5928e+00 +2.6148e+00 +7.0123e-01 +7.8339e-01
194 +2.583558954e+03 +2.583558954e+03 +2.791938954e+03 +2.791938954e+03 +2.9922e+00 -1.6700e+00 -2.0232e+00 +1.2602e+00 -2.4024e+00 +4.5020e-01 +1.2663e+00 +2.3170e+00 +6.8824e-01 +5.8860e-01 +1.8878e+00 +1.6171e-01 -1.1986e+00 +3.6340e-01 +2.5148e+00 -1.8032e+00 +1.5758e+00 +1.0986e+00 +2.7520e+00 +4.2448e-01
210 +2.272136220e+03 +2.272136220e+03 +2.480516220e+03 +2.480516220e+03 +2.4469e+00 -2.8272e-01 -2.5848e+00 +1.9609e+00 -1.7827e+00 +2.1075e-01 +1.2767e+00 +3.0842e+00 +1.0855e+00 +9.0410e-01 +3.5667e+00 -6.5051e-01 -2.5236e+00 -9.1863e-01 +1.4470e+00 -1.1820e+00 +8.5617e-01 +1.6471e+00 +1.6758e+00 +9.8211e-01
222 +5.460907428e+02 +5.460907428e+02 +7.544707428e+02 +7.544707428e+02 +2.0862e+00 -1.3246e+00 -1.4856e+00 +3.3444e+00 -9.4487e-01 +2.3973e+00 +2.0289e+00 +1.7963e+00 -7.9803e-01 +1.5884e+00 +2.9449e+00 -1.6513e-01 -2.8709e+00 -4.8462e-01 +1.5259e+00 -1.8795e+00 +2.1391e+00 +1.8747e+00 +4.2096e-01 +2.3760e+00
230 +2.021958942e+02 +2.021958942e+02 +4.105758942e+02 +4.105758942e+02 +1.5957e+00 -1.3870e+00 -3.4807e-01 +2.5368e+00 -2.1453e+00 +1.8320e+00 +2.0937e+00 +2.3100e+00 -3.7790e-01 +6.8298e-02 +2.4050e+00 -4.3141e-01 -1.4304e+00 -5.8401e-01 +1.4082e+00 -1.8362e+00 +2.2785e+00 +2.1698e+00 +1.2635e+00 +8.4782e-01
310 +1.559888862e+02 +1.559888862e+02 +3.643688862e+02 +3.643688862e+02 -4.9102e-01 -1.1143e+00 -1.6258e+00 +1.5653e+00 -4.2700e-01 +1.5775e+00 +1.8047e+00 +2.6279e+00 +2.3493e-01 +1.5490e+00 +9.6372e-01 -5.2496e-02 -1.3281e+00 -2.0466e+00 +5.4442e-01 -1.1598e+00 +5.6068e-01 +1.9141e+00 +1.6060e+00 +8.1254e-01
338 +4.204764359e+00 +4.204764359e+00 +2.125847644e+02 +2.125847644e+02 -2.0520e-01 -1.6079e+00 -5.2124e-01 +1.9294e+00 -9.7813e-01 +1.0857e+00 +2.3554e+00 +2.0643e+00 -7.8533e-01 +1.1214e+00 +1.6073e+00 +9.5491e-01 -2.1859e+00 -1.9263e+00 +9.9021e-01 -7.0860e-01 +1.2346e+00 +1.1511e+00 +1.0750e+00 +1.2459e+00
339 +3.967453709e+00 +3.967453709e+00 +2.123474537e+02 +2.123474537e+02 -4.2160e-01 -1.5033e+00 -7.1388e-01 +2.8423e+00 -6.5132e-01 +1.6849e+00 +1.5597e+00 +1.0677e+00 -1.1821e+00 +1.3886e+00 +1.3790e+00 +1.0417e+00 -2.1761e+00 -1.5326e+00 +6.6043e-01 -1.4054e+00 +1.2126e+00 +2.2823e+00 +2.1764e+00 +9.5280e-01
1539 +2.495238587e+00 +2.495238587e+00 +2.108752386e+02 +2.108752386e+02 -1.0468e+00 +1.4761e-01 +1.0018e+00 +2.3535e+00 +2.6627e-01 +1.2777e+00 +2.3651e+00 +7.8952e-01 -2.3875e+00 +4.8300e-01 +1.0383e+00 +1.4912e+00 -1.3450e+00 -6.6697e-01 +1.2595e+00 -1.2290e+00 +1.8790e+00 +2.1830e+00 +2.1147e+00 +1.7356e+00
111617 +1.563520962e+00 +1.563520962e+00 +2.099435210e+02 +2.099435210e+02 +1.5929e+00 -3.6182e-01 -4.0380e-01 +2.7426e+00 -8.6803e-01 +1.3117e-01 +1.3531e+00 +4.0869e-01 -1.7958e+00 -1.5397e-02 +6.5123e-01 +6.4373e-01 -7.5304e-01 -8.3431e-01 +8.8460e-01 -2.4017e+00 +6.3105e-01 +2.4965e+00 +1.9987e+00 +1.2829e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.253824813e+04 +9.253824813e+04 +9.239328813e+04 +9.239328813e+04 +1.1342e+00 +4.2828e-01 +3.5919e+00 -5.2502e-01 -3.2801e+00 +2.1170e+00 +1.5395e+00 +2.9821e+00 +2.6080e+00 +2.2964e+00 -3.9868e+00 -2.5521e+00 +2.5791e+00 -3.5110e-01 +2.9738e+00 -1.5376e+00 -5.2754e-01 -3.9493e+00 -2.8346e+00 -8.4025e-01
5 +5.908523640e+04 +5.908523640e+04 +5.894027640e+04 +5.894027640e+04 +2.3029e+00 +5.0858e-01 +4.9046e+00 +3.1323e-01 -5.5412e-01 +3.4307e-01 +1.1247e-01 +2.4083e+00 -1.3135e-01 +4.8703e+00 -1.7108e+00 -1.2423e+00 +1.3181e+00 +2.2982e-02 +4.0331e+00 -4.6558e-01 +1.3225e-01 -7.3081e-01 -1.6398e+00 +7.7239e-02
40 +2.507337683e+04 +2.507337683e+04 +2.492841683e+04 +2.492841683e+04 +3.5422e-01 +4.0197e+00 +2.7137e+00 -4.0838e-01 +1.4983e+00 +4.6304e+00 +1.7229e+00 +1.5600e+00 +2.1697e-01 +4.0116e+00 -2.8712e+00 -7.8090e-01 +8.7767e-01 +2.7093e+00 +7.0571e-01 -1.0771e+00 -3.0518e+00 -1.3830e+00 +1.1246e+00 -1.1749e+00
64 +8.066571680e+03 +8.066571680e+03 +7.921611680e+03 +7.921611680e+03 -3.1244e-01 +1.5783e+00 +3.1722e+00 -4.8338e-01 +1.7130e+00 +2.9976e-01 -1.0938e-01 +2.8346e+00 -9.0728e-01 -1.5065e-03 -1.0770e+00 +1.1091e+00 +2.0068e+00 +3.3707e+00 +2.1925e+00 +1.1283e-02 -3.4338e+00 -1.2135e+00 +1.0038e+00 -1.0033e+00
263 +5.978511768e+03 +5.978511768e+03 +5.833551768e+03 +5.833551768e+03 +3.1087e+00 -2.7116e-01 -3.6591e+00 -4.0544e+00 -1.8240e+00 -4.0601e-01 -3.5501e+00 +2.0886e+00 +7.5078e-01 +1.4281e+00 -3.6404e-01 +5.0683e-01 +3.7650e-01 -2.0840e-01 +7.2128e-01 +2.3715e+00 -9.4954e-01 -2.7752e+00 +2.8116e+00 -1.6485e+00
283 +1.235584241e+03 +1.235584241e+03 +1.090624241e+03 +1.090624241e+03 +9.7631e-01 +1.5531e+00 -2.5999e+00 -2.0505e+00 +2.7092e-01 -7.3934e-01 -2.7713e+00 +2.0032e+00 -1.6868e+00 -2.2420e-01 -7.3054e-01 +1.7743e-01 +9.1331e-01 +2.6637e+00 +5.2848e-01 +1.0690e+00 -8.4605e-01 -2.5693e+00 +9.6980e-01 -1.8091e+00
356 +5.298889048e+02 +5.298889048e+02 +3.849289048e+02 +3.849289048e+02 +2.5319e+00 +1.2988e+00 -3.2031e+00 -5.9168e-01 +4.9604e-01 -1.7063e-01 -2.2382e+00 -9.1701e-01 +4.5854e-01 +2.1957e+00 -6.0685e-01 +5.5991e-01 +1.6464e+00 +1.9684e+00 +1.0562e+00 +4.0239e-01 -1.7238e+00 -2.0502e+00 +1.8847e+00 -4.8888e-01
394 +3.626665712e+02 +3.626665712e+02 +2.177065712e+02 +2.177065712e+02 +1.0943e+00 -4.0579e-01 -2.0275e+00 -2.0474e+00 +1.1789e+00 -1.1042e+00 -1.7280e+00 +2.3018e-01 -1.2108e+00 +2.7435e+00 +1.1959e-01 +8.5825e-01 +2.3778e+00 +2.3343e+00 +4.8357e-01 +1.0885e+00 -6.3790e-01 -1.9865e+00 +1.2433e+00 -1.8390e+00
403 +8.561488009e+00 +8.561488009e+00 -1.363985120e+02 -1.363985120e+02 +1.0121e+00 -5.5764e-01 -1.5202e+00 -1.1625e+00 -2.7589e-01 -6.9469e-01 -1.3843e+00 +8.6713e-01 -1.5834e+00 +2.2605e+00 +2.0563e-01 +2.1886e+00 +1.3469e+00 +1.4706e+00 +7.6211e-01 +6.2955e-01 -6.8650e-01 -1.6984e+00 +1.1444e+00 -1.7572e+00
529 +4.299773158e+00 +4.299773158e+00 -1.406602268e+02 -1.406602268e+02 +1.9769e+00 -1.7000e+00 -2.4335e+00 -1.4400e+00 +6.4955e-01 -5.3432e-01 -2.8954e+00 +6.6893e-01 -2.1739e+00 +2.2584e-01 +4.8886e-01 +1.1187e+00 +1.9366e+00 +3.5465e-01 +2.3102e+00 +6.2444e-01 -2.3138e+00 -1.5611e+00 +2.2353e+00 -1.7922e+00
545 +3.812857685e+00 +3.812857685e+00 -1.411471423e+02 -1.411471423e+02 +2.3973e+00 -6.9132e-01 -1.6050e+00 -1.4894e+00 +6.8738e-01 -6.2188e-01 -2.2969e+00 +8.2574e-01 -2.5137e+00 +1.0339e+00 +1.5349e+00 +4.4205e-01 +8.0437e-01 +1.5597e+00 +2.1985e+00 +6.5913e-01 -2.3154e+00 -6.6993e-01 +2.2117e+00 -1.3784e+00
1324 +2.248272322e+00 +2.248272322e+00 -1.427117277e+02 -1.427117277e+02 +1.5966e+00 -1.9038e+00 -2.1659e+00 -1.1185e+00 +4.7251e-01 -5.1587e-02 -7.3074e-01 +5.5000e-02 -2.6451e+00 +9.9029e-01 +1.1998e+00 +4.7810e-01 +7.4463e-01 +1.1163e+00 +1.8228e+00 +7.6738e-01 -1.6366e+00 -1.4831e+00 +2.2734e+00 -8.9756e-01
