% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1568 +3.301804231e-04 +3.301804231e-04 +7.948033018e+01 +7.948033018e+01 +2.5700e-01 -1.1588e+00 -7.2756e-01 +1.9286e+00 -2.6758e+00 +4.3803e-01 -1.2008e-01 +1.1953e-01 -1.6395e+00 -3.0452e+00 -3.8490e+00 +2.0246e+00 +1.0868e+00 -8.0476e-02 +3.6446e+00 +2.9024e+00 -1.2207e-01 -3.9245e+00 +2.3587e+00 +1.3602e+00
1622 +2.049164166e-04 +2.049164166e-04 +7.948020492e+01 +7.948020492e+01 +2.6029e-01 -1.1547e+00 -7.2714e-01 +1.9236e+00 -2.6819e+00 +4.4195e-01 -1.1606e-01 +1.2367e-01 -1.6400e+00 -3.0530e+00 -3.8581e+00 +2.0172e+00 +1.0880e+00 -8.6219e-02 +3.6492e+00 +2.9018e+00 -1.2206e-01 -3.9284e+00 +2.3655e+00 +1.3591e+00
1673 +1.583644008e-04 +1.583644008e-04 +7.948015836e+01 +7.948015836e+01 +2.4974e-01 -1.1546e+00 -7.2168e-01 +1.9265e+00 -2.6825e+00 +4.4299e-01 -1.1823e-01 +1.2345e-01 -1.6336e+00 -3.0526e+00 -3.8504e+00 +2.0152e+00 +1.0861e+00 -8.3558e-02 +3.6474e+00 +2.9141e+00 -1.2691e-01 -3.9284e+00 +2.3647e+00 +1.3640e+00
1769 +8.569202178e-05 +8.569202178e-05 +7.948008569e+01 +7.948008569e+01 +2.5037e-01 -1.1535e+00 -7.2565e-01 +1.9207e+00 -2.6808e+00 +4.3874e-01 -1.1873e-01 +1.2101e-01 -1.6371e+00 -3.0484e+00 -3.8556e+00 +2.0135e+00 +1.0855e+00 -8.6500e-02 +3.6467e+00 +2.9081e+00 -1.2349e-01 -3.9265e+00 +2.3624e+00 +1.3607e+00
1804 +5.427067198e-05 +5.427067198e-05 +7.948005427e+01 +7.948005427e+01 +2.5181e-01 -1.1580e+00 -7.2369e-01 +1.9239e+00 -2.6815e+00 +4.4100e-01 -1.1609e-01 +1.2084e-01 -1.6372e+00 -3.0511e+00 -3.8578e+00 +2.0132e+00 +1.0854e+00 -8.6827e-02 +3.6486e+00 +2.9082e+00 -1.2509e-01 -3.9289e+00 +2.3637e+00 +1.3613e+00
1841 +3.753372189e-05 +3.753372189e-05 +7.948003753e+01 +7.948003753e+01 +2.5402e-01 -1.1561e+00 -7.2431e-01 +1.9254e+00 -2.6814e+00 +4.4170e-01 -1.1502e-01 +1.1918e-01 -1.6344e+00 -3.0527e+00 -3.8552e+00 +2.0153e+00 +1.0867e+00 -8.6304e-02 +3.6487e+00 +2.9088e+00 -1.2390e-01 -3.9266e+00 +2.3612e+00 +1.3597e+00
1900 +2.250531706e-05 +2.250531706e-05 +7.948002251e+01 +7.948002251e+01 +2.5321e-01 -1.1567e+00 -7.2212e-01 +1.9266e+00 -2.6811e+00 +4.4039e-01 -1.1626e-01 +1.2248e-01 -1.6373e+00 -3.0498e+00 -3.8532e+00 +2.0160e+00 +1.0866e+00 -8.5695e-02 +3.6475e+00 +2.9076e+00 -1.2400e-01 -3.9288e+00 +2.3605e+00 +1.3596e+00
1943 +1.347627762e-05 +1.347627762e-05 +7.948001348e+01 +7.948001348e+01 +2.5234e-01 -1.1562e+00 -7.2348e-01 +1.9247e+00 -2.6798e+00 +4.3967e-01 -1.1735e-01 +1.1926e-01 -1.6386e+00 -3.0504e+00 -3.8536e+00 +2.0147e+00 +1.0868e+00 -8.5081e-02 +3.6464e+00 +2.9083e+00 -1.2382e-01 -3.9284e+00 +2.3619e+00 +1.3585e+00
1963 +9.000794520e-06 +9.000794520e-06 +7.948000900e+01 +7.948000900e+01 +2.5304e-01 -1.1571e+00 -7.2424e-01 +1.9264e+00 -2.6816e+00 +4.3942e-01 -1.1698e-01 +1.2064e-01 -1.6367e+00 -3.0510e+00 -3.8535e+00 +2.0155e+00 +1.0864e+00 -8.5270e-02 +3.6469e+00 +2.9082e+00 -1.2276e-01 -3.9274e+00 +2.3626e+00 +1.3588e+00
2077 +5.088589191e-06 +5.088589191e-06 +7.948000509e+01 +7.948000509e+01 +2.5274e-01 -1.1559e+00 -7.2515e-01 +1.9266e+00 -2.6805e+00 +4.3996e-01 -1.1743e-01 +1.2084e-01 -1.6380e+00 -3.0513e+00 -3.8539e+00 +2.0154e+00 +1.0864e+00 -8.6869e-02 +3.6471e+00 +2.9090e+00 -1.2456e-01 -3.9278e+00 +2.3628e+00 +1.3587e+00
2139 +3.878319831e-06 +3.878319831e-06 +7.948000388e+01 +7.948000388e+01 +2.5311e-01 -1.1562e+00 -7.2459e-01 +1.9261e+00 -2.6804e+00 +4.3902e-01 -1.1652e-01 +1.2068e-01 -1.6373e+00 -3.0510e+00 -3.8536e+00 +2.0158e+00 +1.0874e+00 -8.6467e-02 +3.6469e+00 +2.9081e+00 -1.2467e-01 -3.9284e+00 +2.3619e+00 +1.3580e+00
2174 +2.484928061e-06 +2.484928061e-06 +7.948000248e+01 +7.948000248e+01 +2.5268e-01 -1.1565e+00 -7.2386e-01 +1.9259e+00 -2.6804e+00 +4.3878e-01 -1.1632e-01 +1.1990e-01 -1.6376e+00 -3.0513e+00 -3.8534e+00 +2.0155e+00 +1.0860e+00 -8.6758e-02 +3.6471e+00 +2.9087e+00 -1.2438e-01 -3.9281e+00 +2.3617e+00 +1.3580e+00
2310 +1.443384264e-06 +1.443384264e-06 +7.948000144e+01 +7.948000144e+01 +2.5291e-01 -1.1569e+00 -7.2371e-01 +1.9261e+00 -2.6807e+00 +4.3905e-01 -1.1599e-01 +1.1999e-01 -1.6381e+00 -3.0511e+00 -3.8538e+00 +2.0163e+00 +1.0865e+00 -8.6706e-02 +3.6469e+00 +2.9089e+00 -1.2492e-01 -3.9279e+00 +2.3624e+00 +1.3584e+00
2333 +7.665726685e-07 +7.665726685e-07 +7.948000077e+01 +7.948000077e+01 +2.5251e-01 -1.1568e+00 -7.2398e-01 +1.9261e+00 -2.6807e+00 +4.3902e-01 -1.1629e-01 +1.2000e-01 -1.6378e+00 -3.0511e+00 -3.8537e+00 +2.0158e+00 +1.0862e+00 -8.6621e-02 +3.6471e+00 +2.9088e+00 -1.2489e-01 -3.9281e+00 +2.3625e+00 +1.3582e+00
2435 +5.849078235e-07 +5.849078235e-07 +7.948000058e+01 +7.948000058e+01 +2.5310e-01 -1.1568e+00 -7.2413e-01 +1.9262e+00 -2.6809e+00 +4.3910e-01 -1.1672e-01 +1.2017e-01 -1.6374e+00 -3.0513e+00 -3.8535e+00 +2.0161e+00 +1.0864e+00 -8.6640e-02 +3.6475e+00 +2.9091e+00 -1.2486e-01 -3.9279e+00 +2.3623e+00 +1.3585e+00
2520 +3.839814724e-07 +3.839814724e-07 +7.948000038e+01 +7.948000038e+01 +2.5297e-01 -1.1567e+00 -7.2399e-01 +1.9265e+00 -2.6809e+00 +4.3927e-01 -1.1677e-01 +1.2020e-01 -1.6375e+00 -3.0511e+00 -3.8537e+00 +2.0161e+00 +1.0864e+00 -8.6693e-02 +3.6470e+00 +2.9088e+00 -1.2474e-01 -3.9280e+00 +2.3621e+00 +1.3586e+00
2590 +2.143803641e-07 +2.143803641e-07 +7.948000021e+01 +7.948000021e+01 +2.5280e-01 -1.1567e+00 -7.2404e-01 +1.9264e+00 -2.6808e+00 +4.3930e-01 -1.1689e-01 +1.2001e-01 -1.6375e+00 -3.0513e+00 -3.8537e+00 +2.0160e+00 +1.0863e+00 -8.6700e-02 +3.6473e+00 +2.9089e+00 -1.2478e-01 -3.9279e+00 +2.3622e+00 +1.3584e+00
2650 +1.215816923e-07 +1.215816923e-07 +7.948000012e+01 +7.948000012e+01 +2.5268e-01 -1.1568e+00 -7.2401e-01 +1.9263e+00 -2.6808e+00 +4.3922e-01 -1.1683e-01 +1.1994e-01 -1.6377e+00 -3.0512e+00 -3.8537e+00 +2.0160e+00 +1.0864e+00 -8.6387e-02 +3.6472e+00 +2.9089e+00 -1.2479e-01 -3.9280e+00 +2.3622e+00 +1.3584e+00
2692 +9.876521290e-08 +9.876521290e-08 +7.948000010e+01 +7.948000010e+01 +2.5276e-01 -1.1567e+00 -7.2390e-01 +1.9263e+00 -2.6808e+00 +4.3918e-01 -1.1688e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8537e+00 +2.0160e+00 +1.0864e+00 -8.6326e-02 +3.6474e+00 +2.9089e+00 -1.2475e-01 -3.9280e+00 +2.3624e+00 +1.3585e+00
2728 +4.293136158e-08 +4.293136158e-08 +7.948000004e+01 +7.948000004e+01 +2.5277e-01 -1.1567e+00 -7.2401e-01 +1.9265e+00 -2.6808e+00 +4.3923e-01 -1.1682e-01 +1.2001e-01 -1.6376e+00 -3.0513e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6312e-02 +3.6473e+00 +2.9089e+00 -1.2479e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
2789 +2.507273678e-08 +2.507273678e-08 +7.948000003e+01 +7.948000003e+01 +2.5274e-01 -1.1567e+00 -7.2399e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1678e-01 +1.1997e-01 -1.6377e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6352e-02 +3.6472e+00 +2.9089e+00 -1.2481e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
2855 +1.519489956e-08 +1.519489956e-08 +7.948000002e+01 +7.948000002e+01 +2.5280e-01 -1.1568e+00 -7.2397e-01 +1.9265e+00 -2.6808e+00 +4.3918e-01 -1.1677e-01 +1.1996e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6376e-02 +3.6472e+00 +2.9088e+00 -1.2481e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
2944 +9.872351825e-09 +9.872351825e-09 +7.948000001e+01 +7.948000001e+01 +2.5282e-01 -1.1568e+00 -7.2399e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1676e-01 +1.2001e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6404e-02 +3.6472e+00 +2.9088e+00 -1.2479e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
2954 +2.977529334e-09 +2.977529334e-09 +7.948000000e+01 +7.948000000e+01 +2.5279e-01 -1.1568e+00 -7.2399e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1680e-01 +1.2002e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6393e-02 +3.6472e+00 +2.9088e+00 -1.2478e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.660041558e+02 +2.660041558e+02 +6.604841558e+02 +6.604841558e+02 +3.6897e+00 +2.3121e+00 +2.7236e+00 +2.1500e-01 +2.2701e+00 -3.5173e+00 -4.5640e-01 +1.3542e+00 +3.8136e+00 -5.8679e-01 -5.8673e-01 -6.9460e-01 -2.6661e-01 -4.8710e-01 +1.7731e+00 +2.1432e+00 -1.0778e+00 -2.4823e+00 -9.8900e-01 +2.8884e+00
15 +1.986498525e+02 +1.986498525e+02 +5.931298525e+02 +5.931298525e+02 +2.7612e+00 +2.3976e+00 -1.6999e+00 +2.5684e+00 +1.0517e+00 -2.3046e+00 -6.3248e-01 +1.2928e+00 +2.6827e+00 -1.5862e-01 -9.5266e-01 +3.6234e+00 +1.1745e-01 -8.4486e-01 +1.1587e+00 -2.8872e-01 -2.4478e+00 -1.5240e+00 -1.9232e-01 +2.4064e+00
42 +1.528048741e+02 +1.528048741e+02 +5.472848741e+02 +5.472848741e+02 -5.1373e-01 +5.6743e-01 -1.9536e+00 +4.1573e+00 +2.2477e+00 -2.0547e+00 +3.4211e+00 +2.4485e+00 +1.1259e+00 -1.9141e+00 -4.6528e-01 -3.8115e+00 +2.8900e+00 -1.2421e+00 +1.9508e+00 +4.7985e-01 -4.5280e+00 -1.4664e+00 +9.8860e-02 +3.7740e+00
88 +6.889388755e+01 +6.889388755e+01 +4.633738875e+02 +4.633738875e+02 -4.1876e+00 -2.1007e+00 -1.9264e+00 +4.6180e+00 +8.3276e-01 -4.9110e+00 +7.1257e+00 -4.1500e-02 +2.3892e+00 -1.2326e+00 -8.1289e-01 +2.3312e+00 +1.4358e+00 +2.7399e+00 -1.8333e+00 -8.0243e-02 -3.4088e+00 -5.9175e-01 +1.1225e-01 -1.0862e+00
163 +5.591814833e+01 +5.591814833e+01 +4.503981483e+02 +4.503981483e+02 -2.8462e+00 -4.6939e+00 -1.2616e+00 +3.4991e+00 +1.8990e+00 -3.3926e+00 +1.8932e+00 +7.9537e-01 -2.4349e+00 -5.5219e+00 +1.7689e+00 +3.2247e+00 +2.4048e+00 +3.7792e+00 -8.5591e-01 -5.9928e-01 -5.0506e-01 -1.5875e+00 -1.2525e+00 +9.7580e-01
262 +3.773756726e+01 +3.773756726e+01 +4.322175673e+02 +4.322175673e+02 -4.7317e+00 -3.6954e+00 -2.0969e+00 +5.3776e+00 +6.7174e-01 -3.4887e+00 +3.6152e+00 -1.2471e-02 +9.9952e-01 -3.6989e+00 +6.4176e-01 +1.8797e+00 +2.9345e+00 +9.6014e-01 -4.0050e+00 +5.4175e+00 -3.8530e+00 +1.0887e+00 -9.7426e-01 +2.9301e-01
283 +2.283042987e+01 +2.283042987e+01 +4.173104299e+02 +4.173104299e+02 -4.4144e+00 -1.7879e+00 -2.4160e+00 +5.5320e+00 +1.9096e+00 -4.3076e+00 +2.6242e+00 -6.2792e-01 -3.5367e-01 -2.3720e+00 -8.0781e-01 +1.8131e+00 +2.0097e+00 +2.9600e+00 -3.0244e+00 +3.1356e+00 -2.7217e+00 -5.9828e-01 +5.7780e-01 +3.7407e-01
298 +1.465633110e+01 +1.465633110e+01 +4.091363311e+02 +4.091363311e+02 -4.6331e+00 -2.4187e+00 -2.7850e+00 +5.4742e+00 +2.1014e+00 -4.4717e+00 +2.3806e+00 +1.1144e-02 -1.0143e+00 -4.3300e+00 +1.1939e+00 +2.2808e+00 +2.0828e+00 +4.1101e+00 -3.3465e+00 +1.9110e+00 -2.7979e+00 -1.5668e+00 -5.7148e-01 +3.9017e-01
408 +9.752165144e+00 +9.752165144e+00 +4.042321651e+02 +4.042321651e+02 -3.9084e+00 -4.4697e+00 -3.0328e+00 +3.1516e+00 +7.9958e-01 -3.2461e+00 +3.9468e+00 +1.2532e-01 -4.6541e-01 -3.2949e+00 +7.8499e-01 +1.3242e+00 +2.2321e+00 +3.1518e+00 -3.3837e+00 +3.2780e+00 -3.2527e+00 -8.7915e-01 +1.1745e-01 -1.5458e-01
463 +6.005595330e+00 +6.005595330e+00 +4.004855953e+02 +4.004855953e+02 -4.3027e+00 -3.6770e+00 -3.3155e+00 +3.3349e+00 +3.4628e-01 -3.6647e+00 +3.8489e+00 -1.0656e+00 -3.4539e-01 -3.7201e+00 +1.9209e+00 +5.9645e-01 +2.5744e+00 +3.8345e+00 -3.4175e+00 +1.9191e+00 -3.4808e+00 -1.2385e+00 +1.4188e-01 +1.0010e+00
